gppd_idnr,owner,lei
USA0060869,Solar Star California  XLIV  LLC,5493002NIAD6SY0RSQ31
USA0057933,Solar Star California II LLC,5493002NIAD6SY0RSQ31
USA0060185,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0007947,Otter Tail Power Co,549300HHVBQRQUVKKD91
USA0058554,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0006082,Somerset Operating Co LLC,549300OHGU3HM1B75017
USA0058782,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0057919,Sonoco Products Co,GKOMIK4RDJGHEF0VNP11
USA0000510,Geysers Power Co LLC,549300AH5J1BMXQXBA91
USA0058578,Fresh Air Energy IV LLC,25490058QERZ6W9B4S34
USA0006095,Oklahoma Gas & Electric Co,549300VJ8YXGPO8EV472
USA0000280,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0060798,South Atlantic Services Inc,549300HTMR4ZP0ETGB70
USA0059922,JPMorgan Chase Bank,7H6GLXDRUGQFU57RNE97
USA0056796,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0002611,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0000100,Salt River Project,54930065DBPKT9VLMH55
USA0056092,FPL Energy South Dakota Wind LLC,549300FJM21DWKFIDD87
USA0002604,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0056518,Gainesville Regional Utilities,549300QVH6UAIPUV5M94
USA0007203,Wisconsin Power & Light Co,JWBYHVQVMY66CVCOSO49
USA0000622,City of Seattle - (WA),549300MKLOL3XDWPZT95
USA0002519,National Grid Generation LLC,8R95QZMKZLJX5Q2XR704
USA0056151,KCP&L Greater Missouri Operations Co,EZIFUDC0VSUS6T6LCG85
USA0003416,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0057549,Caithness Shepherds Flat LLC,549300Q0WDFZQKGYCL23
USA0059825,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0061290,Enerparc Inc.,529900U3NR8283GLI469
USA0004041,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0058273,Greenbacker Renewable Energy Corporation,549300U2BROVU873L033
USA0060823,Tesla Inc.,54930043XZGB27CTOV49
USA0056649,NRG Energy Inc,5E2UPK5SW04M13XY7I38
USA0060195,PNM Resources,5493003JOBJGLZSDDQ28
USA0060409,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0010774,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0061422,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0058423,WGL Energy Systems  Inc,549300D7A8QA85Z2MH11
USA0060278,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059574,North American Natural Res,549300TKP3BOECTWOP12
USA0055281,Exelon Power,3SOUA6IRML7435B56G12
USA0050751,Chevron USA Inc,VA8TZDWPEZYU430RZ444
USA0054533,Southern Minnesota Beet Sugar,549300BUMNFYSONS1B55
USA0060615,Soltage LLC,549300RASN7V3KR4UI19
USA0002520,National Grid Generation LLC,8R95QZMKZLJX5Q2XR704
USA0003170,Exelon Power,3SOUA6IRML7435B56G12
USA0056930,Florida Power & Light Co,A89MY1K3YLIGJMYWVX50
USA0056751,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0060755,Altus Power America Management  LLC,549300CBHROLFP6KC187
USA0000281,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0000282,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0000283,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0056351,Kansas City Power & Light Co,1128SIJQ26096WL7IO82
USA0057975,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0058490,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0004266,City of Garland - (TX),549300O5KXJ5HAWVEN53
USA0002278,Nebraska Public Power District,5493001J0BLQRMOJKP23
USA0054554,Northern California Power Agny,549300QYTU4PHD2XHS96
USA0002612,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0003321,South Carolina Public Service Authority,2549007RZ1SV42YTM053
USA0058774,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0058775,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0057973,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0006092,Basin Electric Power Coop,5493002CLOJ5KYT5GB16
USA0007541,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0056786,Great River Energy,5493007CIM8IF8LIUC91
USA0058769,NRG Yield LLC,549300LHAZ9HA9G3XC48
USA0000450,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0055651,Westar Energy Inc,J75GNWGEO73W89ZV3S44
USA0000284,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0059839,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059056,Janssen Pharmaceutical Co,549300PB7J53DZG89587
USA0061009,Spring Street Solar 1  LLC,5493002QG4XZOV8CFS90
USA0002013,Spring Valley Pub Utils Comm,5493001ROOWR4YFHBW59
USA0059593,Spring Valley Farm 2  LLC,5493001ROOWR4YFHBW59
USA0059532,62SK 8me  LLC,549300PZDPXJZWLM3949
USA0055196,Springdale Energy LLC,5493004PBVE3C5PPPW20
USA0008223,Tucson Electric Power Co,YLF139GXSRKPBBTNZL03
USA0059110,Springfield Solar 1 LLC,549300BMAOHIH4CMXW22
USA0056522,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0056144,City of Riverside - (CA),549300FG48YQF1N4C302
USA0054081,Spruance Genco LLC,549300HGMSTH38H1YI02
USA0058026,Spruce Mountain Wind LLC,5493002LIXEJGWQMR643
USA0057017,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0006824,Great River Energy,5493007CIM8IF8LIUC91
USA0001743,DTE Electric Company,9N0FWODEJVKHC2DYLO03
USA0004011,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0001321,City of St Francis - (KS),5493000P9OIY2JDS4K57
USA0007080,City of St George,5493000P9OIY2JDS4K57
USA0001929,City of St James - (MN),5493000P9OIY2JDS4K57
USA0001322,City of St. John - (KS),5493000P9OIY2JDS4K57
USA0000207,JEA,5067009J4E6V96N95O60
USA0058024,KCP&L Greater Missouri Operations Co,EZIFUDC0VSUS6T6LCG85
USA0054534,St Joseph's Hospital,549300SJNHCN8JCMOR16
USA0001852,City of St Louis - (MI),5493000P9OIY2JDS4K57
USA0006045,Florida Power & Light Co,A89MY1K3YLIGJMYWVX50
USA0002942,City of St Marys - (OH),5493000P9OIY2JDS4K57
USA0054634,Schuylkill Energy Resource Inc,5493001K0HNGDU11HR04
USA0056643,St Paul Cogeneration LLC,54930020J6Y7I7NS2Z32
USA0056100,City of St Charles - (MN),5493000P9OIY2JDS4K57
USA0058996,St. Olaf College,549300021F5ZT3XPEC98
USA0058995,St. Olaf College,549300021F5ZT3XPEC98
USA0061156,CD Global Solar Holdings  LLC,5493002PIB2NOX34F862
USA0060518,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0060257,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0003659,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0007066,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0000285,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0057096,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0059804,Bloom Energy,549300XB5J9BFW5JXV97
USA0002613,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0056244,State Auto Insurance  Inc.,549300046DDOQ0WUGH51
USA0007556,State Farm Insurance,549300CELGL7P46HN769
USA0055390,State Farm Mutual Auto Ins Co,2549000ZJEF6XLCK1867
USA0055274,State Farm Mutual Auto Ins Co,2549000ZJEF6XLCK1867
USA0007296,Empire District Electric Co,SODDIORBUCWXMHSFJ978
USA0058646,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0061535,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0002135,City of Independence - (MO),549300HMXF8NWY6JBE12
USA0002136,City of Independence - (MO),549300HMXF8NWY6JBE12
USA0050763,Ormat Nevada Inc,5493000TSHHWY24VHM09
USA0052138,Ormat Nevada Inc,5493000TSHHWY24VHM09
USA0050654,Ormat Nevada Inc,5493000TSHHWY24VHM09
USA0057983,Stephens Ranch Wind Energy LLC,5493008EYXSUGRK3K344
USA0059198,Fresh Air Energy VII LLC,25490058QERZ6W9B4S34
USA0050744,Sterling Power Partners LP,549300OL8ZLX5NR8PY77
USA0001404,Entergy Louisiana LLC,0V5453U14HDZO63CGH17
USA0059275,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059765,Kearsarge Solar LLC,549300QNH1K8530H4N10
USA0000736,South Carolina Electric&Gas Company,3QRVFYR22IUIEOORTK28
USA0058712,Eagle Creek RE LLC,549300SMRU3K38R6SJ11
USA0003973,Consolidated Water Power Co,5299001BMEW8X9VIJA73
USA0055861,Verso Corporation,549300FODXCTQ8DGT594
USA0000553,FirstLight Power Resources Services LLC,549300XBPEJ3XVE36132
USA0000150,Salt River Project,54930065DBPKT9VLMH55
USA0002614,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0054531,Targa Midstream Services LP,H0GWIOLMHLZ3PCZC1K73
USA0057864,Marina Energy LLC,549300GNF170H3Y1WT94
USA0058523,F H Stoltze Land & Lumber Co,549300B7TO2DNWELNM74
USA0007508,Eugene Water & Electric Board,549300P1P01XKFQ38R71
USA0060710,Marina Energy LLC,549300GNF170H3Y1WT94
USA0059004,Green Energy Partners LLC,549300BHYFK6M9HVNA29
USA0057131,Heritage Stoney Corners Wind Farm I LLC,549300QPXH5PH5L5P538
USA0007151,City of Santa Clara - (CA),5493006XV9S6LSLH1666
USA0059015,Main Street Power,549300B6X5XDOGP5TL33
USA0001718,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0006393,Lower Valley Energy Inc,549300ICLLSDXZN43019
USA0060955,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0057094,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0001131,Cedar Falls Utilities,254900Q7XD6WU4YIPW69
USA0057497,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0003504,Luminant Generation Company LLC,549300FLGTCZR4C2RX49
USA0056126,City of Macon - (MO),549300ZKSJB5TY1OAJ37
USA0056128,City of Macon - (MO),549300ZKSJB5TY1OAJ37
USA0058960,City of Santa Rosa,5493006XV9S6LSLH1666
USA0057170,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0058588,WGL Energy Systems  Inc,549300D7A8QA85Z2MH11
USA0002616,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0060189,Sugar Run Solar  LLC,549300CT3R2SSM3IB098
WRI1029197,Guam Power Authority,549300IPOV320QCKW060
USA0003053,Portland General Electric Co,GJOUP9M7C39GLSK9R870
USA0060817,Tesla Inc.,54930043XZGB27CTOV49
USA0060410,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0060381,Solar Star Arizona XIII  LLC,549300ZWOLHTOA7TCF96
USA0054476,Puget Sound Energy Inc,8MNFJR7KOMBQ7X62LK44
USA0058757,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058753,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058754,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058755,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0058756,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0060280,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0060611,Summit Farms LLC,5493002SRB7QBRH3VG14
USA0001206,Central Iowa Power Cooperative,549300WJZZJP3KG8QP10
USA0058140,Kent State University,549300HL3HX54032AG28
USA0060809,Summit Water Nexus  Mount Holly  LLC,213800DQHFXR4YVTF555
USA0007972,Wolverine Power Supply Coop,549300N75FC0CGVH5H29
USA0060306,MS Solar 2  LLC,ZMA0L0RZYVK2TZZQEF21
USA0060303,MS Solar 3  LLC,ZMA0L0RZYVK2TZZQEF21
USA0057360,Avenal Solar Holdings LLC,5493009RZNGCWO8XQX33
USA0059687,Sun Harvest Solar  LLC,549300ISUG5Y83C6OD36
USA0054854,Nevada Power Co,MJZFGXRJ52U8U4MKJ519
USA0054845,Sun Trust Plaza Associates LLC,213800K4BGIDZ1OI5G20
USA0059916,SunEdison LLC,5493004W8FBXFVSWVZ87
USA0003152,Sunbury Generation LP,549300MPQC3W7L22CV77
USA0055522,Arizona Public Service Co,YG6VT0TPHRH4TFVAQV64
USA0058864,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0059742,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0001744,DTE Electric Company,9N0FWODEJVKHC2DYLO03
USA0001757,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0057026,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0003806,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0059274,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0000638,Duke Energy Florida  LLC,I1BZKREC126H0VB1BL91
USA0060788,Duke Energy Florida  LLC,I1BZKREC126H0VB1BL91
USA0000819,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0058441,Gamesa Wind US LLC,5493003GZRBSINKP3254
USA0002048,Mississippi Power Co,LNZ0J6YZ5SC6ILIRU850
USA0003850,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0006265,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0006394,Lower Valley Energy Inc,549300ICLLSDXZN43019
USA0050474,White Springs Agrici Chem Inc,549300WSKHAIXSK1OX55
USA0002634,Eagle Creek RE LLC,549300SMRU3K38R6SJ11
USA0008029,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0003993,Madison Gas & Electric Co,549300BYWGHSXX2TEO67
USA0001891,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0001900,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0007989,Cooperative Energy,549300UYU2TZHSS7GI39
USA0058613,Abengoa Bioenergy Biomass of Kansas,549300CPBREJ75IJJO10
USA0002256,City of Nebraska City,54930082FUK2AKBKR282
USA0010328,Michigan State University,54930053SM8COVIPIY54
USA0003469,NRG Texas Power LLC,549300910Z5W016DNW62
USA0061199,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0059443,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0058149,TA-High Desert LLC,549300QWKV8TWTUFJB14
USA0057504,Texas Medical Center Central,54930071GGBH0NX2YE65
USA0059769,Tampa Electric Co,WS423EPRKJIIJUITXD73
USA0054647,Terra-Gen Operating Co LLC,5493005QIRJCOJYARG32
USA0057755,TPW Petersburg LLC,5493008ENG0EE19T3J19
USA0055269,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0058773,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0059621,TX Jumbo Road Wind  LLC,549300JYYRZXC9RD7X33
USA0010075,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0056630,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0052085,Chevron USA Inc,VA8TZDWPEZYU430RZ444
USA0055089,Occidental Chemical Corporation,5493008F1W8QJ9XTFC96
USA0000554,FirstLight Power Resources Services LLC,549300XBPEJ3XVE36132
USA0058232,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0055248,AES Ohio Generation LLC,549300EV5H5Y22IDR287
USA0007583,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0000723,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0057261,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0056669,Acciona Wind Energy USA LLC,254900O9SO1KIUEQMM49
USA0010867,Tate & Lyle Ingredients Americas Inc,54930057BS141F7HRP27
USA0002108,Union Electric Co - (MO),QMPJLLDULY5C1M8PNY21
USA0059897,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0059330,Foundation CA Fund VII Manager  LLC,2549000ISKL3OP5JUK41
USA0058303,Bloom Energy,549300XB5J9BFW5JXV97
USA0002617,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0001400,Cleco Power LLC,TM1ZH54SJKLNHFCBFK92
USA0001252,Westar Energy Inc,J75GNWGEO73W89ZV3S44
USA0059661,Southern California Edison Co,9R1Z5I36FERIBVKW4P77
USA0057594,Foundation HA Energy Generation  LLC,254900QPO0UI7BA0F929
USA0000479,Metropolitan Water District of S CA,5493003GD0S0P56RLT45
USA0060848,UGI Energy Services  LLC,5493001O7RUKEUP5XR11
USA0055062,Tenaska Frontier Partners Ltd,549300MGC36II4PF6U49
USA0055271,Tenaska Alabama Partners LP,549300YDVWHH8YG7G813
USA0002749,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0050481,Eastman Chemical Co-TN Ops,FDPVHDGJ1IQZFK9KH630
USA0060035,Solar Star California XXXI  LLC,5493002NIAD6SY0RSQ31
USA0052161,Terra-Gen Operating Co LLC,5493005QIRJCOJYARG32
USA0052015,Terra-Gen Operating Company,5493005QIRJCOJYARG32
USA0056570,Terra-Gen Operating Co LLC,5493005QIRJCOJYARG32
USA0000724,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0007887,Lincoln Electric System,BIMGBY40SIN95O01BN93
USA0007233,City of Colorado Springs - (CO),549300LULWCYPQDQXO22
USA0010093,PAR Petroleum,549300BTNS7MHSHRLR55
USA0052184,Tesoro Alaska Company LLC,549300Z6JHM3XWR0MN81
USA0052133,Tesoro Refining and Marketing Co LLC,549300DCZE5ICX0ZNE46
USA0010601,Tesoro Refining & Marketing Company LLC,549300DCZE5ICX0ZNE46
USA0050153,Union Carbide Corp-Texas City,QE84C8O80MNLK8IFRL44
USA0050229,TPC Group  LLC,549300K276KVW5JD1583
USA0060461,Tesla Inc.,54930043XZGB27CTOV49
USA0003895,USACE Northwestern Division,254900HROIFWPRGM1V77
USA0059381,The Methodist Hospital,549300Y1E42JLBRENF23
USA0007721,Alabama Power Co,0RL818ELFOHP5JHOFU19
USA0010502,Thermal Energy Development Part LP,5299006QVF60U7QY5O73
USA0057353,Thermo No 1 BE 01 LLC,549300LP14ZPXF2LJL45
USA0001719,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0004937,Lower Colorado River Authority,549300QJFPW2NNBYR215
USA0058190,Sentinel Peak Resources California  LLC,549300EV3SSPE7QET085
USA0001901,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0055133,Thomson Corp,5493003EI0HET0KD4H95
USA0057207,Thomson Corp,5493003EI0HET0KD4H95
USA0057208,Thomson Corp,5493003EI0HET0KD4H95
USA0003988,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0002750,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0000820,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0056442,Idaho Wind Partners 1 LLC,5493006GOI2C6LWM0L05
USA0058965,Montana-Dakota Utilities Co,0T6SBMK3JTBI1JR36794
USA0060334,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0000019,Alabama Power Co,0RL818ELFOHP5JHOFU19
USA0010243,Ticona Polymers Inc,549300QLDS937N6WKM57
USA0057496,City of Burbank Water and Power,549300ZM3JZEC5HV6I83
USA0007699,Duke Energy Florida  LLC,I1BZKREC126H0VB1BL91
USA0000287,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0058749,Consolidated Edison Solutions Inc,54930033SBW53OO8T749
USA0002714,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0007760,Tilton Energy LLC,549300ZQB8EN4NHV1M34
USA0060771,Marina Energy LLC,549300GNF170H3Y1WT94
USA0056525,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0003417,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0003115,NRG REMA LLC,WCZ0QIZ6GE2F8LROPC92
USA0057815,Janssen Pharmaceutical Co,549300PB7J53DZG89587
USA0055048,Tiverton Power LLC,O6OWU4LAJ1EME6EO8V70
USA0000714,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0003040,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0006595,Entergy Texas Inc.,LWXX58X12AJXISQ28573
USA0050965,Toledo Refining Company,549300OSALRR2OBTD672
USA0006194,Southwestern Public Service Co,OL6FE7QD5EQ3DOYEO258
USA0003116,NRG REMA LLC,WCZ0QIZ6GE2F8LROPC92
USA0000673,City of Lake Worth - (FL),54930017HBG0X5IH1H64
USA0004075,Wisconsin Public Service Corp,549300BJRHJVYNUMQZ30
USA0055804,Northern Iowa Windpower LLC,549300CEZQXLFCV7BI10
USA0056386,Madison Gas & Electric Co,549300BYWGHSXX2TEO67
USA0057327,Duke Energy Top Of the World WindPower,I1BZKREC126H0VB1BL91
USA0050624,Torrance Refining Company  LLC,5493000Q2I2HSGQS8Z16
USA0010091,Los Angeles County Sanitation,254900VFB0YJDL2R7S39
USA0007373,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0001873,Wolverine Power Supply Coop,549300N75FC0CGVH5H29
USA0060096,Tesla Inc.,54930043XZGB27CTOV49
USA0058586,Tesla Inc.,54930043XZGB27CTOV49
USA0060115,Tesla Inc.,54930043XZGB27CTOV49
USA0060110,Tesla Inc.,54930043XZGB27CTOV49
USA0010285,Beaver Falls Municipal Auth,549300FJEJB23B8TMT40
USA0002336,Sierra Pacific Power Co,QB888G5GSVGE1LD1WV84
USA0059498,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0056093,NextEra Energy Operating Services LLC,549300KJEC5IUVJWR786
USA0058619,Transamerica Pyramid Properties LLC,5493004MX01X1NU9CG21
USA0004012,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0001745,DTE Electric Company,9N0FWODEJVKHC2DYLO03
USA0002619,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0060704,MC Power Companies Inc,213800EI2RH785UFWG67
USA0060544,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0056309,Ashley Energy LLC,549300YRDKHBVK11RN12
USA0006071,Louisville Gas & Electric Co,KO3GRIB3RPH1XDX50U72
USA0056296,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0003507,Luminant Generation Company LLC,549300FLGTCZR4C2RX49
USA0000451,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0059599,Tropico  LLC,969500F3O84EMYC24F51
USA0055348,Troy Energy LLC,5493002OYHGM1KYV0I60
USA0056443,Idaho Wind Partners 1 LLC,5493006GOI2C6LWM0L05
USA0058571,Portland General Electric Co,GJOUP9M7C39GLSK9R870
USA0002751,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0000725,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0000289,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0057913,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0058250,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0000557,FirstLight Power Resources Services LLC,549300XBPEJ3XVE36132
USA0056702,Turlock Irrigation District,5493001J7IGC81HEQJ12
USA0058670,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0060000,Fresh Air Energy XXXV  LLC,25490058QERZ6W9B4S34
USA0000621,Florida Power & Light Co,A89MY1K3YLIGJMYWVX50
USA0000161,Turlock Irrigation District,5493001J7IGC81HEQJ12
USA0060675,Avista Corp,Q0IK63NITJD6RJ47SW96
USA0006388,FirstLight Power Resources  Inc. - MA,549300XBPEJ3XVE36132
USA0054663,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0060347,DTE Electric Company,9N0FWODEJVKHC2DYLO03
USA0057451,Ormat Nevada Inc,5493000TSHHWY24VHM09
USA0002736,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0000989,Indiana Michigan Power Co,JHR9V15J0ZRG02MIRD06
USA0059861,Indiana Michigan Power Co,JHR9V15J0ZRG02MIRD06
USA0054925,Wabash Valley Power Assn  Inc,VR27ZYPWHGW7Z1BM8Y69
USA0061040,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0056460,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0000821,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0059836,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0058146,Twin Rivers Paper Co LLC,549300FZLD5ELHUCQV20
USA0056523,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0003602,City of Lubbock - (TX),549300I1QTL3QZV4BX74
USA0060502,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0060536,University Of Arkansas,549300IRWG5QRQ9ZTF69
USA0057392,Tucson Electric Power Co,YLF139GXSRKPBBTNZL03
USA0059872,Solar Star California XXXII  LLC,5493002NIAD6SY0RSQ31
USA0057122,University of California Irvine,549300DH37RGR8W24T50
USA0052073,University of California-LA,549300DH37RGR8W24T50
USA0058159,University of Connecticut,549300F8BFKUEGTRQH15
USA0060054,United Illuminating Co,549300B4YGCZQQ06TA03
USA0060040,United Illuminating Co,549300B4YGCZQQ06TA03
USA0060593,United Illuminating Co,549300B4YGCZQQ06TA03
USA0061603,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060086,Tesla Inc.,54930043XZGB27CTOV49
USA0054408,State of Wisconsin,549300VTAT608CNZ5827
USA0050150,Union Carbide Corp-Seadrift,QE84C8O80MNLK8IFRL44
USA0050960,Covanta Union Operations LLC,549300S7BULZELNSST41
USA0055380,Entergy Arkansas Inc,549300A0I5ONUIFMLP35
USA0050269,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0054422,Unisea Inc,549300O045XJ3BHF0C37
USA0007378,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0050064,Santa Cruz Cogeneration Assoc,894500KWM4HGI3UT8U56
USA0057856,University of California San Diego,549300DH37RGR8W24T50
USA0050087,University of Massachusetts Medical,254900YPWZU6W5H4DM24
USA0054950,University of Oregon,254900LA1E4Q12KRLB11
USA0050089,University of San Francisco,549300V706NBCI2JBW65
USA0055640,LSP University Park LLC,549300X8P7O9KUBE8398
USA0055250,University Park Energy LLC,549300MMAN4R1VBY5V72
USA0050711,University of Alaska,549300HX0P0XT4OEJZ25
USA0057584,University of California San Diego,549300DH37RGR8W24T50
USA0054372,University of Colorado,5493001E8R5NIQGSI317
USA0007345,Duke Energy Florida  LLC,I1BZKREC126H0VB1BL91
USA0054780,University of Illinois,549300CDU23UODVB5L30
USA0054044,University of Illinois,549300CDU23UODVB5L30
USA0054775,University of Iowa,549300W4FT4H1UWPGU95
USA0050431,University of Michigan,549300AQN2CY1MGE3J02
USA0050366,University of Notre Dame,XV74408A6JGDG5126L34
USA0050307,University of Oklahoma,5493007IHEDRYUD1VH20
USA0058157,University of Rochester,549300PEMUZY5D3ZXQ58
USA0054607,The University of Texas at Dallas,5493002M4ZZLGXUB5N11
USA0054809,University of Washington,T8YS5W0N70BYCTHPA429
USA0058812,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0003861,Puget Sound Energy Inc,8MNFJR7KOMBQ7X62LK44
USA0010490,Eagle Creek RE LLC,549300SMRU3K38R6SJ11
USA0000489,Turlock Irrigation District,5493001J7IGC81HEQJ12
USA0009096,Avista Corp,Q0IK63NITJD6RJ47SW96
