plant_name,2009-05-30_to_2009-06-05,2009-07-11_to_2009-07-17,2009-07-18_to_2009-07-24,2009-07-25_to_2009-07-31,2009-08-01_to_2009-08-07,2009-08-08_to_2009-08-14,2009-08-15_to_2009-08-21,2009-08-22_to_2009-08-28,2009-08-29_to_2009-09-04,2009-09-05_to_2009-09-11,2009-09-12_to_2009-09-18,2009-09-19_to_2009-09-25,2009-09-26_to_2009-10-02,2009-10-03_to_2009-10-09,2009-10-10_to_2009-10-16,2009-10-17_to_2009-10-23,2009-10-24_to_2009-10-30,2009-10-31_to_2009-11-06,2009-11-07_to_2009-11-13,2009-11-14_to_2009-11-20,2009-11-21_to_2009-11-27,2009-11-28_to_2009-12-04,2009-12-05_to_2009-12-11,2009-12-12_to_2009-12-18,2009-12-19_to_2009-12-25,2009-12-26_to_2010-01-01,2010-01-02_to_2010-01-08,2010-01-09_to_2010-01-15,2010-01-16_to_2010-01-22,2010-01-23_to_2010-01-29,2010-01-30_to_2010-02-05,2010-02-06_to_2010-02-12,2010-02-13_to_2010-02-19,2010-02-20_to_2010-02-26,2010-02-27_to_2010-03-05,2010-03-06_to_2010-03-12,2010-03-13_to_2010-03-19,2010-03-20_to_2010-03-26,2010-03-27_to_2010-04-02,2010-04-03_to_2010-04-09,2010-04-10_to_2010-04-16,2010-04-17_to_2010-04-23,2010-04-24_to_2010-04-30,2010-05-01_to_2010-05-07,2010-05-08_to_2010-05-14,2010-05-15_to_2010-05-21,2010-05-22_to_2010-05-28,2010-05-29_to_2010-06-04,2010-06-05_to_2010-06-11,2010-06-12_to_2010-06-18,2010-06-19_to_2010-06-25,2010-06-26_to_2010-07-02,2010-07-03_to_2010-07-09,2010-07-10_to_2010-07-16,2010-07-17_to_2010-07-23,2010-07-24_to_2010-07-30,2010-07-31_to_2010-08-06,2010-08-07_to_2010-08-13,2010-08-14_to_2010-08-20,2010-08-21_to_2010-08-27,2010-08-28_to_2010-09-03,2010-09-04_to_2010-09-10,2010-09-11_to_2010-09-17,2010-09-18_to_2010-09-24,2010-09-25_to_2010-10-01,2010-10-02_to_2010-10-08,2010-10-09_to_2010-10-15,2010-10-16_to_2010-10-22,2010-10-23_to_2010-10-29,2010-10-30_to_2010-11-05,2010-11-06_to_2010-11-12,2010-11-13_to_2010-11-19,2010-11-20_to_2010-11-26,2010-11-27_to_2010-12-03,2010-12-04_to_2010-12-10,2010-12-11_to_2010-12-17,2010-12-18_to_2010-12-24,2010-12-25_to_2010-12-31,2011-01-01_to_2011-01-07,2011-01-08_to_2011-01-14,2011-01-15_to_2011-01-21,2011-01-22_to_2011-01-28,2011-01-29_to_2011-02-04,2011-02-05_to_2011-02-11,2011-02-12_to_2011-02-18,2011-02-19_to_2011-02-25,2011-02-26_to_2011-03-04,2011-03-05_to_2011-03-11,2011-03-12_to_2011-03-18,2011-03-19_to_2011-03-25,2011-03-26_to_2011-04-01,2011-04-02_to_2011-04-08,2011-04-09_to_2011-04-15,2011-04-16_to_2011-04-22,2011-04-23_to_2011-04-29,2011-04-30_to_2011-05-06,2011-05-07_to_2011-05-13,2011-05-14_to_2011-05-20,2011-05-21_to_2011-05-27,2011-05-28_to_2011-06-03,2011-06-04_to_2011-06-10,2011-06-11_to_2011-06-17,2011-06-18_to_2011-06-24,2011-06-25_to_2011-07-01,2011-07-02_to_2011-07-08,2011-07-09_to_2011-07-15,2011-07-16_to_2011-07-22,2011-07-23_to_2011-07-29,2011-07-30_to_2011-08-05,2011-08-06_to_2011-08-12,2011-08-13_to_2011-08-19,2011-08-20_to_2011-08-26,2011-08-27_to_2011-09-02,2011-09-03_to_2011-09-09,2011-09-10_to_2011-09-16,2011-09-17_to_2011-09-23,2011-09-24_to_2011-09-30,2011-10-01_to_2011-10-07,2011-10-08_to_2011-10-14,2011-10-15_to_2011-10-21,2011-10-22_to_2011-10-28,2011-10-29_to_2011-11-04,2011-11-05_to_2011-11-11,2011-11-12_to_2011-11-18,2011-11-19_to_2011-11-25,2011-11-26_to_2011-12-02,2011-12-03_to_2011-12-09,2011-12-10_to_2011-12-16,2011-12-17_to_2011-12-23,2011-12-24_to_2011-12-30,2011-12-31_to_2012-01-06,2012-01-07_to_2012-01-13,2012-01-14_to_2012-01-20,2012-01-21_to_2012-01-27,2012-01-28_to_2012-02-03,2012-02-04_to_2012-02-10,2012-02-11_to_2012-02-17,2012-02-18_to_2012-02-24,2012-02-25_to_2012-03-02,2012-03-03_to_2012-03-09,2012-03-10_to_2012-03-16,2012-03-17_to_2012-03-23,2012-03-24_to_2012-03-30,2012-03-31_to_2012-04-06,2012-04-07_to_2012-04-13,2012-04-14_to_2012-04-20,2012-04-21_to_2012-04-27,2012-04-28_to_2012-05-04,2012-05-05_to_2012-05-11,2012-05-12_to_2012-05-18,2012-05-19_to_2012-05-25,2012-05-26_to_2012-06-01,2012-06-02_to_2012-06-08,2012-06-09_to_2012-06-15,2012-06-16_to_2012-06-22,2012-06-23_to_2012-06-29,2012-06-30_to_2012-07-06,2012-07-07_to_2012-07-13,2012-07-14_to_2012-07-20,2012-07-21_to_2012-07-27,2012-07-28_to_2012-08-03,2012-08-04_to_2012-08-10,2012-08-11_to_2012-08-17,2012-08-18_to_2012-08-24,2012-08-25_to_2012-08-31,2012-09-01_to_2012-09-07,2012-09-08_to_2012-09-14,2012-09-15_to_2012-09-21,2012-09-22_to_2012-09-28,2012-09-29_to_2012-10-05,2012-10-06_to_2012-10-12,2012-10-20_to_2012-10-26,2012-10-27_to_2012-11-02,2012-11-03_to_2012-11-09,2012-11-10_to_2012-11-16,2012-11-17_to_2012-11-23,2012-11-24_to_2012-11-30,2012-12-01_to_2012-12-07,2012-12-08_to_2012-12-14,2012-12-15_to_2012-12-21,2012-12-22_to_2012-12-28,2012-12-29_to_2013-01-04,2013-01-05_to_2013-01-11,2013-01-12_to_2013-01-18,2013-01-19_to_2013-01-25,2013-01-26_to_2013-02-01,2013-02-02_to_2013-02-08,2013-02-09_to_2013-02-15,2013-02-16_to_2013-02-22,2013-02-23_to_2013-03-01,2013-03-09_to_2013-03-15,2013-03-16_to_2013-03-22,2013-03-23_to_2013-03-29,2013-03-30_to_2013-04-05,2013-04-06_to_2013-04-12,2013-04-13_to_2013-04-19,2013-04-20_to_2013-04-26,2013-04-27_to_2013-05-03,2013-05-04_to_2013-05-10,2013-05-11_to_2013-05-17,2013-05-18_to_2013-05-24,2013-05-25_to_2013-05-31,2013-06-01_to_2013-06-07,2013-06-08_to_2013-06-14,2013-06-15_to_2013-06-21,2013-06-22_to_2013-06-28,2013-06-29_to_2013-07-05,2013-07-06_to_2013-07-12,2013-07-13_to_2013-07-19,2013-07-20_to_2013-07-26,2013-07-27_to_2013-08-02,2013-08-03_to_2013-08-09,2013-08-10_to_2013-08-16,2013-08-17_to_2013-08-23,2013-08-24_to_2013-08-30,2013-08-31_to_2013-09-06,2013-09-07_to_2013-09-13,2013-09-14_to_2013-09-20,2013-09-21_to_2013-09-27,2013-09-28_to_2013-10-04,2013-10-05_to_2013-10-11,2013-10-12_to_2013-10-18,2013-10-19_to_2013-10-25,2013-10-26_to_2013-11-01,2013-11-02_to_2013-11-08,2013-11-09_to_2013-11-15,2013-11-16_to_2013-11-22,2013-11-23_to_2013-11-29,2013-11-30_to_2013-12-06,2013-12-07_to_2013-12-13,2013-12-14_to_2013-12-20,2013-12-21_to_2013-12-27,2013-12-28_to_2014-01-03,2014-01-04_to_2014-01-10,2014-01-11_to_2014-01-17,2014-01-18_to_2014-01-24,2014-01-25_to_2014-01-31,2014-02-01_to_2014-02-07,2014-02-08_to_2014-02-14,2014-02-15_to_2014-02-21,2014-02-22_to_2014-02-28,2014-03-01_to_2014-03-07,2014-03-08_to_2014-03-14,2014-03-15_to_2014-03-21,2014-03-22_to_2014-03-28,2014-03-29_to_2014-04-04,2014-04-05_to_2014-04-11,2014-04-12_to_2014-04-18,2014-04-19_to_2014-04-25,2014-04-26_to_2014-05-02,2014-05-03_to_2014-05-09,2014-05-10_to_2014-05-16,2014-05-17_to_2014-05-23,2014-05-24_to_2014-05-30,2014-05-31_to_2014-06-06,2014-06-07_to_2014-06-13,2014-06-14_to_2014-06-20,2014-06-21_to_2014-06-27,2014-06-28_to_2014-07-04,2014-07-05_to_2014-07-11,2014-07-12_to_2014-07-18,2014-07-19_to_2014-07-25,2014-07-26_to_2014-08-01,2014-08-02_to_2014-08-08,2014-08-09_to_2014-08-15,2014-08-16_to_2014-08-22,2014-08-23_to_2014-08-29,2014-08-30_to_2014-09-05,2014-09-06_to_2014-09-12,2014-09-13_to_2014-09-19,2014-09-20_to_2014-09-26,2014-09-27_to_2014-10-03,2014-10-04_to_2014-10-10,2014-10-11_to_2014-10-17,2014-10-18_to_2014-10-24,2014-10-25_to_2014-10-31,2014-11-01_to_2014-11-07,2014-11-08_to_2014-11-14,2014-11-15_to_2014-11-21,2014-11-22_to_2014-11-28,2014-11-29_to_2014-12-05,2014-12-06_to_2014-12-12,2014-12-13_to_2014-12-19,2014-12-20_to_2014-12-26,2014-12-27_to_2015-01-02,2015-01-03_to_2015-01-09,2015-01-10_to_2015-01-16,2015-01-17_to_2015-01-23,2015-01-24_to_2015-01-30,2015-01-31_to_2015-02-06,2015-02-07_to_2015-02-13,2015-02-14_to_2015-02-20,2015-02-21_to_2015-02-27,2015-02-28_to_2015-03-06,2015-03-07_to_2015-03-13,2015-03-14_to_2015-03-20,2015-03-21_to_2015-03-27,2015-03-28_to_2015-04-03,2015-04-04_to_2015-04-10,2015-04-11_to_2015-04-17,2015-04-18_to_2015-04-24,2015-04-25_to_2015-05-01,2015-05-02_to_2015-05-08,2015-05-09_to_2015-05-15,2015-05-16_to_2015-05-22,2015-05-23_to_2015-05-29,2015-05-30_to_2015-06-05,2015-06-06_to_2015-06-12,2015-06-13_to_2015-06-19,2015-06-20_to_2015-06-26,2015-06-27_to_2015-07-03,2015-07-04_to_2015-07-10,2015-07-11_to_2015-07-17,2015-07-18_to_2015-07-24,2015-07-25_to_2015-07-31,2015-08-01_to_2015-08-07,2015-08-08_to_2015-08-14,2015-08-15_to_2015-08-21,2015-08-22_to_2015-08-28,2015-08-29_to_2015-09-04,2015-09-05_to_2015-09-11,2015-09-12_to_2015-09-18,2015-09-19_to_2015-09-25,2015-09-26_to_2015-10-02,2015-10-03_to_2015-10-09,2015-10-10_to_2015-10-16,2015-10-17_to_2015-10-23,2015-10-24_to_2015-10-30,2015-10-31_to_2015-11-06,2015-11-07_to_2015-11-13,2015-11-14_to_2015-11-20,2015-11-21_to_2015-11-27,2015-11-28_to_2015-12-04,2015-12-05_to_2015-12-11,2015-12-12_to_2015-12-18,2015-12-19_to_2015-12-25,2015-12-26_to_2016-01-01,2016-01-02_to_2016-01-08,2016-01-09_to_2016-01-15,2016-01-16_to_2016-01-22,2016-01-23_to_2016-01-29,2016-01-30_to_2016-02-05,2016-02-06_to_2016-02-12,2016-02-13_to_2016-02-19,2016-02-20_to_2016-02-26,2016-02-27_to_2016-03-04,2016-03-05_to_2016-03-11,2016-03-12_to_2016-03-18,2016-03-19_to_2016-03-25,2016-03-26_to_2016-04-01,2016-04-02_to_2016-04-08,2016-04-09_to_2016-04-15,2016-04-16_to_2016-04-22,2016-04-23_to_2016-04-29,2016-04-30_to_2016-05-06,2016-05-07_to_2016-05-13,2016-05-14_to_2016-05-20,2016-05-21_to_2016-05-27,2016-05-28_to_2016-06-03,2016-06-04_to_2016-06-10,2016-06-11_to_2016-06-17,2016-06-18_to_2016-06-24,2016-06-25_to_2016-07-01,2016-07-02_to_2016-07-08,2016-07-09_to_2016-07-15,2016-07-16_to_2016-07-22,2016-07-23_to_2016-07-29,2016-07-30_to_2016-08-05,2016-08-06_to_2016-08-12,2016-08-13_to_2016-08-19,2016-08-20_to_2016-08-26,2016-08-27_to_2016-09-02,2016-09-03_to_2016-09-09,2016-09-10_to_2016-09-16,2016-09-17_to_2016-09-23,2016-09-24_to_2016-09-30,2016-10-01_to_2016-10-07,2016-10-08_to_2016-10-14,2016-10-15_to_2016-10-21,2016-10-22_to_2016-10-28,2016-10-29_to_2016-11-04,2016-11-05_to_2016-11-11,2016-11-12_to_2016-11-18,2016-11-19_to_2016-11-25,2016-11-26_to_2016-12-02,2016-12-03_to_2016-12-09,2016-12-10_to_2016-12-16,2016-12-17_to_2016-12-23,2016-12-24_to_2016-12-30,2016-12-31_to_2017-01-06,2017-01-07_to_2017-01-13,2017-01-14_to_2017-01-20,2017-01-21_to_2017-01-27
CJU_RNMVNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024,4687.2,1629.6,6081.6,8114.4,7274.4,7526.4,9374.4,10130.4,8215.2,6955.2,6417.6,8534.4,6266.4,7896,11827.2,11340,9038.4,5812.8,10180.8,7929.6,8181.6,4888.8,12398.4,12902.4,15002.4,12465.6,14515.2,12465.6,16766.4,15556.8,13725.6,10886.4,12062.4,14095.2,16968,13490.4,11760,10382.4,10264.8,12247.2,13406.4,12583.2,13927.2,14196,9139.2,8416.8,8988,6736.8,7627.2,0,0,0,0,0,0
CJU_RNRENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
CJU_RNSCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,4939.2,2284.8,6854.4,7526.4,8349.6,7644,9340.8,10617.6,8702.4,7442.4,7610.4,8618.4,5611.2,8685.6,12650.4,12482.4,10264.8,9492,11004,8971.2,8282.4,5863.2,13339.2,11944.8,19723.2,14532,17186.4,14112,19891.2,18900,16044,12818.4,14481.6,18160.8,21151.2,16514.4,14582.4,13272,12364.8,15036,17052,16044,17304,17841.6,11440.8,9592.8,11743.2,7896,8702.4,12852,0,0,0,0,0
CJU_RNSNT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1612.8,823.2,3057.6,3427.2,3662.4,3511.2,3964.8,3763.2,4166.4,924,2923.2,3360,2150.4,5090.4,5947.2,5325.6,4603.2,4015.2,4737.6,3696,3662.4,3544.8,4132.8,5544,6652.8,6484.8,7224,6098.4,7896,7408.8,6770.4,7526.4,7543.2,8013.6,8685.6,8215.2,7308,7089.6,6199.2,8517.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNST12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1041.6,1108.8,3175.2,5594.4,5241.6,5090.4,6182.4,6804,4586.4,4855.2,3931.2,5107.2,3007.2,7072.8,9223.2,7492.8,6602.4,6165.6,6384,5896.8,5779.2,4485.6,8198.4,10668,12549.6,10802.4,9895.2,8332.8,11424,11071.2,9760.8,9912,10500,10684.8,11776.8,11020.8,8769.6,8316,7560,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNUVNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5308.8,5325.6,3528,11323.2,10416,10903.2,10432.8,11172,12616.8,12566.4,11121.6,12700.8,11373.6,8904,12213.6,14532,14716.8,12616.8,11390.4,13305.6,11911.2,11071.2,9592.8,16228.8,15909.6,20059.2,12516,18026.4,16464,20798.4,21084,18328.8,15926.4,16329.6,18698.4,20731.2,17808,16833.6,15456,13658.4,15271.2,18295.2,17220,18093.6,18396,15859.2,14968.8,15489.6,14548.8,13910.4,14431.2,0,0,0,0,0
CONJUNTO EOLICO AGUA DOCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577.6,3595.2,4317.6,4972.8,5040,3410.4,2688,3057.6,4216.8,2604,4334.4,3746.4,3158.4,1915.2,2788.8,4116,5628,2066.4,1495.2,4552.8,4586.4,2536.8,2822.4,3931.2,3259.2,3124.8,5544,7308,2604,5191.2,3964.8,4099.2,4754.4,4620,3729.6,3158.4,5678.4,4670.4,2671.2,4015.2,3964.8,5560.8,5023.2,5023.2,3444,3444,2620.8,4687.2,2654.4,1360.8,1360.8,1360.8,1360.8,2520,3208.8,2184
CONJUNTO EOLICO AMAZONAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309.6,4720.8,2217.6,6148.8,4569.6,5560.8,3813.6,6098.4,7408.8,6988.8,7644,7576.8,6199.2,4065.6,6400.8,8282.4,9609.6,6400.8,5695.2,8803.2,6871.2,5930.4,3259.2,7560,9206.4,10600.8,8601.6,8484,6064.8,9374.4,10987.2,14414.4,15657.6,15321.6,16548,16968,17942.4,19908,19656,16296,23083.2,23368.8,25401.6,23822.4,25183.2,17875.2,20916,22344,16951.2,16497.6,19538.4,17740.8,17556,18429.6,18043.2,18832.8
CONJUNTO EOLICO ATLANTICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12264,6619.2,6585.6,10449.6,6031.2,9324,8131.2,3763.2,7492.8,3880.8,7022.4,9945.6,6652.8,6434.4,7459.2,5796,10869.6,3628.8,5056.8,8332.8,4250.4,7761.6,8349.6,5880,4586.4,4704,8080.8,7728,6736.8,7711.2,9643.2,3276,7324.8,8971.2,4317.6,8752.8,10063.2,9878.4,4737.6,15691.2,10399.2,10483.2,13574.4,10500,10735.2,10164,6972,9828,3444,10752,6804,8719.2,5476.8,7627.2,6367.2,5140.8
CONJUNTO EOLICO BOM JARDIM DA SERRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.6,806.4,537.6,1108.8,1411.2,403.2,1243.2,672,1192.8,940.8,772.8,1192.8,1260,890.4,924,1411.2,2083.2,756,504,2100,1260,1562.4,2352,1528.8,722.4,554.4,2150.4,2049.6,789.6,1478.4,1512,924,1848,1293.6,1344,1276.8,1176,1360.8,520.8,705.6,1159.2,1545.6,1293.6,974.4,856.8,705.6,436.8,890.4,554.4,856.8,1041.6,1428,890.4,705.6,554.4,470.4
CONJUNTO EOLICO CAETITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,3444,1881.6,2016,7845.6,3813.6,4132.8,8920.8,5426.4,4384.8,6400.8,5460,6770.4,6283.2,7106.4,11054.4,6115.2,5745.6,4754.4,6820.8,6300,3158.4,1848,7257.6,9256.8,12734.4,9172.8,5359.2,5208,10399.2,,,,,,,,,,,,,,,,,,,,,,,,,,
CONJUNTO EOLICO CAETITE ABC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133.6,2301.6,1982.4,1512,5157.6,2587.2,2990.4,5476.8,3628.8,1041.6,3964.8,3763.2,4401.6,4485.6,4099.2,5493.6,3830.4,3108,3477.6,3796.8,4317.6,2469.6,2133.6,4435.2,5308.8,7543.2,4939.2,3376.8,2755.2,6921.6,6434.4,2923.2,3276,3292.8,6165.6,2620.8,3410.4,3998.4,2721.6,3729.6,4603.2,,,,,,,,,,,,,,,
CONJUNTO EOLICO CALANGO 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2419.2,873.6,3007.2,4082.4,3544.8,3981.6,4855.2,4368,3998.4,4418.4,2839.2,3796.8,2520,5073.6,7291.2,5090.4,4905.6,4132.8,5056.8,3528,3662.4,1713.6,5308.8,6384,6384,5796,5661.6,0,0,0,0,0,0,168,7156.8,6602.4,4872,4586.4,4317.6,6182.4,6216,6753.6,6652.8,7005.6,4720.8,3981.6,,,,,,,,,
