eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
11WD2VELT000176H,11WD2VEL3000053J,"Fossil Hard coal",2015,276213,0.442,0.236,3.00485e+08
11WD72VIA2H-KW-0,11WD7VIAN2H-1-1O,"Hydro Pumped Storage",2015,234191,0.270,0.989,0
11WD72VIA2H-KW-0,11WD72VIA2H--10R,"Hydro Pumped Storage",2015,38690,0.023,0.989,0
11WD72VIA2H-KW-0,11WD72VIA2H--11P,"Hydro Pumped Storage",2015,48551,0.028,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-1-2M,"Hydro Pumped Storage",2015,240953,0.278,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-1-3K,"Hydro Pumped Storage",2015,58868,0.068,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-1-4I,"Hydro Pumped Storage",2015,236907,0.273,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-2-5C,"Hydro Pumped Storage",2015,85031,0.098,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-2-6A,"Hydro Pumped Storage",2015,138834,0.160,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-2-78,"Hydro Pumped Storage",2015,124002,0.143,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-2-86,"Hydro Pumped Storage",2015,125577,0.145,0.989,0
11WD72VIA2H-KW-0,11WD7VIAN2H-2-94,"Hydro Pumped Storage",2015,82996,0.096,0.989,0
46WPU0000000027P,46WGU00000000216,"Hydro Water Reservoir",2015,465028,0.376,0.872,0
46WPU0000000027P,46WGU00000000224,"Hydro Water Reservoir",2015,490029,0.396,0.872,0
16WVFURNA------1,16WVFURNA1-----O,"Hydro Pumped Storage",2015,82104,0.131,0.997,0
16WVFURNA------1,16WVFURNA2-----H,"Hydro Pumped Storage",2015,36287,0.059,0.997,0
18WDUER-12345-0N,18WVC21-12345-A7,"Hydro Water Reservoir",2015,272904,0.263,1.000,0
17W100P100P0300X,17W100P100P00877,"Hydro Water Reservoir",2015,396925,0.252,1.000,0
17W100P100P0300X,17W100P100P00885,"Hydro Water Reservoir",2015,452384,0.287,1.000,0
17W100P100P0241N,17W100P100P0026R,"Fossil Hard coal",2015,315951,0.151,0.957,2.75898e+08
17W100P100P0242L,17W100P100P0027P,"Fossil Hard coal",2015,321453,0.153,0.957,2.80703e+08
18WDUER-12345-0N,18WVRN1-12345-A3,"Hydro Water Reservoir",2015,213032,0.175,1.000,0
18WDUER-12345-0N,18WVRN2-12345-AU,"Hydro Water Reservoir",2015,257419,0.214,1.000,0
18WDUER-12345-0N,18WVRN3-12345-AK,"Hydro Water Reservoir",2015,208061,0.172,1.000,0
18WDUER-12345-0N,18WVRN4-12345-AA,"Hydro Water Reservoir",2015,220069,0.181,1.000,0
18WDUER-12345-0N,18WVRN5-12345-A0,"Hydro Water Reservoir",2015,168391,0.129,1.000,0
18WDUER-12345-0N,18WVRN6-12345-AR,"Hydro Water Reservoir",2015,168449,0.129,1.000,0
11WD7VOLK5S--KWI,11WD7VOLK5S-HKVM,"Fossil Hard coal",2015,781066,0.467,0.904,9.06349e+08
11WD7VOLK5S--KWI,11WD7VOLK5S-MKV2,"Fossil Hard coal",2015,653977,0.461,0.904,7.58875e+08
24WV--EVO------D,24WG--EVOG15---A,"Fossil Hard coal",2015,294406,0.533,0.573,3.55236e+08
24WV--EVO------D,24WG--EVOG16---5,"Fossil Hard coal",2015,29772,0.054,0.573,3.59235e+07
44W-T-YT-000013J,44W-T-YT-1000182,"Fossil Gas",2015,959526,0.693,0.987,
44W-T-YT-000013J,44W-T-YT-1000190,"Fossil Gas",2015,1105032,0.799,0.987,
44W-T-YT-000013J,44W-T-YT-100020F,"Fossil Gas",2015,873393,0.631,0.987,
11WD2W2--0002757,11WD2W2M1000073I,"Hydro Pumped Storage",2015,344773,0.166,0.989,0
11WD2W2--0002757,11WD2W2M20000748,"Hydro Pumped Storage",2015,434285,0.209,0.989,0
14W-BWM-KW-----L,14W-BWM-TU-----0,"Hydro Run-of-river and poundage",2015,1218866,0.670,0.989,0
11WD7WALS1S--KW0,11WD7WALS1S--10A,"Fossil Hard coal",2015,2658234,0.466,0.899,2.50104e+09
11WD7WALS1S--KW0,11WD7WALS5S--9-Y,"Fossil Hard coal",2015,1557086,0.538,0.893,1.80684e+09
48WSTN0000WBUGT2,48W00000WBUGT-1T,"Fossil Gas",2015,42,0.262,0.001,29770.8
48WSTN0000WBUGT2,48W00000WBUGT-4N,"Fossil Gas",2015,65,0.325,0.001,46073.8
48WSTN0000WBUPSE,48W00000WBUPS-1P,"Fossil Hard coal",2015,1474519,0.540,0.620,1.49693e+09
48WSTN0000WBUPSE,48W00000WBUPS-2N,"Fossil Hard coal",2015,943180,0.489,0.437,9.57516e+08
48WSTN0000WBUPSE,48W00000WBUPS-3L,"Fossil Hard coal",2015,1598407,0.564,0.643,1.6227e+09
48WSTN0000WBUPSE,48W00000WBUPS-4J,"Fossil Hard coal",2015,1031636,0.489,0.479,1.04732e+09
48WSTN0000WBURB5,48W00000WBURB-19,"Fossil Gas",2015,1524903,0.561,0.689,5.69926e+08
48WSTN0000WBURB5,48W00000WBURB-27,"Fossil Gas",2015,1523886,0.534,0.708,5.69545e+08
48WSTN0000WBURB5,48W00000WBURB-35,"Fossil Gas",2015,1524410,0.588,0.657,5.69741e+08
48WSTN0000WDNSOV,48W00000WDNSO-1H,"Wind Offshore",2015,72776,0.672,0.065,0
48WSTN0000WDNSOV,48W00000WDNSO-2F,"Wind Offshore",2015,63258,0.586,0.065,0
48WSTN0000WDNSWF,48W00000WDNSW-1M,"Wind Onshore",2015,291234,0.306,0.568,0
48WSTN0000WDNSWF,48W00000WDNSW-2K,"Wind Onshore",2015,282870,0.301,0.562,0
11WD4SWSW5HD7--F,11WD4WEHR1HD7--M,"Hydro Pumped Storage",2015,422927,0.107,0.989,0
11WD7WEIH2S--KWV,11WD7WEIH2S--C-A,"Fossil Hard coal",2015,1649563,0.315,0.912,1.68896e+09
11WD7WEIS-B-KW-C,11WD7WEIS5B--E-Y,"Fossil Brown coal/Lignite",2015,2623393,0.940,0.989,3.49436e+09
11WD7WEIS-B-KW-C,11WD7WEIS1B--F-M,"Fossil Brown coal/Lignite",2015,2648843,0.949,0.989,3.52826e+09
11WD7WEIS-B-KW-C,11WD7WEIS1B--G-J,"Fossil Brown coal/Lignite",2015,4089498,0.712,0.989,5.10676e+09
11WD7WEIS-B-KW-C,11WD7WEIS1B--H-G,"Fossil Brown coal/Lignite",2015,4975685,0.875,0.989,6.21339e+09
11WD7WEIS-B-KW-C,11WD7WEIS5GVGTGU,"Fossil Brown coal/Lignite",2015,32,0.000,0.989,31188.3
11WD7WEIS-B-KW-C,11WD7WEIS5GVGTHS,"Fossil Brown coal/Lignite",2015,12,0.000,0.989,14530.9
47W000000000170O,47W000000000094E,"Fossil Peat",2015,967705,0.839,0.975,
49W000000000000J,49W000000000000J,"Wind Onshore",2015,28154,0.100,0.268,0
11WD7WEST1S-KW-K,11WD7WEST5S--C-P,"Fossil Hard coal",2015,430543,0.199,0.989,4.16335e+08
11WD7WEST1S-KW-K,11WD7WSFN1S--E-Z,"Fossil Hard coal",2015,4474233,0.662,0.989,3.53993e+09
48WSTN1000WHILWQ,48W00000WHILW-1M,"Wind Onshore",2015,384917,0.158,0.861,0
48WSTN1000WHILWQ,48W00000WHILW-2K,"Wind Onshore",2015,248848,0.149,0.801,0
47W000000000158E,47W0000000001040,"Fossil Gas",2015,1882395,0.506,0.975,
11WD2WI1K000303F,11WD2WIL10000688,"Fossil Hard coal",2015,3217419,0.491,0.989,2.94749e+09
11WD4SWSW5HD7--F,11WD4WITZ5H-SD76,"Hydro Pumped Storage",2015,69327,0.073,0.989,0
48WSTN0000WLNYWV,48W00000WLNYO-23,"Wind Offshore",2015,488868,0.370,0.825,0
48WSTN0000WLNYWV,48W00000WLNYW-1A,"Wind Offshore",2015,472151,0.345,0.854,0
19W000000000213D,19W0000000002159,"Fossil Hard coal",2015,205323,0.222,0.978,2.49731e+08
19W000000000213D,19W0000000002175,"Fossil Hard coal",2015,363409,0.392,0.981,4.42009e+08
48WSTN0000WTMSOT,48W00000WTMSO-1M,"Wind Onshore",2015,456809,0.285,0.871,0
48WSTN00000WYLFC,48W000000WYLF-1Y,Nuclear,2015,1369872,0.524,0.890,0
48WSTN00000WYLFC,48W000000WYLF-2W,Nuclear,2015,1214903,0.485,0.854,0
14W-BYP-KW-----6,14W-BYP-TU-----M,"Hydro Run-of-river and poundage",2015,1214247,0.593,0.989,0
22WZANDVL000255D,22WZANDVL150255D,"Fossil Gas",2015,1969201,0.582,1.000,7.32805e+08
19W0000000002418,19W0000000002434,"Hydro Pumped Storage",2015,76222,0.049,0.997,0
19W0000000002418,19W0000000002442,"Hydro Pumped Storage",2015,84785,0.054,0.997,0
19W0000000002418,19W0000000002450,"Hydro Pumped Storage",2015,84446,0.054,0.997,0
19W0000000002418,19W000000000246Z,"Hydro Pumped Storage",2015,95870,0.061,0.997,0
22WZELZAT0002618,22WZELZAT1502618,"Fossil Gas",2015,2084467,0.764,0.989,7.61596e+08
19W0000000002426,19W000000000268P,"Hydro Pumped Storage",2015,0,0.000,0.252,0
19W0000000002426,19W000000000269N,"Hydro Pumped Storage",2015,0,0.000,0.252,0
19W0000000002426,19W0000000002701,"Hydro Pumped Storage",2015,0,0.000,0.252,0
19W000000000111L,19W000000000115D,"Fossil Hard coal",2015,2300870,0.572,0.997,1.91118e+09
19W000000000111L,19W000000000113H,"Fossil Hard coal",2015,464935,0.443,0.997,5.65494e+08
19W000000000111L,19W000000000114F,"Fossil Hard coal",2015,363341,0.347,0.997,4.41926e+08
19W000000000116B,19W0000000001179,"Fossil Hard coal",2015,382466,0.350,0.997,4.34175e+08
19W000000000116B,19W0000000001187,"Fossil Hard coal",2015,311954,0.286,0.997,3.5413e+08
19W0000000001195,19W000000000121I,"Fossil Hard coal",2015,810711,0.403,0.997,7.88845e+08
19W0000000001195,19W000000000122G,"Fossil Hard coal",2015,831155,0.423,0.997,8.08738e+08
19W0000000001195,19W000000000124C,"Fossil Hard coal",2015,687696,0.350,0.997,6.69148e+08
19W0000000001195,19W0000000001268,"Fossil Hard coal",2015,714102,0.363,0.997,6.94842e+08
19W000000000107C,19W000000000108A,"Fossil Hard coal",2015,344894,0.401,0.981,4.35026e+08
18WABO1-12345-0X,18WABO1-12345-D7,"Fossil Hard coal",2016,1989551,0.665,0.997,2.06142e+09
18WABO2-12345-0N,18WABO2-12345-DY,"Fossil Hard coal",2016,2087454,0.444,1.000,1.97748e+09
48WSTN0000ABTHBN,48W0000000ABTH7Y,"Fossil Hard coal",2016,2172594,0.882,0.524,2.57322e+09
48WSTN000ABTHGTK,48W000000ABTH7G2,"Fossil Oil",2016,29,0.569,0.000,31641.2
48WSTN0000ABTHBN,48W0000000ABTH8W,"Fossil Hard coal",2016,1810254,0.873,0.441,2.14406e+09
48WSTN000ABTHGTK,48W100000ABTH8GN,"Fossil Oil",2016,30,0.882,0.000,32732.3
48WSTN0000ABTHBN,48W0000000ABTH9U,"Fossil Hard coal",2016,2262789,0.906,0.547,2.68005e+09
48WSTN000ABTHGTK,48W000000ABTH9GX,"Fossil Oil",2016,29,0.569,0.000,31641.2
14W-BAA-KW-----D,14W-BAA-TU-----T,"Hydro Run-of-river and poundage",2016,1032646,0.700,1.000,0
46WPU0000000063L,46WGU00000000127,Biomass,2016,98611,0.106,0.997,
18WACE3-12345-00,18WACE3-12345-CD,"Fossil Gas",2016,666404,0.197,0.997,2.5836e+08
18WACE4-12345-0R,18WACE4-12345-C3,"Fossil Gas",2016,606106,0.186,0.997,2.34983e+08
19W000000000005K,19W000000000007G,"Fossil Brown coal/Lignite",2016,473303,0.450,0.997,6.23056e+08
19W000000000005K,19W000000000009C,"Fossil Brown coal/Lignite",2016,523715,0.498,0.997,6.89418e+08
19W000000000005K,19W000000000011P,"Fossil Brown coal/Lignite",2016,518795,0.494,0.997,6.82942e+08
19W000000000005K,19W000000000013L,"Fossil Brown coal/Lignite",2016,478553,0.455,0.997,6.29967e+08
19W000000000005K,19W000000000015H,"Fossil Brown coal/Lignite",2016,515588,0.490,0.997,6.7872e+08
47W000000000164J,47W0000000001796,"Fossil Gas",2016,4591,0.015,0.385,
47W000000000164J,47W000000000180L,"Fossil Gas",2016,1685,0.006,0.385,
47W000000000164J,47W000000000181J,"Fossil Gas",2016,1508,0.005,0.385,
47W000000000164J,47W000000000087B,"Fossil Gas",2016,0,0.000,0.385,
47W000000000164J,47W0000000001032,"Fossil Gas",2016,360776,0.233,0.385,
29WYISAGRA-----I,29WGU-YISAGRA--N,"Hydro Run-of-river and poundage",2016,6883,0.071,0.222,0
16WAGUIE-------3,16WAGUIE1------O,"Hydro Pumped Storage",2016,80061,0.082,0.997,0
16WAGUIE-------3,16WAGUIE2------G,"Hydro Pumped Storage",2016,137530,0.140,0.997,0
16WAGUIE-------3,16WAGUIE3------8,"Hydro Pumped Storage",2016,196098,0.200,0.997,0
29WAISAGDIMI-I-M,29WGU-AGDIMI-I-8,"Fossil Brown coal/Lignite",2016,811684,0.347,0.973,1.18051e+09
29WAISAGDIMI-IIL,29WGU-AGDIMI-II7,"Fossil Brown coal/Lignite",2016,1062525,0.454,0.973,1.54534e+09
29WAISAGDIMIIIIJ,29WGU-AGDIMIIII5,"Fossil Brown coal/Lignite",2016,1395065,0.577,0.973,2.02898e+09
29WAISAGDIMI-IVW,29WGU-AGDIMI-IVI,"Fossil Brown coal/Lignite",2016,1027033,0.425,0.973,1.49372e+09
29WAISAGDIMI-V-K,29WGU-AGDIMI-V-6,"Fossil Brown coal/Lignite",2016,1637507,0.560,0.973,2.38159e+09
29WAISAGGEORGI8V,29WGU-AISGEORG80,"Fossil Gas",2016,0,0.000,0.921,0
29WAISAGGEORGI9T,29WGU-AISGEORG9Z,"Fossil Gas",2016,0,0.000,0.686,0
17W100P100P0279Z,17W100P100P0051S,"Hydro Water Reservoir",2016,166518,0.130,0.996,0
18WDUER-12345-0N,18WAL11-12345-AZ,"Hydro Water Reservoir",2016,561115,0.482,0.997,0
18WDUER-12345-0N,18WAL12-12345-AP,"Hydro Water Reservoir",2016,405217,0.350,0.995,0
18WDUER-12345-0N,18WAL13-12345-AF,"Hydro Water Reservoir",2016,131601,0.113,0.997,0
18WDUER-12345-0N,18WAL14-12345-A5,"Hydro Water Reservoir",2016,596028,0.511,0.997,0
18WDUER-12345-0N,18WAL15-12345-AW,"Hydro Water Reservoir",2016,511761,0.444,0.995,0
18WDUER-12345-0N,18WAL16-12345-AM,"Hydro Water Reservoir",2016,700818,0.597,0.995,0
18WDUER-12345-0N,18WAL21-12345-AO,"Hydro Water Reservoir",2016,3362,0.002,0.997,0
18WDUER-12345-0N,18WAL22-12345-AE,"Hydro Water Reservoir",2016,541611,0.293,0.992,0
18WALG3-12345--K,18WALG3TG1-123-9,"Fossil Gas",2016,341233,0.138,0.995,1.27394e+08
18WALG3-12345--K,18WALG3TG2-123-2,"Fossil Gas",2016,367675,0.150,0.997,1.37265e+08
18WALG3-12345--K,18WALG3TV1-123-0,"Fossil Gas",2016,404584,0.178,1.000,1.51045e+08
44W-T-YT-000000S,44W-T-YT-100021D,"Fossil Peat",2016,647665,0.308,0.997,
29WAISALIVERI-37,29WGU-ALIVERI-3U,"Fossil Oil",2016,0,0.000,0.686,0
29WAISALIVERI-45,29WGU-ALIVERI-4S,"Fossil Oil",2016,3,0.000,0.686,2171.08
29WAISALIVERI-53,29WGU-ALIVERI-5Q,"Fossil Gas",2016,1453149,0.408,0.973,5.49784e+08
18WALZ1-12345-0E,18WALZ1-12345-BT,Nuclear,2016,7372400,0.837,0.992,0
18WALZ2-12345-04,18WALZ2-12345-BJ,Nuclear,2016,7680959,0.874,0.995,0
29WALOUMINIO---B,29WGU-ALOUMINIOF,"Fossil Gas",2016,1131378,0.395,0.976,4.93182e+08
16WALQUE-------F,16W-ALQUE1-----X,"Hydro Pumped Storage",2016,209815,0.189,0.997,0
16WALQUE-------F,16W-ALQUE2-----Q,"Hydro Pumped Storage",2016,174474,0.157,0.997,0
16WALQUE-------F,16W-ALQUE3-----J,"Hydro Pumped Storage",2016,77771,0.131,0.530,0
16WALQUE-------F,16W-ALQUE4-----C,"Hydro Pumped Storage",2016,69062,0.117,0.530,0
14W-BAW-KW-----F,14W-BAW-TU-----V,"Hydro Run-of-river and poundage",2016,2001628,0.695,1.000,0
16WALINDO------J,16WALINDO1-----5,"Hydro Water Reservoir",2016,477467,0.173,0.997,0
16WALINDO------J,16WALINDO2-----Z,"Hydro Water Reservoir",2016,636494,0.231,0.997,0
45W000000000013X,45W000000000034P,"Fossil Hard coal",2016,1125513,0.513,1.000,1.15662e+09
18WAMBIETA-12-0S,18WAMBITG1-12--P,"Fossil Gas",2016,250575,0.113,0.997,9.7146e+07
18WAMBIETA-12-0S,18WAMBITG2-12-CT,"Fossil Gas",2016,175812,0.079,1.000,6.8161e+07
18WAMBIETA-12-0S,18WAMBITV-123-CK,"Fossil Gas",2016,235716,0.095,1.000,9.13853e+07
49W000000000070Z,49W000000000002F,"Fossil Hard coal",2016,4216268,0.746,1.000,3.68567e+09
22WAMERCO000010Y,22WAMERCO000008L,"Fossil Gas",2016,1555890,0.625,0.981,5.68471e+08
22WAMERCO000010Y,22WAMERCO000009J,"Fossil Gas",2016,968754,0.698,0.975,3.60506e+08
17W100P100P03493,17W100P100P03477,"Fossil Gas",2016,800601,0.762,0.997,3.52752e+08
17W100P100P0353C,17W100P100P03485,"Fossil Gas",2016,548477,0.522,0.997,2.41664e+08
29WAISAMYNT-I--L,29WGU-AMYNT-I--7,"Fossil Brown coal/Lignite",2016,891286,0.382,0.973,1.34099e+09
29WAISAMYNT-II-1,29WGU-AMYNT-II-O,"Fossil Brown coal/Lignite",2016,807375,0.346,0.973,1.21474e+09
45W000000000022W,45W000000000046I,"Wind Offshore",2016,1661659,0.473,1.000,0
18WALL1-12345-0K,18WALL1-12345-DV,"Fossil Hard coal",2016,1013257,0.333,0.997,1.04986e+09
48WSTN0000ANSUWY,48W00000ANSUW-1E,"Wind Onshore",2016,29385,0.274,0.643,0
17W100P100P0247B,17W100P100P0028N,"Fossil Oil",2016,82662,0.018,0.756,6.39804e+07
17W100P100P02489,17W100P100P0029L,"Fossil Oil",2016,0,0.000,0.756,0
18WARCOS3-123-0Z,18WARC3TG1-12-C4,"Fossil Gas",2016,252331,0.110,1.000,9.24908e+07
18WARCOS3-123-0Z,18WARC3TG2-12-CY,"Fossil Gas",2016,305360,0.130,0.997,1.11928e+08
18WARCOS3-123-0Z,18WARC3TV-123-CP,"Fossil Gas",2016,351716,0.137,0.997,1.39031e+08
48WSTN0000ARCHW6,48W10000ARCHW-1N,"Wind Onshore",2016,112252,0.233,0.458,0
18WARCOS1-123-0E,18WARCOS1-123-CR,"Fossil Gas",2016,0,0.000,0.997,0
18WARCOS2-123-06,18WARCOS2-123-CJ,"Fossil Gas",2016,0,0.000,0.995,0
47W000000000230W,47W000000000182H,"Hydro Run-of-river and poundage",2016,47162,0.664,0.385,0
47W000000000230W,47W000000000183F,"Hydro Run-of-river and poundage",2016,55375,0.744,0.385,0
47W000000000230W,47W000000000184D,"Hydro Run-of-river and poundage",2016,39457,0.614,0.385,0
47W000000000230W,47W000000000185B,"Hydro Run-of-river and poundage",2016,59596,0.734,0.385,0
17W100P100P0255C,17W100P100P0031Y,"Fossil Oil",2016,1611,0.001,0.996,1.32026e+06
17W100P100P0256A,17W100P100P0032W,"Fossil Oil",2016,5387,0.005,0.994,4.4148e+06
14W-BAS-KW-----I,14W-BAS-TU-----Y,"Hydro Run-of-river and poundage",2016,1636943,0.648,1.000,0
18WASC1-12345-0Z,18WASC1-12345-BD,Nuclear,2016,8397352,0.965,0.995,0
18WASC2-12345-0P,18WASC2-12345-B3,Nuclear,2016,7631910,0.879,0.997,0
45W000000000012Z,45W000000000032T,"Fossil Hard coal",2016,462024,0.358,1.000,6.26726e+08
45W000000000012Z,45W000000000033R,"Fossil Hard coal",2016,322726,0.057,1.000,3.31645e+08
29WYISASOMATON-H,29WGU-ASOMATON-J,"Hydro Water Reservoir",2016,155595,0.169,0.970,0
38W-KTJ-AUVERE-Z,38W-KTJ-AUV-G1-8,"Fossil Oil shale",2016,1134143,0.479,0.998,1.15853e+09
45W0000000000102,45W000000000029I,"Fossil Gas",2016,519947,0.237,1.000,3.13528e+08
45W0000000000102,45W000000000030X,"Fossil Gas",2016,1509665,0.304,1.000,1.3457e+09
48WSTN1000BABAWQ,48W00000BABAW-13,"Wind Onshore",2016,123307,0.333,0.811,0
48WSTN00000BAGE8,48W000000BAGE-1L,"Fossil Gas",2016,2163939,0.746,0.635,7.9432e+08
48WSTN00000BAGE8,48W000000BAGE-2J,"Fossil Gas",2016,1423,0.585,0.009,750030
18WBAHIAB-123-0X,18WBAHITG1-12-CR,"Fossil Gas",2016,387976,0.173,0.997,1.50415e+08
18WBAHIAB-123-0X,18WBAHITG2-12-CK,"Fossil Gas",2016,433380,0.193,0.995,1.68018e+08
18WBAHIAB-123-0X,18WBAHITV-123-CB,"Fossil Gas",2016,480661,0.202,0.997,1.86349e+08
16WBASBM-------8,16WBASBM1------T,"Hydro Pumped Storage",2016,128966,0.194,0.997,0
16WBASBM-------8,16WBASBM2------L,"Hydro Pumped Storage",2016,181093,0.272,0.997,0
47W000000000154M,47W000000000106X,"Fossil Gas",2016,448087,0.211,0.981,1.77132e+08
47W000000000154M,47W000000000107V,"Fossil Gas",2016,358452,0.168,0.981,1.41699e+08
47W000000000153O,47W000000000220Z,"Fossil Oil",2016,1016,0.002,0.981,993858
47W000000000153O,47W000000000221X,"Fossil Oil",2016,611,0.001,0.978,597684
47W000000000153O,47W000000000108T,"Fossil Oil",2016,140246,0.161,0.984,8.11938e+07
47W000000000153O,47W0000000001113,"Fossil Oil",2016,15739,0.011,0.984,1.24023e+07
47W000000000153O,47W0000000001105,"Fossil Oil",2016,20804,0.014,0.981,1.63936e+07
47W000000000153O,47W000000000109R,"Fossil Oil",2016,0,0.000,0.981,0
38W-MT--BEJ----R,38W-MT--BEJG10-5,"Fossil Oil shale",2016,1169,0.001,0.998,1.19413e+06
38W-MT--BEJ----R,38W-MT--BEJG11-2,"Fossil Oil shale",2016,1273682,0.756,0.998,1.12525e+09
38W-MT--BEJ----R,38W-MT--BEJG1Q-1,"Fossil Oil shale",2016,303760,0.247,0.998,3.10291e+08
38W-MT--BEJ----R,38W-MT--BEJG09-J,"Fossil Oil shale",2016,509,0.000,0.998,519944
18WBRR1-12345-0H,18WBRR1-12345-DS,"Fossil Hard coal",2016,2353358,0.474,0.992,2.16744e+09
46WPU0000000038K,46WGU0000000039O,"Hydro Water Reservoir",2016,661068,0.755,0.997,0
17W100P100P0280D,17W100P100P03590,"Hydro Water Reservoir",2016,111899,0.221,0.575,0
17W100P100P0280D,17W100P100P0360F,"Hydro Water Reservoir",2016,141112,0.279,0.575,0
17W100P100P0280D,17W100P100P0361D,"Hydro Water Reservoir",2016,128801,0.255,0.575,0
18WUFMI-12345-0L,18WBEL1-12345-AY,"Hydro Water Reservoir",2016,209724,0.234,0.997,0
18WUFMI-12345-0L,18WBEL2-12345-AO,"Hydro Water Reservoir",2016,285087,0.311,0.995,0
18WUFMI-12345-0L,18WBEL3-12345-AE,"Hydro Water Reservoir",2016,242207,0.269,0.997,0
17W100P100P01857,17W100P100P0090I,Nuclear,2016,8481570,0.740,0.997,0
17W100P100P01865,17W100P100P0091G,Nuclear,2016,8004097,0.698,0.997,0
22WBELWIN0000271,22WBELWIN1500271,"Wind Offshore",2016,528719,0.365,0.965,0
16WBEMPOS------6,16WBEMPOS1-----T,"Hydro Run-of-river and poundage",2016,298542,0.426,0.997,0
16WBEMPOS------6,16WBEMPOS2-----M,"Hydro Run-of-river and poundage",2016,284825,0.406,0.997,0
16WBEMPOS------6,16WBEMPOS3-----F,"Hydro Run-of-river and poundage",2016,210374,0.300,0.997,0
16WBEMPOII-----R,16WBEMPOS4-----8,"Hydro Run-of-river and poundage",2016,625423,0.374,0.997,0
11WD7BERG1S--KWB,11WD7BERG1S--A-X,"Fossil Hard coal",2016,3105966,0.494,0.997,3.08928e+09
18WBES5-123456-T,18WBES5TG1-123-2,"Fossil Gas",2016,203111,0.084,1.000,7.44494e+07
18WBES5-123456-T,18WBES5TG2-123-W,"Fossil Gas",2016,194176,0.080,0.997,7.11743e+07
18WBES5-123456-T,18WBES5TV-1234-K,"Fossil Gas",2016,268758,0.100,0.997,9.8512e+07
18WBES3-12345-0V,18WBES3-12345-C7,"Fossil Gas",2016,1007477,0.280,0.995,3.83221e+08
18WBES4-12345-0L,18WBES4-12345-CY,"Fossil Gas",2016,2300922,0.659,0.995,8.75219e+08
11WD7MITB1C----N,11WD7MITB1C---A1,"Fossil Hard coal",2016,2047850,0.322,0.997,2.03685e+09
19W000000000016F,19W000000000017D,"Fossil Brown coal/Lignite",2016,469731,0.145,0.997,5.45606e+08
19W000000000016F,19W000000000020O,"Fossil Brown coal/Lignite",2016,1801632,0.556,0.997,2.09265e+09
19W000000000016F,19W000000000021M,"Fossil Brown coal/Lignite",2016,1579022,0.474,0.997,1.83408e+09
19W000000000016F,19W000000000022K,"Fossil Brown coal/Lignite",2016,2638996,0.793,0.997,3.06527e+09
19W000000000016F,19W000000000023I,"Fossil Brown coal/Lignite",2016,2164524,0.650,0.997,2.51416e+09
19W000000000016F,19W000000000024G,"Fossil Brown coal/Lignite",2016,2228777,0.646,0.997,2.58879e+09
19W000000000016F,19W000000000025E,"Fossil Brown coal/Lignite",2016,2287304,0.670,0.997,2.65677e+09
19W000000000016F,19W000000000026C,"Fossil Brown coal/Lignite",2016,2319680,0.679,0.997,2.69438e+09
19W000000000016F,19W000000000027A,"Fossil Brown coal/Lignite",2016,2324216,0.680,0.997,2.69965e+09
19W000000000016F,19W0000000000288,"Fossil Brown coal/Lignite",2016,1665542,0.488,0.997,1.93458e+09
19W000000000016F,19W0000000000296,"Fossil Brown coal/Lignite",2016,2482359,0.727,0.997,2.88333e+09
19W000000000016F,19W000000000030L,"Fossil Brown coal/Lignite",2016,2778719,0.813,0.997,3.22756e+09
19W000000000016F,19W000000000032H,"Fossil Brown coal/Lignite",2016,5747563,0.765,0.997,6.48522e+09
17W100P100P01776,17W100P100P0092E,Nuclear,2016,3905064,0.491,0.995,0
17W100P100P01784,17W100P100P0093C,Nuclear,2016,6879587,0.865,0.995,0
17W100P100P01792,17W100P100P0094A,Nuclear,2016,6520656,0.820,0.995,0
17W100P100P0180H,17W100P100P00958,Nuclear,2016,6726150,0.846,0.995,0
17W100P100P0243J,17W100P100P0173E,"Fossil Gas",2016,2031478,0.544,0.997,7.48618e+08
48WSTN00000BLLAV,48W000000BLLA-1K,"Wind Onshore",2016,150981,0.169,0.759,0
14W-VOEST-KW---0,14W-BLOCK07-L--J,"Fossil Gas",2016,905853,0.674,1.000,4.63239e+08
11WD2HANN5C----0,11WD2HANN5C---1X,"Fossil Hard coal",2016,816203,0.683,1.000,8.6102e+08
11WD2HANN5C----0,11WD2HANN5C---2V,"Fossil Hard coal",2016,748215,0.626,1.000,7.89299e+08
11WD2MEHR2CSWH-O,11WD2MEHR2CSWHCZ,"Fossil Hard coal",2016,1989098,0.328,1.000,1.7755e+09
11WD7NORF5G--KWG,11WD7NORF5GAGUDC,"Fossil Gas",2016,181639,0.207,1.000,7.47315e+07
11WD2HERR5GKW--1,11WD2HERR5G----G,"Fossil Gas",2016,10438,0.012,1.000,9.14913e+06
11WD7NORF5G--KWG,11WD7NORF5G-HTER,"Fossil Gas",2016,2198,0.001,1.000,1.26605e+06
