eic_p,eic_g,eprtr_facilityID,WRI_id,GEO_id,fresna_id
48WSTN00000CDCLQ,48W000000CDCL-1P,12987,GBR1000495,2788,286
48WSTN00000SVRP6,48W00000SVRP-10A,13542,GBR1000315,44587,1924
48WSTN00000SVRP6,48W00000SVRP-207,13542,GBR1000315,44587,1924
48WSTN00000GAURQ,48W000000GAUR-1C,,GBR0000393,,161
48WSTN00000ERROK,48W000000ERRO-1P,,,,617
48WSTN00000ERROK,48W000000ERRO-2N,,,,617
48WSTN00000ERROK,48W000000ERRO-3L,,,,617
48WSTN0000DRAXXK,48W00000DRAXX-48,13777,,2975,4154
48WSTN0000DRAXXK,48W00000DRAXX-64,13777,,2975,4154
48WSTN0000DRAXXK,48W00000DRAXX-56,13777,,2975,4154
48WSTN0000DRAXXK,48W00000DRAXX-1E,13777,GBR0000174,2975,4154
48WSTN0000DRAXXK,48W00000DRAXX-2C,13777,GBR0000192,2975,4154
48WSTN0000DRAXXK,48W00000DRAXX-3A,13777,GBR0000175,2975,4154
48WSTN0000KILNSJ,48W00000KILNS-1P,32403,GBR1000502,3848,
48WSTN00000DERWO,48W000000DERW-14,13880,,2905,
48WSTN00000FASN8,48W0000000FASN25,,GBR0000390,,163
48WSTN00000FASN8,48W0000000FASN33,,GBR0000390,,163
48WSTN00000FASN8,48W000000FASN-42,,GBR0000390,,163
48WSTN00000FASN8,48W000000FASN-18,,GBR0000390,,163
48WSTN00000RREWF,48W000000RREW-14,,GBR0002496,,
48WSTN00000PETEV,48W000000PETEM1O,13778,GBR0000905,4764,
48WSTN0000CRGHWF,48W00000CRGHW-1X,,GBR0004619,,
48WSTN00000MARKJ,48W000000MARK-1D,210915,GBR0000155,,
48WSTN0000HEYM2N,48W000000HEYM27Y,31531,GBR1000055,3533,234
48WSTN0000HEYM2N,48W000000HEYM28W,31531,GBR1000055,3533,234
48WSTN00000GYARR,48W000000GYAR-15,13643,,3389,
48WSTN00000MEDPZ,48W000000MEDP-12,32608,GBR1000439,4239,279
48WSTN0000HEYM1P,48W000000HEYM11C,31531,GBR1000054,3533,234
48WSTN0000HEYM1P,48W000000HEYM12A,31531,GBR1000054,3533,234
48WSTN00000SHBAT,48W000000SHBA-1C,13090,GBR1000074,5469,
48WSTN00000STVEO,48W000000STVE-19,,GBR0000397,,
48WSTN00000STVEO,48W000000STVE-27,,GBR0000397,,
48WSTN00000EECLC,48W000000EECL-15,13006,GBR1000496,3081,
48WSTN00000HINB5,48W000000HINB-77,,GBR1000056,3556,235
48WSTN00000HINB5,48W000000HINB-85,,GBR1000056,3556,235
48WSTN0000RUGGTU,48W00000RUGGT-6A,239654,,,
48WSTN0000RUGGTU,48W00000RUGGT-78,239654,,,
48WSTN00000WYLFC,48W000000WYLF-3U,,,,855
48WSTN00000WYLFC,48W000000WYLF-2W,,,,855
48WSTN00000WYLFC,48W000000WYLF-4S,,,,855
48WSTN00000WYLFC,48W000000WYLF-1Y,,,,855
48WSTN0000LCLTWH,48W00000LCLTW-1D,,GBR0004123,,
48WSTN00000LAGA3,48W000000LAGA-14,160014,GBR1000073,3998,
48WSTN00000LBARK,48W000000LBAR-1Y,13371,GBR1000373,4053,
48WSTN0000BARKBL,48W000000BARK-1G,13510,,2248,
48WSTN0000BARKBL,48W000000BARKB2F,13510,,2248,
48WSTN00000SEAB5,48W000000SEAB-2T,13398,GBR1000481,5298,87
48WSTN00000SEAB5,48W000000SEAB-1V,13398,GBR1000481,5298,87
48WSTN00000RATS9,48W000000RATS-1A,12992,GBR1000498,5024,
48WSTN00000RATS9,48W000000RATS-28,12992,GBR1000498,5024,
48WSTN00000RATS9,48W000000RATS-36,12992,GBR1000498,5024,
48WSTN00000RATS9,48W000000RATS-44,12992,GBR1000498,5024,
48WSTN00000SCCLO,48W000000SCCL-3Q,13385,,5231,
48WSTN00000SCCLO,48W000000SCCL-2S,13385,,5231,
48WSTN00000SCCLO,48W000000SCCL-1U,13385,,5231,
48WSTN00000BAGE8,48W000000BAGE-1L,13465,GBR1000314,2231,
48WSTN00000BAGE8,48W000000BAGE-2J,13465,GBR1000314,,
48WSTN0000NHOYWR,48W00000NHOYW-1U,,GBR1000369,,
48WSTN0000LNMTHP,48W00000LNMTH-3N,13045,,4107,
48WSTN0000LNMTHP,48W00000LNMTH-1R,13045,,4107,
48WSTN0000LNMTHP,48W00000LNMTH-2P,13045,,4107,
48WSTN0000CRYRWO,48W00000CRYRW-1N,,GBR0003114,,
48WSTN00000CLACI,48W000000CLAC-1N,,GBR1000403,,618
48WSTN000ABTHGTK,48W000000ABTH9GX,13368,GBR1000376,,
48WSTN000ABTHGTK,48W100000ABTH8GN,13368,GBR1000376,,
48WSTN000ABTHGTK,48W000000ABTH7G2,13368,GBR1000376,,
48WSTN00000STAYA,48W000000STAY-2W,159837,GBR1000375,5543,
48WSTN00000STAYA,48W000000STAY-1Y,159837,GBR1000375,5543,
48WSTN00000STAYA,48W000000STAY-4S,159837,GBR1000375,5543,
48WSTN00000STAYA,48W000000STAY-3U,159837,GBR1000375,5543,
48WSTN00000CORBV,48W000000CORB-1Z,13821,GBR1000077,2770,370
48WSTN00000FFESK,48W000000FFES-1S,,GBR1000153,,59
48WSTN00000FFESK,48W000000FFES-4M,,GBR1000153,,59
48WSTN00000FFESK,48W000000FFES-2Q,,GBR1000153,,59
48WSTN00000FFESK,48W000000FFES-3O,,GBR1000153,,59
48WSTN1000BABAWQ,48W00000BABAW-13,,GBR0004021,,
48WSTN000FERR-GE,48W00000FERR-8GM,13151,,,
48WSTN000FERR-GE,48W00000FERR-5GV,13151,,,
48WSTN0000CRYRBT,48W00000CRYRW-2L,,GBR0003536,,
48WSTN0000TANGWA,48W00000TANGW-1G,,GBR0003467,,
48WSTN00000USKMZ,48W00000USKM-13T,13542,GBR0006089,5885,142
48WSTN00000USKMZ,48W00000USKM-14R,13542,GBR0006089,5885,142
48WSTN00000USKMZ,48W00000USKM-15P,13542,GBR0006089,5885,142
48WSTN00000HUNBV,48W000000HUNB-87,190961,GBR1000057,3615,
48WSTN00000HUNBV,48W000000HUNB-79,190961,GBR1000057,3615,
48WSTN0000GRAINU,48W100000GRAI-6N,12989,GBR1000499,3365,1888
48WSTN0000GRAINU,48W000000GRAI-8W,12989,GBR1000499,3365,1888
48WSTN0000GRAINU,48W000000GRAI-7Y,12989,GBR1000499,3365,1888
48WSTN000LBAR-G1,48W00000LBAR-1G7,13371,GBR1000373,4053,
48WSTN00000BRYPC,48W000000BRYP-17,13775,,2256,
48WSTN00000FOYEQ,48W000000FOYE-22,,GBR0000403,3219,11
48WSTN00000FOYEQ,48W000000FOYE-14,,GBR0000403,3219,11
48WSTN00000PEHEU,48W000000PEHE-15,14455,,4765,
48WSTN00000PEHEU,48W000000PEHE-23,14455,,4765,
48WSTN0000ARCHW6,48W10000ARCHW-1N,,GBR0003258,,
48WSTN0000DEUCWX,48W00000DEUCW-1K,,GBR0003554,,
48WSTN0000ABTHBN,48W0000000ABTH8W,13368,GBR1000376,1972,
48WSTN0000ABTHBN,48W0000000ABTH9U,13368,GBR1000376,1972,
48WSTN0000ABTHBN,48W0000000ABTH7Y,13368,GBR1000376,1972,
48WSTN00000GRUBR,48W000000GRUB-29,,GBR0000493,,
48WSTN00000GRUBR,48W000000GRUB-1B,,GBR0000493,,
48WSTN00000INDQH,48W000000INDQ-19,32776,GBR1000152,3653,250
48WSTN0000SHBABF,48W000000SHBA-2A,13090,GBR1000074,5469,
48WSTN000KEADGT6,48W0000KEADGT-3O,13153,GBR1000444,3813,
48WSTN00000STCRI,48W000000STCR-1F,33158,GBR0000196,,
48WSTN1000NOVAWQ,48W00000NOVAW-2K,,GBR0004013,,
48WSTN000TAYL-G3,48W000000TAYL2GY,32108,GBR1000501,5669,511
48WSTN000TAYL-G3,48W000000TAYL3GV,32108,GBR1000501,5669,511
48WSTN0000SANDWP,48W00000SANDW-12,,GBR0003837,,
48WSTN0000DIDCBC,48W000000DIDCB5C,13369,GBR1000371,2929,333
48WSTN0000DIDCBC,48W000000DIDCB6A,13369,GBR1000371,2929,333
48WSTN0000CAGARK,48W000000INGA-1L,,GBR0000404,,
48WSTN000FIDL-GA,48W00000FIDL-2GF,13152,,,
48WSTN000FIDL-GA,48W00000FIDL-3GC,13152,,,
48WSTN00000CARRI,48W000000CARR-1I,,GBR0000357,,320
48WSTN00000CARRI,48W000000CARR-2G,,GBR0000357,,320
48WSTN0000WBURB5,48W00000WBURB-27,239792,GBR1000144,44588,
48WSTN0000WBURB5,48W00000WBURB-19,239792,GBR1000144,44588,
48WSTN0000WBURB5,48W00000WBURB-35,239792,GBR1000144,44588,
48WSTN00000FELLH,48W000000FELL-1R,13022,,3162,
48WSTN00000COSO2,48W000000COSO-1F,13844,GBR1000213,2781,371
48WSTN00000DNGBQ,48W000000DNGB216,31529,GBR1000052,2985,
48WSTN00000DNGBQ,48W000000DNGB224,31529,GBR1000052,2985,
48WSTN0000WBUGT2,48W00000WBUGT-4N,239792,GBR1000144,,
48WSTN0000WBUGT2,48W00000WBUGT-1T,239792,GBR1000144,,
48WSTN000LITT-G4,48W000000LITT3GW,13372,,,1293
48WSTN000LITT-G4,48W000000LITT2GZ,13372,,,1293
48WSTN000LITT-G4,48W000000LITT1G1,13372,,,1293
48WSTN00000SUTBW,48W000000SUTB-1P,13639,USA0060878,5612,112
48WSTN00000INAWE,48W000000INAW-10,,GBR1000404,,607
48WSTN00000MRWDO,48W000000MRWD-1P,159834,GBR1000313,44589,
48WSTN0000WBUPSE,48W00000WBUPS-1P,239792,GBR1000144,,
48WSTN0000WBUPSE,48W00000WBUPS-2N,239792,GBR1000144,,
48WSTN0000WBUPSE,48W00000WBUPS-3L,239792,GBR1000144,,
48WSTN0000WBUPSE,48W00000WBUPS-4J,239792,GBR1000144,,
48WSTN00000HRTL5,48W000000HRTL-16,239590,GBR1000053,3491,231
48WSTN00000HRTL5,48W000000HRTL-24,239590,GBR1000053,3491,231
48WSTN00000NANT8,48W000000NANT-1R,,GBR1000405,,643
48WSTN000DIDCGTK,48W00000DIDC04GT,13369,GBR1000379,2928,4153
48WSTN000DIDCGTK,48W00000DIDC03GW,13369,GBR1000379,2928,4153
48WSTN000DIDCGTK,48W00000DIDC02GZ,13369,GBR1000379,2928,4153
48WSTN000DIDCGTK,48W00000DIDC01G1,13369,GBR1000379,2928,4153
48WSTN0000MINSWD,48W00000MINSW-1U,,GBR0004517,,
48WSTN0000CNQPSG,48W00000CNQPS-1E,12986,GBR1000494,2756,
48WSTN0000CNQPSG,48W00000CNQPS-2C,12986,GBR1000494,2756,
48WSTN0000CNQPSG,48W00000CNQPS-3A,12986,GBR1000494,2756,
48WSTN0000CNQPSG,48W00000CNQPS-48,12986,GBR1000494,2756,
48WSTN10000GRAIQ,48W000000GRAI-19,12989,GBR1000499,3366,285
48WSTN10000GRAIQ,48W000000GRAI-43,12989,GBR1000499,,285
48WSTN00000FIDLP,48W000000FIDL-40,13152,,,346
48WSTN00000FIDLP,48W000000FIDL-24,13152,,,346
48WSTN00000FIDLP,48W000000FIDL-16,13152,,3175,346
48WSTN00000FIDLP,48W000000FIDL-32,13152,,,346
48WSTN0000RYHPSI,48W00000RYHPS-1J,13396,GBR1000467,5191,
48WSTN0000GLNDOL,48W00000GLNDO-1G,,GBR0000388,,160
48WSTN000LITT-DA,48W000000LITTD3S,13372,,,1293
48WSTN000LITT-DA,48W000000LITTD1W,13372,,,1293
48WSTN000LITT-DA,48W000000LITTD2U,13372,,,1293
48WSTN0000MILWW9,48W00000MILWW-1M,,GBR0004682,,
48WSTN00000FINLW,48W000000FINL-1U,,GBR1000385,,615
48WSTN0000EGGPS5,48W00000EGGPS-4R,31723,GBR1000148,3027,
48WSTN0000EGGPS5,48W00000EGGPS-3T,31723,GBR1000148,3027,
48WSTN0000EGGPS5,48W00000EGGPS-2V,31723,GBR1000148,3027,
48WSTN0000EGGPS5,48W00000EGGPS-1X,31723,GBR1000148,3027,
48WSTN00000HUMR2,48W100000HUMR-1N,13114,GBR0000620,3638,507
48WSTN000RATSGTB,48W0000RATSGT-2V,12992,GBR1000498,,
48WSTN000RATSGTB,48W0000RATSGT-4R,12992,GBR1000498,,
48WSTN00000LOCGL,48W000000LOCG-1R,,GBR0000395,,
48WSTN00000DEEP3,48W000000DEEP-1N,13032,,2889,
48WSTN0000CACLUY,48W000000CLUN-3N,,GBR1000407,,
48WSTN0000CACLUY,48W000000CLUN-1R,,GBR1000407,,
48WSTN0000CACLUY,48W000000CLUN-2P,,GBR1000407,,
48WSTN00000BRGGA,48W000000BRGG-1M,31745,GBR1000158,3328,104
48WSTN00000SIZBP,48W000000SIZB-2S,31522,GBR1000058,5425,
48WSTN00000SIZBP,48W000000SIZB-1U,31522,GBR1000058,5425,
48WSTN00000FERRO,48W000000FERR-36,13151,,3170,
48WSTN00000FERRO,48W000000FERR-44,13151,,3170,
48WSTN00000FERRO,48W000000FERR-28,13151,,3170,
48WSTN00000FERRO,48W000000FERR-1A,13151,,3170,
48WSTN00000FAWNX,48W000000FAWN-1P,13370,,,2813
48WSTN000KLYN-A4,48W0000KLYN-A-1G,13776,,3861,1329
48WSTN0000RHYFWK,48W00000RHYFW-1X,,GBR1000370,,
48WSTN00000RRWWZ,48W000000RRWW-1P,,GBR0002497,,
48WSTN00000COWEA,48W0000000COWE21,13262,,,364
48WSTN00000COWEA,48W0000000COWE13,13262,,,364
48WSTN0000CAMORS,48W000000CEAN-1L,,GBR0000402,,
48WSTN0000CAMORS,48W000000CEAN-2J,,GBR0000402,,
48WSTN0000CAMORS,48W000000GLEN-15,,GBR0000402,,
48WSTN0000CAMORS,48W000000GLEN-23,,GBR0000402,,
48WSTN00000PEMBL,48W00000PEMB-21Q,210531,GBR1000374,4743,
48WSTN00000PEMBL,48W00000PEMB-11T,210531,GBR1000374,4743,
48WSTN00000PEMBL,48W00000PEMB-51H,210531,GBR1000374,4743,
48WSTN00000PEMBL,48W00000PEMB-41K,210531,GBR1000374,4743,
48WSTN00000PEMBL,48W00000PEMB-31N,210531,GBR1000374,4743,
48WSTN00000SLOY0,48W000000SLOY-46,,GBR1000406,44140,42
48WSTN00000SLOY0,48W000000SLOY-38,,GBR1000406,44140,42
48WSTN00000SLOY0,48W000000SLOY-2A,,GBR1000406,44140,42
48WSTN00000SLOY0,48W000000SLOY-1C,,GBR1000406,44140,42
48WSTN00000TORNX,48W000000TORN-1G,88124,GBR1000059,5748,374
48WSTN00000TORNX,48W000000TORN-2E,88124,GBR1000059,5748,374
48WSTN0000IRNPS9,48W00000IRNPS-2S,12985,,3687,
48WSTN0000IRNPS9,48W00000IRNPS-1U,12985,,3687,
48WSTN00000KEAD4,48W000000KEAD-15,13153,GBR1000444,3813,
48WSTN0000TULWBN,48W00000TULWW-2S,,GBR0003190,,
48WSTN00000TUMBB,48W000000TUMB-1G,,GBR1000411,,656
48WSTN00000TUMBB,48W000000TUMB-2E,,GBR1000411,,656
48WSTN0000LNCSW1,48W00000LNCSW-3S,,GBR0002513,,
48WSTN0000LNCSW1,48W00000LNCSO-1R,,GBR0002513,,
48WSTN0000LNCSW1,48W00000LNCSO-2P,,GBR0002513,,
48WSTN00000ROOS5,48W000000ROOS-1P,13780,USA0006202,5165,
48WSTN00000SPLNF,48W000000SPLN-1A,13452,GBR0006165,5493,82
48WSTN00000RANN0,48W000000RANN-3J,,GBR1000410,,637
48WSTN00000RANN0,48W000000RANN-2L,,GBR1000410,,637
48WSTN00000RANN0,48W000000RANN-1N,,GBR1000410,,637
48WSTN0000BOYNWK,48W00000BOYNW-1Z,,GBR0004671,,
48WSTN000KILLPG5,48W0000KILLPG-1Q,32403,GBR1000502,3849,247
48WSTN000KILLPG5,48W0000KILLPG-2O,32403,GBR1000502,3849,247
48WSTN00000BLLAV,48W000000BLLA-1K,,GBR0003116,,
48WSTN0000TDBNWM,48W00000TDBNW-1W,,GBR0003457,,
48WSTN00000LOAND,48W000000LOAN-19,14511,,4071,
48WSTN00000LOAND,48W000000LOAN-43,14511,,4071,
48WSTN00000LOAND,48W000000LOAN-27,14511,,4071,
48WSTN00000LOAND,48W000000LOAN-35,14511,,4071,
48WSTN10000DINOQ,48W000000DINO-6M,,GBR1000153,2941,
48WSTN10000DINOQ,48W000000DINO-5O,,GBR1000153,2941,
48WSTN10000DINOQ,48W000000DINO-4Q,,GBR1000153,2941,
48WSTN10000DINOQ,48W000000DINO-3S,,GBR1000153,2941,
48WSTN10000DINOQ,48W000000DINO-2U,,GBR1000153,2941,
48WSTN10000DINOQ,48W000000DINO-1W,,GBR1000153,2941,
48WSTN0000OMNDWQ,48W00000OMNDO-1J,,GBR0002509,,
48WSTN0000RSHLWF,48W00000RSHLW-1S,,GBR0003651,,
47W000000000153O,47W0000000001113,32954,GBR1000003,43945,
47W000000000153O,47W0000000001105,32954,GBR1000003,43945,
47W000000000153O,47W000000000108T,32954,GBR1000003,,
47W000000000153O,47W000000000109R,32954,GBR1000003,43945,
47W000000000153O,47W000000000220Z,32954,GBR1000004,43949,
47W000000000153O,47W000000000221X,32954,GBR1000004,43949,
47W000000000154M,47W000000000107V,32954,GBR1000004,2233,
47W000000000154M,47W000000000106X,32954,GBR1000004,2233,
47W000000000155K,47W000000000105Z,14384,GBR1000076,2762,
47W000000000155K,47W000000000219K,14384,GBR1000075,,
47W000000000156I,47W000000000223T,14388,GBR1000002,,
47W000000000156I,47W000000000222V,14388,GBR1000002,44586,
47W000000000156I,47W000000000225P,14388,GBR1000002,,
47W000000000156I,47W000000000224R,14388,GBR1000002,,
47W000000000156I,47W000000000114Y,14388,GBR1000002,3850,
47W000000000156I,47W0000000001121,14388,GBR1000002,3850,
47W000000000242P,47W000000000227L,175840,,,
49W000000000091R,49W0000000000253,19759,WRI1005499,44504,6432
49W000000000094L,49W000000000095J,78446,,,6444
49W000000000096H,49W000000000097F,11194,,,
49W000000000090T,49W0000000000261,,WRI1005499,44504,
49W000000000000J,49W000000000000J,,WRI1005474,,
49W000000000088G,49W000000000089E,5889,WRI1019288,44495,6373
49W000000000080W,49W000000000081U,5889,WRI1019288,44495,6373
49W000000000082S,49W000000000083Q,5889,WRI1019288,44495,6373
49W000000000084O,49W000000000085M,5889,WRI1019288,44495,6373
49W000000000086K,49W000000000087I,5889,WRI1019288,44495,6373
49W0000000001225,49W000000000109Y,,WRI1005515,,1295
49W000000000078J,49W000000000079H,212846,WRI1019296,44519,
49W000000000070Z,49W000000000002F,9537,,44517,294
49W000000000072V,49W000000000073T,19642,WRI1019305,44501,
49W000000000074R,49W000000000075P,19642,WRI1019305,44501,
49W000000000117Z,49W0000000000423,,WRI1019287,44496,83
49W000000000063W,49W000000000013A,9842,,44515,274
49W000000000063W,49W0000000000148,9842,,44514,274
49W000000000066Q,49W0000000000075,294393,WRI1019289,44523,1298
49W000000000066Q,49W0000000000083,294393,WRI1019289,44523,1298
49W000000000069K,49W0000000000059,9295,,2694,366
49W000000000061-,49W0000000000156,11138,,44516,509
49W000000000102B,49W0000000000326,6306,WRI1019296,44522,96
49W0000000001047,49W000000000037X,6311,,44529,375
49W000000000054X,49W000000000055V,10128,WRI1019300,2401,110
49W000000000056T,49W000000000057R,19670,WRI1005515,44497,267
49W000000000058P,49W000000000059N,177158,,44502,2487
49W000000000058P,49W0000000001209,177158,,,2487
49W0000000000512,49W0000000000415,121256,WRI1019287,44496,83
49W000000000048S,49W000000000049Q,6141,WRI1005509,44511,340
49W000000000047U,49W0000000000245,19760,,44503,228
49W000000000044-,49W000000000020D,5889,WRI1019289,44513,339
49W000000000044-,49W0000000000180,5889,WRI1019289,44513,339
49W000000000044-,49W000000000019Z,5889,WRI1019289,44513,339
49W0000000000431,49W0000000000164,8040,WRI1019310,44499,334
49W0000000000431,49W0000000000172,8040,WRI1019310,44500,334
49W000000000046W,49W0000000000237,7684,,44532,493
49W000000000046W,49W0000000000229,7684,,44532,493
49W000000000046W,49W000000000021B,7684,WRI1019313,44537,493
49W000000000045Y,49W000000000039T,8039,,44505,223
49W000000000045Y,49W000000000038V,8039,WRI1019298,44520,223
49W0000000000342,49W0000000000342,37199,,44498,369
50WP000000002528,50WG00000000637V,,WRI1003194,,
50WP00000000381Y,50WG00000000890J,,WRI1003294,,
50WP00000000078Z,50WG00000000206L,,WRI1003058,,
50WP000000002560,50WG000000006421,,WRI1003201,,
50WP00000000121N,50WG000000002914,,WRI1003090,,
50WP00000000121N,50WG000000002906,,WRI1003090,,
50WP00000000121N,50WG00000000289S,,WRI1003090,,
50WP000000002552,50WG000000006413,,WRI1003197,,
50WP000000002552,50WG000000006405,,WRI1003197,,
50WP00000000386O,50WG000000008983,,WRI1003299,,
50WP000000002544,50WG00000000639R,,WRI1003196,,
50WP000000002536,50WG00000000638T,,WRI1003195,,
50WP00000000695B,50WG00000001790I,,,,4
50WP00000000695B,50WG00000001791G,,WRI1003551,,4
50WP00000000695B,50WG00000001792E,,WRI1003551,,4
50WP00000000258X,50WG00000000644Y,,WRI1003203,,
50WP00000000258X,50WG00000000645W,,WRI1003203,,
50WP00000000257Z,50WGI00000006435,,WRI1003202,,
50WP00000000124H,50WG00000000295X,,WRI1003092,,
50WP00000000389I,50WG000000009013,,WRI1003302,,154
50WP00000000389I,50WG000000009021,,WRI1003302,,154
50WP00000000389I,50WG00000000904Y,,WRI1003302,,154
50WP00000000389I,50WG00000000906U,,WRI1003302,,154
50WP00000000389I,50WG00000000905W,,WRI1003302,,154
50WP00000000389I,50WGI00000009035,,WRI1003302,,154
50WP00000000566M,50WG00000001332B,,WRI1003447,,
50WP00000000566M,50WG00000001331D,,WRI1003447,,
50WP00000000566M,50WG000000013339,,WRI1003447,,
50WP00000000300N,50WG00000000735V,,WRI1003244,,
50WP00000000300N,50WG00000000734X,,WRI1003244,,
50WP000000006993,50WG00000001794A,,WRI1003553,,
50WP000000006993,50WG000000017958,,WRI1003553,,
50WP000000006993,50WG000000017966,,WRI1003553,,
50WP000000004334,50WG00000000999Y,,WRI1003336,,
50WP000000004334,50WGI00000009985,,WRI1003336,,
50WP00000000565O,50WG00000001330F,,WRI1003447,,2014
50WP000000001297,50WG00000000303N,,WRI1003092,,
50WP000000001297,50WG00000000306H,,WRI1003092,,
50WP000000001297,50WG00000000305J,,WRI1003092,,
50WP000000001297,50WG00000000304L,,WRI1003092,,
50WP000000004326,50WG000000009971,,WRI1003335,,
50WP000000004318,50WG000000009963,,WRI1003334,,
50WP000000001289,50WG00000000302P,,WRI1003095,,
50WP00000000127B,50WG00000000301R,,WRI1003095,,
50WP00000000127B,50WG00000000300T,,WRI1003095,,
50WP00000000740W,50WG000000018873,79086,,,
50WP00000000437X,50WG00000001009I,,,,534
50WP00000000437X,50WG00000001008K,,WRI1003339,,534
50WP00000000437X,50WG00000001007M,,WRI1003339,,534
50WP00000000437X,50WG00000001006O,,WRI1003339,,534
50WP00000000437X,50WG00000001005Q,,WRI1003339,,534
50WP00000000437X,50WG00000001004S,,WRI1003339,,534
50WP00000000437X,50WG00000001003U,,WRI1003339,,534
50WP00000000304F,50WGI00000007415,,WRI1003229,,
50WP00000000872F,50WG00000002200N,,WRI1003010,,555
50WP00000000872F,50WG00000002201L,,WRI1003010,,555
50WP00000000872F,50WG00000002192X,,WRI1003010,,555
50WP00000000872F,50WG00000002193V,,WRI1003010,,555
50WP00000000872F,50WG00000002191Z,,WRI1003010,,555
50WP00000000872F,50WG00000002196P,,WRI1003010,,555
50WP00000000872F,50WG00000002197N,,WRI1003010,,555
50WP00000000872F,50WG00000002198L,,WRI1003010,,555
50WP00000000872F,50WG00000002194T,,WRI1003010,,555
50WP00000000872F,50WG00000002195R,,WRI1003010,,555
50WP00000000872F,50WG00000002199J,,WRI1003010,,555
50WP00000000303H,50WG00000000739N,,WRI1003229,,
50WP00000000303H,50WG000000007401,,WRI1003229,,
50WP000000004350,50WG00000001001Y,,WRI1003339,,
50WP00000000301L,50WG00000000736T,,WRI1003217,,
50WP000000008783,50WG00000001475Q,,WRI1003309,,733
50WP000000008783,50WG00000001477M,,WRI1003309,,733
50WP000000000819,50WG00000000217G,,WRI1003061,,
50WP00000000743Q,50WG00000001891C,,WRI1003573,,412
50WP00000000743Q,50WG00000001890E,,WRI1003573,,412
50WP000000006108,50WG00000001469L,,WRI1003479,,
50WP000000006108,50WG00000001468N,,WRI1003479,,
50WP000000006108,50WG00000001467P,,WRI1003479,,
50WP000000006108,50WG00000001466R,,WRI1003479,,
50WP000000006108,50WG00000001465T,,WRI1003479,,
50WP000000006108,50WGI00000014705,,WRI1003479,,
50WP00000000741U,50WG000000018881,,WRI1003571,,654
50WP00000000749E,50WG00000001905R,,WRI1003577,,413
50WP00000000749E,50WG00000001906P,,WRI1003577,,413
50WP00000000747I,50WG00000001901Z,,WRI1003576,,171
50WP00000000747I,50WG000000019000,,WRI1003576,,171
50WP00000000747I,50WG00000001902X,,WRI1003576,,171
50WP00000000747I,50WG00000001903V,,WRI1003576,,171
50WP00000000747I,50WG00000001904T,,WRI1003576,,171
50WP000000000843,50WG00000000224J,,WRI1003063,,
50WP000000000843,50WG00000000225H,,WRI1003063,,
50WP000000006140,50WG00000001473U,,WRI1003482,,
50WPI00000002485,50WG00000000601F,,WRI1003191,,522
50WPI00000002485,50WG00000000600H,,WRI1003191,,522
50WP00000000745M,50WG000000018962,,WRI1003574,,153
50WP00000000745M,50WG000000018954,,WRI1003574,,153
50WP00000000745M,50WG000000018946,,WRI1003574,,153
50WP00000000745M,50WG000000018970,,WRI1003574,,153
50WP000000008791,50WG00000001476O,,WRI1003309,,181
50WP000000008791,50WG00000001474S,,WRI1003309,,181
50WP000000000827,50WG00000000219C,,WRI1003062,,211
50WP000000000827,50WG00000000218E,,WRI1003062,,211
50WP000000000827,50WG00000000223L,,WRI1003062,,211
50WP000000000827,50WG00000000222N,,WRI1003062,,211
50WP000000000827,50WG00000000221P,,WRI1003062,,211
50WP000000000827,50WG00000000220R,,WRI1003062,,211
50WP00000000089U,50WG00000000233I,,WRI1003068,,
50WP00000000089U,50WG00000000232K,,WRI1003068,,
50WP00000000089U,50WG00000000234G,,WRI1003068,,
50WP00000000392T,50WG000000009102,,WRI1003304,,
50WP00000000392T,50WG00000000909O,,WRI1003304,,
50WP00000000392T,50WG00000000908Q,,WRI1003304,,
50WP00000000619R,50WG00000001481V,,WRI1003485,,
50WP00000000619R,50WG00000001480X,,WRI1003485,,
50WP00000000088W,50WG00000000230O,,WRI1003067,,
50WP00000000088W,50WG000000002299,,WRI1003067,,
50WP00000000391V,50WG00000000907S,,WRI1003303,,
50WP00000000617V,50WG00000001479I,,WRI1003483,,631
50WP00000000617V,50WG00000001478K,,WRI1003483,,631
50WPI00000004275,50WG00000000991D,,WRI1003327,,
50WP000000002641,50WG00000000653X,,WRI1003207,,
50WP000000002641,50WG00000000654V,,WRI1003207,,
50WP000000002633,50WG00000000652Z,,WRI1003206,,524
50WP000000002633,50WG000000006510,,WRI1003206,,524
50WP00000000395N,50WG00000000916R,,WRI1003297,,
50WP00000000395N,50WG00000000917P,,WRI1003297,,
50WP00000000395N,50WG00000000918N,,WRI1003297,,
50WP00000000395N,50WG00000000919L,,WRI1003297,,
50WP00000000395N,50WGI00000009205,,WRI1003297,,
50WP000000002625,50WG000000006502,,WRI1003206,,
50WP000000002625,50WG00000000649O,,WRI1003206,,
50WP00000000394P,50WG00000000915T,,WRI1003306,,
50WP000000002617,50WG00000000648Q,,WRI1003205,,
50WP000000002609,50WG00000000646U,,WRI1003204,,
50WP000000002609,50WG00000000647S,,WRI1003204,,
50WP00000000134E,50WG00000000321L,,WRI1003100,,
50WP00000000134E,50WG00000000322J,,WRI1003100,,
50WP00000000266Y,50WG00000000656R,,WRI1003209,,
50WP00000000133G,50WG000000003198,,WRI1003099,,
