wri_id,wri_name,country,geo_id,geo_name,carmav3_id,carmav3_name,osm_id,osm_name
1001728,Chinshan,Taiwan,2666,Chinshan Nuclear Power Plant Taiwan,,,,
1001729,Kuosheng,Taiwan,3918,Kuosheng Nuclear Power Plant Taiwan,23332,KUOSHENG (SECOND NPS),,
1001730,Maanshan,Taiwan,4116,Maanshan Nuclear Power Plant Taiwan,26373,MAANSHAN (THIRD NPS),,
1001754,Nurek,Tajikistan,41755,Nurek Hydroelectric Power Project Tajikistan,31911,NUREK,,
1001755,Sangtuda 1,Tajikistan,41766,Sangtuda I Hydroelectric Power Plant Tajikistan,39480,SANGTUDA-1,,
1001756,Baipaza,Tajikistan,41767,Baipaza Hydroelectric Power Plant Tajikistan,2913,BAIPAZA,,
1001767,Ohau A,New Zealand,42738,Ohau-A Hydroelectric Power Plant New Zealand,32269,OHAU,89636781,Ohau A
1001768,Benmore,New Zealand,42741,Benmore Hydroelectric Power Plant New Zealand,4044,BENMORE,89665166,Benmore
1001771,Manapouri,New Zealand,42748,Manapouri Hydroelectric Power Plant New Zealand,26897,MANAPOURI,194912653,Manapouri Power Station
1001773,Huntly (steam),New Zealand,42724,Huntly Thermal Power Plant New Zealand,18871,HUNTLY,268824243,Huntly Units 1-4
1001816,LLP Ekibastuz GRES-1,Kazakhstan,41818,Ekibastuz GRES-1 Coal Power Plant Kazakhstan,11977,EKIBASTUZ-1,,
1001817,JSC Ekibastuz GRES-2,Kazakhstan,40122,Ekibastuz GRES-2 Coal Power Plant Kazakhstan,11978,EKIBASTUZ-2,,
1001818,Aksu Power Plant,Kazakhstan,41817,Aksu Coal Power Plant Kazakstan,653,AKSU,,
1001819,OJSC Zhambyl GRES,Kazakhstan,,,50991,ZHAMBYL,,
1001821,Karaganda GRES-2,Kazakhstan,,,21256,KARAGANDA TPS-2,,
1001822,Almaty TPP-2,Kazakhstan,41806,Almaty CHP-2 Power Plant Kazakstan,1043,ALMATY-2,,
1001823,Pavlodar TPP-1,Kazakhstan,41814,Pavlodar CHP-1 Power Plant Kazakhstan,33916,PAVLODAR-1,,
1001826,JSC Bukhtarminskaya,Kazakhstan,,,6178,BUKHTARMINSKAYA,,
1001830,Teknologi Tenaga Perlis Consortium,Malaysia,41445,Perlis CCGT Power Plant Malaysia,34230,PERLIS,,
1001840,Pergau,Malaysia,41450,Pergau Hydroelectric Power Project Malaysia,34214,PERGAU,,
1001845,Segari,Malaysia,41434,Segari Energy Ventures (Lumut) CCGT Power Plant Malaysia,26186,LUMUT SEGARI,,
1001846,GB3,Malaysia,41435,GB3 Sdn Bhd (Lumut) CCGT Power Plant Malaysia,,,,
1001847,Kapar Energy Ventures (KEV),Malaysia,,,43629,SULTAN AZIZ (KAPAR),,
1001848,Connought Bridge,Malaysia,41469,Connaught Bridge Gas Power Plant malaysia,9240,CONNAUGHT BRIDGE,,
1001849,Putrajaya,Malaysia,41455,Putrajaya (Serdang) Power Station malaysia,36127,PUTRAJAYA,,
1001850,Genting Sanyen,Malaysia,41448,Kuala Langat (Genting Sanyen) CCGT CHP Power Plant Malaysia,,,,
1001852,Tuanku Jaafar (PDI),Malaysia,41468,Tuanku Jafaar (TJGS) CCGT Power Plant Malaysia,46481,TUANKU JAAFAR,,
1001853,Tyanku Jaafar (PDII),Malaysia,,,46481,TUANKU JAAFAR,,
1001856,Tanjun Bin,Malaysia,41441,Tanjung Bin Coal Power Plant Malaysia,44520,TANJUNG BIN,153181923,Tanjung Bin Power Station
1001857,Janamanjung,Malaysia,45656,Manjung (TNB Janamanjung) Coal Power Plant Malaysia,,,316035711,Tenaga Nasional Berhad Janamanjung
1001858,Jimah Power,Malaysia,41439,Jimah Coal Power Plant Malaysia,20351,JIMAH,24915835,Jimah Coal Power Plant
1001859,YTL Paka,Malaysia,45870,YTL Paka Power Plant Malaysia,33362,PAKA YTL,,
1001860,Paka,Malaysia,45870,YTL Paka Power Plant Malaysia,33362,PAKA YTL,,
1001886,TNB Prai,Malaysia,41449,Prai (Malakoff) CCGT Power Plant Malaysia,35660,PRAI,,
1001887,Tg. Bin Energy,Malaysia,41441,Tanjung Bin Coal Power Plant Malaysia,,,153181923,Tanjung Bin Power Station
1001888,Samcheonpo,South Korea,5244,Samcheonpo Coal Power Plant South Korea,,,,
1001889,Yeongheung,South Korea,6196,Yonghung (Yeongheung Incheon) Coal Power Plant South Korea,,,,
1001891,Yeosu,South Korea,6190,Yeosu (Yosu) Oil Thermal Power Plant South Korea,,,,
1001892,Bundang,South Korea,2474,Bundang II CCHPP Power Plant South Korea,6226,BUNDANG,,
1001893,Boryeong (poryang),South Korea,4874,Poryong (Boryeong) Coal Power Plant South Korea,,,,
1001894,Boryeong (CC),South Korea,45765,Poryong (Boryeong) CCGT Power Plant South Korea,,,,
1001897,Incheon Thermal,South Korea,42520,Incheon Gas Thermal Power Plant South Korea,19283,INCHEON KOMIPO,,
1001898,Taean,South Korea,42514,Taean Coal Power Plant South Korea,44146,TAEAN,,
1001899,Pyeongtaek,South Korea,4972,Pyeongtaek Oil Thermal Power Plant South Korea,,,,
1001900,Pyeongtaek,South Korea,45667,Pyeongtaek CCGT Power Plant South Korea,,,,
1001901,Seoincheon,South Korea,42515,Seoincheon CCGT Gas Power Plant South Korea,,,,
1001902,Gunsan,South Korea,42512,Gunsan CCGT Power Plant Korea,23317,GUNSAN,,
1001903,Busan (pusan),South Korea,2489,Busan (Pusan) CCGT Gas Power Plant South Korea,36104,PUSAN,,
1001904,Hadong,South Korea,3444,Hadong Coal Power Plant South Korea,16468,HADONG,,
1001910,Dangjin,South Korea,2865,Dangjin (Tangjin) Coal Power Plant South Korea,44498,DANGJIN,,
1001911,Ulsan,South Korea,5834,Ulsan II Oil Thermal Power Plant,46963,ULSAN,,
1001914,Ilsan,South Korea,3634,Ilsan CCHPGT Power Plant South Korea,19217,ILSAN,,
1001915,Kori,South Korea,46044,Kori Nuclear Power Plant Korea,22833,KORI,,
1001916,Shin-Kori,South Korea,46046,Shin-Kori Nuclear Power Plant South Korea,41247,SHIN-KORI,,
1001917,Wolsong,South Korea,46049,Wolsong Nuclear Power Plant Korea,,,,
1001918,Shin-Wolsong,South Korea,46048,Shin-Wolsong Nuclear Power Plant South Korea,,,,
1001919,Hanbit,South Korea,46052,Hanbit (Yonggwang) Nuclear Power Plant South Korea,,,,
1001920,Hanul,South Korea,46050,Hanul (Ulchin) Nuclear Power Plant Korea,68468,SAMSUNG HANUL APT,,
1001935,Ratchaburi Power (RPCL),Thailand,41500,Ratchaburi CCGT Power Plant Thailand,36727,RATCHABURI POWER,210993435,RPCL
1001936,Tri Energy Power Plant,Thailand,41497,Tri-Energy CCGT Power Plant Thailand,36728,RATCHABURI TRI ENERGY,,
1001937,Ratchaburi (RATCHGEN),Thailand,41482,Ratchaburi Thermal Power Plant Thailand,36726,RATCHABURI,,
1001940,Mae Mah,Thailand,43745,Mae Moh LignitePower Plant Thailand,,,,
1001941,Bang Pakong,Thailand,41494,Bang Pakong Thermal Power Plant Thailand,3154,BANG PAKONG,155851424,Bang Pakong Power Plant
1001942,North Bangkok Power Station,Thailand,41515,North Bangkok CCGT Power Plant Thailand,31569,NORTH BANGKOK,,
1001944,South Bangkok,Thailand,41551,South Bangkok CCGT Power Plant Thailand,42479,SOUTH BANGKOK,,
1001945,Nam Phom,Thailand,45284,Nam Phong CCGT Power Plant Thailand,30328,NAM SAN,,
1001947,Chana,Thailand,45289,Chana (Songkhla) CCGT Power Plant Thailand,7868,CHANA,1177917109,Chana 1
1001949,Wang Noi,Thailand,45292,Wang Noi CCGT Power Plant Thailand,48865,WANG NOI,176322698,Wang Noi Power Station
1001950,Lam Ta Khong,Thailand,45332,Lam Ta Khong Wind Farm Thailand,24241,LAM TAKHONG,,
1001952,Bhumibol,Thailand,45236,Bhumibol Hydroelectric Power Project Thailand,4473,BHUMIBOL,,
1001953,Sirikit,Thailand,41504,Sirikit Hydroelectric Power Project Thailand,41780,SIRIKIT,,
1001955,Srinagarind,Thailand,41505,Srinagarind Hydroelectric Power Project Thailand,42772,SRINAGARIND,,
1001961,Syrdarya,Uzbekistan,41748,Syrdarya Thermal Power Plant Uzbekistan,44057,SYRDARYA,,
1001962,Novo Angren,Uzbekistan,41764,Novo-Angren Thermal Power Plant Uzbekistan,31791,NOVO-ANGREN,,
1001963,Tashkent,Uzbekistan,41749,Tashkent Thermal Power Plant Uzbekistan,44694,TASHKENT-1,,
1001964,Navoi,Uzbekistan,41750,Navoi Thermal Power Plant Uzbekistan,30665,NAVOI,,
1001965,Talimardjan,Uzbekistan,41751,Talimardjan (Tolimarjon) Thermal Power Plant Uzbekistan,,,136997991,Talimardjan Power Plant
1001966,Takhiatash,Uzbekistan,42787,Takhiatash Thermal Power Plant Uzbekistan,44315,TAKHIATASH,,
1001967,Angren,Uzbekistan,41765,Angren Coal Power Plant Uzbekistan,1574,ANGREN,,
1001969,Charvak,Uzbekistan,41752,Charvak Hydroelectric Power Project Uzbekistan,8010,CHARVAK,,
1001980,Point Lisas,Trinidad and Tobago,,,35075,POINT LISAS,,
1001983,Union Estate Power Station,Trinidad and Tobago,,,45602,COVE ESTATE,,
1001990,Lidio Perez (felton) Powerplant,Cuba,,,25187,LIDIO PEREZ (FELTON),,
1002035,abono 2,Spain,43859,Abono Thermal Power plant Spain,139,ABONO,,
1002036,ACECA  GRUPO 3,Spain,43878,Aceca-3 Iberdrola CCGT Power Plant Spain,188,ACECA,,
1002055,ALDEADAVILA I 1,Spain,43823,Aldeadavila Hydroelectric Power Plant Spain,884,ALDEADAVILA,,
1002066,AMOREBIETA,Spain,43880,Amorebieta (Boroa) CCGT Power Plant Spain,1388,AMOREBIETA,,
1002080,ARCOS DE LA FRONTERA GRUPO 1,Spain,45584,Arcos de la Frontera CCGT Power Plant Spain,,,,
1002087,ARRUBAL GRUPO 1,Spain,43881,Arrubal CCGT Power Plant Spain,2132,ARRUBAL,,
1002090,ASCO GR ,Spain,43399,Asco Nuclear Power Plant Spain,2252,ASCO,,
1002100,BAHIA DE ALGECIRAS I,Spain,43873,Bahia de Algeciras CCGT Power Plant Spain,950,BAHIA DE ALGECIRAS,,
1002126,BESOS  GRUPO 3,Spain,43842,Besos-3 (Sant Adria)  CCGT Power Plant Spain,4240,BESOS,,
1002185,CARTAGENA GRUPO 1,Spain,43884,Cartagena (Escombreras GN) CCGT Power Plant Spain,322,AES CARTAGENA,,
1002194,CASTEJON  GRUPO 2,Spain,43886,Castejon-2 Iberdrola CCGT Power Plant Spain,7342,CASTEJON HC,,
1002195,CASTELLON,Spain,43887,Castellon 4 CCGT Power Plant Spain,7363,CASTELLON,,
1002199,CCC BAHIA DE ALGECIRAS,Spain,43873,Bahia de Algeciras CCGT Power Plant Spain,950,BAHIA DE ALGECIRAS,,
1002200,CCC SAGUNTO  GRUPO 1,Spain,43871,Sagunto CCGT Power Plant Spain,38594,SAGUNTO,,
1002232,CICLO COMBINADO DE CASTELNOU,Spain,43888,Castelnou CCGT Power Plant Spain,7378,CASTELNOU,,
1002235,CN ALMARAZ 1,Spain,43398,Almaraz Nuclear Power Plant Spain,1039,ALMARAZ,91403573,Almaraz I
1002236,CN COFRENTES,Spain,43400,Cofrentes Nuclear Power Plant Spain,8985,COFRENTES,126986991,Central Nuclear de Cofrentes
1002270,COMPOSTILLA II GR 3,Spain,43864,Compostilla II Coal Power Plant Spain,9168,COMPOSTILLA,68456877,Compostilla
1002283,CT ESCOMBRERAS 4,Spain,43884,Cartagena (Escombreras GN) CCGT Power Plant Spain,12709,ESCOMBRERAS,,
1002286,CT SANTURCE 1,Spain,43877,Santurtzi (Santurce) CCGT Power Plant Spain,39705,SANTURCE,,
1002287,CTCC AS PONTES  GRUPO 5,Spain,43869,As Pontes (Puentes Garcia Rodrigues) CCGT Power Plant Spain,2207,AS PONTES,,
1002288,CTCC BAHIA DE ALGECIRAS,Spain,43873,Bahia de Algeciras CCGT Power Plant Spain,950,BAHIA DE ALGECIRAS,,
1002290,CTCC CASTELLON  GRUPO 4,Spain,43887,Castellon 4 CCGT Power Plant Spain,7363,CASTELLON,,
1002292,CTCC ESCOMBRERAS,Spain,43884,Cartagena (Escombreras GN) CCGT Power Plant Spain,12709,ESCOMBRERAS,,
1002293,CTCC PLANA DEL VENT 1,Spain,43894,Plana Del Vent CCGT Power Plant Italy,34863,PLANA DEL VENT,,
1002295,CTCC SOTO DE RIBERA  GRUPO 4,Spain,43872,Soto de Ribera CCGT Power Plant Spain,42451,SOTO DE RIBERA,12782655,Soto de Ribera
1002342,ESCATRON,Spain,43897,E.ON Escatron CCGT Power Plant Spain,12698,ESCATRON,,
1002344,ESCOMBRERAS GRUPO 1,Spain,43884,Cartagena (Escombreras GN) CCGT Power Plant Spain,12709,ESCOMBRERAS,,
1002448,JOSE M ORIOL  GRUPO 1,Spain,43822,Jose Maria de Oriol (Alcantara) Hydroelectric Power Plant Spain,20546,JOSE ORIOL,,
1002463,LA MUELA CORTES 1,Spain,,,9449,CORTES-LA MUELA,,
1002464,La Muela II Grupo 4,Spain,,,23805,LA MUELA IBERDROLA-I,,
1002470,LA ROBLA GRUPO 1,Spain,43835,La Robla Coal Power Plant Spain,,,,
1002502,LITORAL DE ALMERIA GR 1,Spain,43862,Litoral de Almeira (Carboneras) Coal Power Plant Spain,25414,LITORAL DE ALMERIA,,
1002513,LOS BARRIOS,Spain,43863,Los Barrios Coal Power Plant Spain,25833,LOS BARRIOS,,
1002548,MEIRAMA GRUPO 1,Spain,43830,Meirama Coal Power Plant Spain,27916,MEIRAMA,1737567085,Meirama
1002579,NARCEA GRUPO 1,Spain,43831,Narcea Coal Power Plant Spain,30484,NARCEA,,
1003160,PALOS DE LA FRONTERA GRUPO 1,Spain,43875,Palos de la Frontera CCGT Power Plant Spain,,,,
1003697,PUENTES GR 1,Spain,43869,As Pontes (Puentes Garcia Rodrigues) CCGT Power Plant Spain,,,,
1003698,PUERTO DE BARCELONA  GRUPO 1,Spain,43893,Puerto de Barcelona CCGT Power Plant Spain,35955,PUERTO DE BARCELONA,,
1003756,SAN ROQUE GRUPO 1,Spain,43844,San Roque-1 (GasNatural)  CCGT Power Plant Spain,,,143868549,Central de Ciclo Combinado de San Roque
1003842,TERUEL GR 1,Spain,43865,Teruel-Andorra Coal Power Plant Spain,45105,TERUEL,,
1003870,TRILLO,Spain,43404,Trillo Nuclear Power Plant Spain,46304,TRILLO,66481386,Central Nuclear de Trillo
1003901,VANDELLOS GR 2,Spain,43402,Vandellos Nuclear Power Plant Spain,47723,VANDELLOS-II,,
1003909,VILLARINO 1,Spain,43825,Almendra (Villarino) Hydroelectric Power Plant Spain,48280,VILLARINO,,
1003930,Bergkamen,Germany,44212,Bergkamen Coal CHP Power Plant Germany,4133,BERGKAMEN,4670340,Kraftwerk Bergkamen
1003962,Boxberg,Germany,44196,Boxberg Coal Power Plant Germany,5476,BOXBERG,178167136,Kraftwerk Boxberg
1003965,Braunkohlekraftwerk Lippendorf,Germany,44197,Lippendorf Coal Power Plant Germany,25377,LIPPENDORF,6283301,Kraftwerk Lippendorf
1003966,Brokdorf,Germany,44449,Brokdorf Nuclear Power Plant Germany,5873,BROKDORF,257712265,Brokdorf
1003967,BROKDORF,Germany,44449,Brokdorf Nuclear Power Plant Germany,5873,BROKDORF,257712265,Brokdorf
1003970,Charlottenburg,Germany,44331,Charlottenburg CHP Power Plant Germany,7998,CHARLOTTENBURG,4763495,Heizkraftwerk Charlottenburg
1003982,Dormagen,Germany,44311,Dormagen CCGT CHP Power Plant Germany,11163,DORMAGEN RWE,,
1004004,Emsland,Germany,44323,Lingen (Emsland) CCGT CHP Power Plant Germany,49271,WERLTE EMSLAND,43912398,Kernkraftwerk Emsland
1004005,EMSLAND,Germany,44451,Emsland Nuclear Power Plant Germany,49271,WERLTE EMSLAND,43912398,Kernkraftwerk Emsland
1004027,Franken 1,Germany,44466,Franken 1 Power Plant Germany,44724,TAUBER-FRANKEN,28320485,Kraftwerk Franken I
1004029,Frimmersdorf,Germany,44211,Frimmersdorf Coal Power Plant Germany,14153,FRIMMERSDORF,24267119,RWE Kraftwerk Frimmersdorf
1004036,Gemeinschaftskernkraftwerk Neckarwestheim II,Germany,4453,Neckarwestheim Nuclear Power Plant Germany,,,,
1004037,Gemeinschaftskraftwerk Irsching ,Germany,44483,Irsching 3 Power Plant Germany,19580,IRSCHING,29122363,Kraftwerk Irsching
1004045,GKM ,Germany,,,15201,GKM,,
1004048,Goldisthal,Germany,44336,Goldisthal Pumped Storage Power Plant Germany,15413,GOLDISTHAL,1622593804,Pumpspeicherwerk Goldisthal
1004049,Grohnde,Germany,44453,Grohnde Nuclear Power Plant Germany,15978,GROHNDE,23773034,Kernkraftwerk Grohnde
1004050,GROHNDE,Germany,44453,Grohnde Nuclear Power Plant Germany,15978,GROHNDE,23773034,Kernkraftwerk Grohnde
1004072,GUNDREMMINGEN-B,Germany,44454,Gundremmingen Nuclear Power Plant Germany,16304,GUNDREMMINGEN,,
1004083,Heizkraftwerk Altbach/Deizisau (Coal),Germany,44303,Altbach Coal Power Plant Germany,1146,ALTBACH,25973419,Heizkraftwerk Altbach/Deizisau
1004093,Heizkraftwerk Heilbronn,Germany,44464,Heilbronn Coal CHP Power Plant Germany,17333,HEILBRONN,89183108,Heizkraftwerk Heilbronn
1004111,Heyden,Germany,44199,Heyden Coal Power Plant Germany,17614,HEYDEN,27190807,Kraftwerk Heyden
1004176,Huckingen,Germany,44467,Huckingen Thermal Power Plant Germany,18741,HUCKINGEN,92877616,Kraftwerk Huckingen
1004194,Isar 2,Germany,3688,Isar Nuclear Power Plant Germany,19606,ISAR,32918120,Isar 2
1004195,ISAR-2,Germany,3688,Isar Nuclear Power Plant Germany,19606,ISAR,32918120,Isar 2
1004202,Kernkraft Gundremmingen ,Germany,44454,Gundremmingen Nuclear Power Plant Germany,16304,GUNDREMMINGEN,31023006,Kernkraftwerk Gundremmingen
1004203,Kernkraftwerk Emsland,Germany,44451,Emsland Nuclear Power Plant Germany,49271,WERLTE EMSLAND,43912398,Kernkraftwerk Emsland
1004204,Kernkraftwerk Philippsburg 2,Germany,4780,Philippsburg Nuclear Power Plant Germany,34448,PHILIPPSBURG,94701596,Kernkraftwerk Philippsburg Block 2
1004211,Knapsack Natural Gas I,Germany,44314,Knapsack CCGT Power Plant Germany,22511,KNAPSACK CHEMIEPARK,,
1004212,KNG Kraftwerk Rostock,Germany,44473,Rostock CHP Coal Power Plant Germany,38027,ROSTOCK,26389159,Kraftwerk Rostock
1004218,Kopswerk II ,Germany,,,,,2163845823,Kopswerk II
1004223,Kraftwerk Bexbach,Germany,44325,Bexbach Coal CHP Power Plant Germany,4305,BEXBACH C,28051874,Kraftwerk Bexbach
1004250,KW Herne,Germany,44213,Herne Coal CHP Power Plant Germany,17557,HERNE,25649285,Kraftwerk Herne Baukau
1004260,KW Silz,Germany,,,,,156316489,Kraftwerk Silz
1004261,KW Voerde,Germany,44326,Voerde Coal Power Plant Germany,48464,VOERDE,401873466,Kraftwerk Voerde
1004262,KW Walsum,Germany,44328,Duisburg-Walsum Coal CHP Power Plant Germany,48832,WALSUM,107175369,Kraftwerk Walsum Block 10
1004281,Lippendorf,Germany,44197,Lippendorf Coal Power Plant Germany,25377,LIPPENDORF,6283301,Kraftwerk Lippendorf
1004283,Markersbach,Germany,44337,Markersbach Pumped Storage Power Plant Germany,27280,MARKERSBACH,166604823,Pumpspeicherwerk Markersbach
1004299,Moorburg B,Germany,,,29315,MOORBURG,,
1004320,NECKARWESTHEIM-2,Germany,4453,Neckarwestheim Nuclear Power Plant Germany,,,,
1004323,Neurath,Germany,44210,Neurath Coal Power Plant Germany,30912,NEURATH,31783693,RWE Kraftwerk Neurath
1004347,PHILIPPSBURG-2,Germany,4780,Philippsburg Nuclear Power Plant Germany,34448,PHILIPPSBURG,94701596,Kernkraftwerk Philippsburg Block 2
1004370,Reuter West,Germany,44463,Reuter West CHP Coal Power Plant Germany,37138,REUTER WEST,26535944,Heizkraftwerk Reuter West
1004372,Rheinhafen-Dampfkraftwerk,Germany,,,,,152261126,Rheinhafen-Dampfkraftwerk
1004387,Schkopau,Germany,43186,Schkopau CHP Coal Power Station Germany,40111,SCHKOPAU-II,218161891,Kraftwerk Schkopau
1004391,Schwarze Pumpe,Germany,44459,Schwarze Pumpe Coal Power Plant Germany,40231,SCHWARZE PUMPE,58421134,Kraftwerk Schwarze Pumpe
1004402,Staudinger,Germany,,,43107,STAUDINGER,145861680,Kraftwerk Staudinger
1004420,Trianel Natural Gaskraftwerk ,Germany,,,55435,KREFELD TRIANEL,,
1004424,Ulrich Hartmann(Irsching),Germany,44305,Irsching-4 (Ulrich Hartmann) CCGT Power Plant Germany,,,,
1004478,Wehr,Germany,44456,Wehr Pumped Storage Hydroelectric Power Plant Germany,49141,WEHR,129886742,Kleinwasserkraftanlage Wehr
1004479,Weiher,Germany,44327,Weiher-3 (Quierschied) CHP Coal Power Plant Germany,49157,WEIHER,30425117,Kraftwerk Weiher
1004480,Weisweiler,Germany,44333,Weisweiler Coal Power Plant Germany,49187,WEISWEILER,11346170,RWE Kraftwerk Weisweiler
1004487,Westfalen,Germany,45027,Westfalen Coal Power Plant Germany,49440,WESTFALEN,262931261,Kraftwerk Westfalen
1004489,Wilhelmshaven (Coal),Germany,44461,Wilhelmshaven Coal Power Plant Germany,49710,WILHELMSHAVEN,,
1004491,Wilmersdorf,Germany,44332,Wilmersdorf CHP Power Plant Germany,49753,WILMERSDORF,4755466,Kraftwerk Berlin-Wilmersdorf
1004500,Zolling,Germany,45159,Zolling Coal CHP Power Plant Germany,51056,ZOLLING,93470068,Kraftwerk Zolling
1004502,DOEL,Belgium,2948,Doel (Electrabel) Nuclear Power Plant Belgium,10991,DOEL,58642525,Doel 2
1004503,TIHANGE,Belgium,5724,Tihange Nuclear Power Plant Belgium,45433,TIHANGE,1205916863,Tihange
1004504,KOZLODUY,Bulgaria,41030,Kozloduy Nuclear Power Plant Bulgaria,22997,KOZLODUY,,
1004505,DUKOVANY,Czech Republic,2983,Dukovany Nuclear Power Plant Czech Republic,11427,DUKOVANY,2399890116,Dukovany 2
1004506,TEMELIN,Czech Republic,5682,Temelin Nuclear Power Plant Czech Republic,44944,TEMELIN,,
1004507,LOVIISA,Finland,44251,Loviisa Nuclear Power Plant Finland,25955,LOVIISA,672190999,Loviisa 2
1004508,OLKILUOTO,Finland,44249,Olkiluoto (TVO) Nuclear Power Plant Finland,32475,OLKILUOTO,98555516,Olkiluoto 1
1004509,BELLEVILLE,France,44996,Belleville Nuclear Power Plant France,3945,BELLEVILLE,41829877,Belleville-2
1004510,BLAYAIS,France,44995,Blayais Nuclear Power Plant France,4899,BLAYAIS,235360033,Blayais-1
1004511,BUGEY,France,44997,Bugey Nuclear Power Plant France,6158,BUGEY,194488057,Bugey-4
1004512,CATTENOM ,France,44998,Cattenom Nuclear Power Plant France,7452,CATTENOM,58650486,Cattenom-3
1004513,CHINON,France,44999,Chinon Nuclear Power Plant France,8412,CHINON-B,2818784258,Chinon B4
1004514,CHOOZ,France,45000,Chooz Nuclear Power Plant France,8542,CHOOZ-B,2818822272,Chooz A
1004515,CIVAUX,France,45001,Civaux Nuclear Power Plant France,8758,CIVAUX,,
1004516,CRUAS,France,39836,Cruas Wind Farm France,9740,CRUAS,67981388,CRUAS-3
1004517,DAMPIERRE,France,44994,Dampierre Nuclear Power Plant France,10152,DAMPIERRE,350648143,Dampierre-1
1004518,FESSENHEIM,France,45003,Fessenheim Nuclear Power Plant France,13363,FESSENHEIM,104785318,Fessenheim 1
1004519,FLAMANVILLE,France,45004,Flamanville Nuclear Power Plant France,13539,FLAMANVILLE,196322154,Flamanville-2
1004520,GOLFECH,France,45005,Golfech Nuclear Power Plant France,15419,GOLFECH,58629318,GOLFECH-1
1004521,GRAVELINES,France,45006,Gravelines Nuclear Power Plant France,15774,GRAVELINES,236485572,Gravelines-3
1004522,NOGENT,France,45007,Nogent Nuclear Power Plant France,31426,NOGENT,238496517,Nogent-2
1004523,PALUEL,France,45008,Paluel Nuclear Power Plant France,33498,PALUEL,,
1004524,PENLY,France,45009,Penly Nuclear Power Plant France,34150,PENLY,211671639,Penly-2
1004526,ST. LAURENT ,France,5217,Saint-Laurent Nuclear Power Plant France,35141,POLYCLINIQUE ST-LAURENT,2819336727,Saint-Laurent A1
1004527,TRICASTIN,France,45011,Tricastin Nuclear Power Plant France,46283,TRICASTIN,,
1004528,BROKDORF,Germany,44449,Brokdorf Nuclear Power Plant Germany,5873,BROKDORF,257712265,Brokdorf
1004529,EMSLAND,Germany,44451,Emsland Nuclear Power Plant Germany,49271,WERLTE EMSLAND,43912398,Kernkraftwerk Emsland
1004530,GROHNDE,Germany,44453,Grohnde Nuclear Power Plant Germany,15978,GROHNDE,23773034,Kernkraftwerk Grohnde
1004531,GUNDREMMINGEN,Germany,44454,Gundremmingen Nuclear Power Plant Germany,16304,GUNDREMMINGEN,31023006,Kernkraftwerk Gundremmingen
1004532,ISAR-2,Germany,3688,Isar Nuclear Power Plant Germany,19606,ISAR,32918120,Isar 2
1004533,NECKARWESTHEIM-2,Germany,4453,Neckarwestheim Nuclear Power Plant Germany,,,,
1004534,PHILIPPSBURG-2,Germany,4780,Philippsburg Nuclear Power Plant Germany,34448,PHILIPPSBURG,94701596,Kernkraftwerk Philippsburg Block 2
1004535,PAKS,Hungary,4680,Paks Nuclear Power Plant Hungary,33368,PAKS,,
1004536,BORSSELE,Netherlands,44301,Borssele Nuclear Power Plant Netherlands,5346,BORSSELE,87788958,Kernenergiecentrale Borssele
1004537,CERNAVODA,Romania,2609,Cernavoda Nuclear Power Plant Romania,7712,CERNAVODA,,
1004538,BOHUNICE,Slovakia,44847,Bohunice Nuclear Power Plant Slovakia,5125,BOHUNICE,,
1004539,MOCHOVCE,Slovakia,44848,Mochovce Nuclear Power Plant Slovakia,69129,MOCHOVCE SOLAR,,
1004540,KRSKO,Slovenia,44299,Krsko Nuclear Power Reactor Slovenia,23150,KRSKO,,
1004541,ALMARAZ,Spain,43398,Almaraz Nuclear Power Plant Spain,1039,ALMARAZ,91403573,Almaraz I
1004542,ASCO,Spain,43399,Asco Nuclear Power Plant Spain,2252,ASCO,,
1004543,COFRENTES,Spain,43400,Cofrentes Nuclear Power Plant Spain,8985,COFRENTES,126986991,Central Nuclear de Cofrentes
1004544,TRILLO-1,Spain,43404,Trillo Nuclear Power Plant Spain,46304,TRILLO,66481386,Central Nuclear de Trillo
1004545,VANDELLOS-2,Spain,43402,Vandellos Nuclear Power Plant Spain,47723,VANDELLOS-II,,
1004546,FORSMARK,Sweden,42885,Forsmark Nuclear Power Plant Sweden,13776,FORSMARK,80230744,Forsmark 2
1004547,OSKARSHAMN,Sweden,42886,Oskarshamn Nuclear Power Plant Sweden,32933,OSKARSHAMN,,
1004548,RINGHALS,Sweden,42895,Ringhals Nuclear Power Plant Sweden,37374,RINGHALS,2693208347,Ringhals 1
1004549,DUNGENESS,United Kingdom,2985,Dungeness A and B Nuclear Power Plant United Kingdom,55969,DUNGENESS A,2697712892,Dungeness B Reactor 2
1004550,HARTLEPOOL,United Kingdom,3491,Hartlepool Nuclear Power Plant United Kingdom,17015,HARTLEPOOL,4800321,Hartlepool Nuclear Power Station
1004551,HEYSHAM,United Kingdom,3533,Heysham Nuclear Power Plant United Kingdom,17617,HEYSHAM-1,94004555,Heysham 1
1004552,HINKLEY POINT,United Kingdom,3556,Hinkley Point B Nuclear Power Plant United Kingdom,17818,HINKLEY POINT-B,108907169,Hinkley Point B
1004553,HUNTERSTON,United Kingdom,3615,Hunterston-B Nuclear Power Plant United Kingdom,61406,HUNTERSTON TERMINAL,91085616,Hunterston 'B' Nuclear Power Station
