"plant_name","latitude","longitude","fuel_used","OutputMWh","elec_capacity_MW"
"Tienlun Powerplant",24.2332,120.942,,154386.0,
"Tienpei Powerplant",24.6295,121.012,,14392.0,
"Tierckenkill Falls Powerplant",0,0,"Hydro",279,
"Tierfehd Hintersand Powerplant",47.0404265,9.0672085,"Hydro",91458,
"Tierfehd Limmern Powerplant",47.0404265,9.0672085,"Hydro",596766,
"Tierrablanca Powerplant",-6.73333,-75.1,,3.0,
"Tierras Morenas Powerplant",10.4703,-84.9671,,129302.0,
"Tierschutverein Powerplant",0,0,"Wind",1109,
"Tietar Powerplant",0.0,0.0,,3258.1,
"Tietelsen 2 Powerplant",51.65,9.26667,,1450.0,
"Tieton Hydropower Powerplant",46.6628,-121.1932,"Hydro",50234,
"Tiffany Parsippany Powerplant",40.8578,-74.4264,,644.0,
"Tiffany Whippany Powerplant",40.8244,-74.4175,,666.0,
"Tiga Dam Powerplant",0,0,"Hydro",0,
"Tiger Barge Powerplant",22.868661085768,89.536883085966,"Heavy Fuel Oil",132053,110
"Tiger Bay Cogen Powerplant",27.7447,-81.85,"Natural Gas",542807,278.1
"Tiger Creek (ca) Powerplant",38.4414,-120.5051,"Hydro",303386,52.2
"Tiger Ridge Powerplant",48.55,-109.684,,0.0,
"Tigil-11 Powerplant",57.8,158.667,,2638.0,
"Tigrillos Powerplant",-2.31667,-78.1167,,0.0,
"Tihama Central Powerplant",27.4914,41.7108,,764681.0,
"Tihange Powerplant",50.52,5.23,"Nuclear",23400000,
"Tiirahi Powerplant",-17.8198,-149.137,,2798.0,
"Tijola 1 Powerplant",37.3461,-2.43326,,4994.0,
"Tijola 2 Powerplant",37.3461,-2.43326,,0.0,
"Tijuana Powerplant",32.52,-117.01,,395971.0,
"Tijuco Alto Powerplant",-19.8598,-44.016,,0.0,
"Tikaria Cement Plant Powerplant",26.2667,82.0667,,81931.0,
"Tikhedhunga Powerplant",28.2889,83.7601,,403.0,
"Tikitere Powerplant",-38.1387,176.245,,0.0,
"Tikvesh Powerplant",41.4331,22.0119,,221437.0,
"Tikyit Powerplant",20.1333,96.7833,,1.0512e+06,
"Tilaiya Powerplant",23.9833,85.35,,18089.0,
"Tilaiya Umpp Powerplant",23.9833,85.35,,0.0,
"Tilburg Powerplant",51.55,5.11667,,42242.0,
"Tilbury Docks Powerplant",51.4617,0.356814,,0.0,
"Tilbury Powerplant",51.454926,0.391677,"Biomass",7080034,750
"Tilbury Solar Powerplant",42.266785989,-82.433108934,"Solar Radiation",0,
"Tilcara Powerplant",-23.56,-65.36,,835.0,
"Tileagd Powerplant",47.06667,22.2,"Hydro",54080,
"Tilesa Factory Powerplant",40.4637,-3.74922,,1094.0,
"Tilghemt Powerplant",33.132748883067,3.3458250761032,"Natural Gas",685516,200
"Tilichiki-8 Powerplant",60.4667,166.1,,2196.0,
"Tilizat Powerplant",45.139913280869,3.0723159790039,"Wind",0,
"Tillamook Lumber Powerplant",45.455,-123.707,,28301.0,
"Tillari Dam Powerplant",0,0,"Hydro",0,
"Tillari Powerplant",20.3333,74.25,,115340.0,
"Tillburg Wind Powerplant",51.555514883268,5.0913047790527,"Wind",0,
"Tillery Powerplant",35.2145,-80.5227,"Hydro",191867,84
"Tillotson Rubber Powerplant",44.8622,-71.3042,,1354.2,
"Tilly Mill Powerplant",46.7222,14.1806,,1660.0,
"Tiloth (maneri Bhali I) Powerplant",30.7333,78.45,,273152.0,
"Tilton Powerplant",40.1063,-87.6539,"Natural Gas",87015,188
"Tiltvik Powerplant",68.2014,15.9486,,191.0,
"Tilwara-1 Powerplant",30.2833,78.9833,,0.0,
"Tilwara-2 Powerplant",30.2833,78.9833,,0.0,
"Tilwara Feeder Powerplant",23.8333,78.7167,,0.0,
"Tilwara Powerplant",22.1,79.55,,759.0,
"Tilwara Rishikesh Powerplant",30.2833,78.9833,,1145.6,
"Tim Powerplant",56.2,8.31667,,3900.0,
"Timarli Powerplant",40.3456,33.9864,,0.0,
"Timarn Powerplant",-44.397,171.255,,6637.0,
"Timarpur Ecopolis Powerplant",28.6358,77.2244,,0.0,
"Timatex Plant Powerplant",-0.789275,113.921,,2380.0,
"Timavo Mill Powerplant",45.7731,13.6017,,425049.0,
"Timbahan Powerplant",14.5497,121.004,,0.0,
"Timbedra Powerplant",16.2447,-8.1643,,189.62,
"Timbeque Powerplant",18.4833,-69.8833,,68021.0,
"Timber Creek Nt Powerplant",-15.6502,130.478,,229.0,
"Timber Road Powerplant",41.0775,-84.7272,,0.0,
"Timberland (fl) Powerplant",30.4359,-84.2836,,103335.0,
"Timberline Trail Lf Powerplant",45.4985,-91.3289,,5282.0,
"Timbi Powerplant",32.1024,77.5619,,0.0,
"Time/ha Powerplant",58.7333,5.7,,0.0,
"Timelkam Powerplant",48,13.6,"Natural Gas",696806,
"Times J&m Powerplant",39.5614,-90.7242,,978.0,
"Timfi Powerplant",0.0,0.0,,0.0,
"Timika Powerplant",-4.78333,136.533,,0.0,
"Timimoun Powerplant",29.247107169596,0.25751754641533,"Natural Gas",28835,50
"Timina River Station Powerplant",-5.49,143.71,,382.0,
"Timisoara Cch Powerplant",45.7494,21.2272,,0.0,
"Timisoara Cet Powerplant",45.709511286493,21.196777582518,"Coal",0,
"Timisoara Freidorf Powerplant",45.7494,21.2272,,0.0,
"Timisoara Hydro Powerplant",45.7494,21.2272,,6872.7,
"Timisoara Sud Powerplant",45.7494,21.2272,,0.0,
"Timisoara Vest Powerplant",45.8139,21.3331,,6897.0,
"Timmaspe Powerplant",54.1333,9.88333,,37690.0,
"Timna Powerplant",31.5667,34.75,,2625.0,
"Timo Powerplant",-2.43333,138.1,,29052.0,
"Timon Cruz Powerplant",-22.2167,-66.15,,1.0,
"Timor Wika Powerplant",0.0,0.0,,0.0,
"Timpagrande Powerplant",39.15,16.7833,,224781.0,
"Timpberg-2 Powerplant",0.0,0.0,,35270.0,
"Timpberg-3 Powerplant",0.0,0.0,,10613.0,
"Timpberg Powerplant",52.9439661,13.2173062,"Wind",23194,
"Tims Ford Powerplant",35.1967,-86.2783,"Hydro",79067,45.7
"Timsfors Powerplant",56.4833,13.5833,,28397.0,
"Timur Selatan Plant Powerplant",-6.75,130.75,,1028.0,
"Tin Fouye Powerplant",28.61201,7.50501,"Natural Gas",202737,
"Tina River Powerplant",-9.5388,160.093,,0.0,
"Tinajeros Crea Powerplant",39.0688,-1.74339,,0.0,
"Tinajeros Powerplant",39.069,-1.74384,,0.0,
"Tinaroo Falls Dam Powerplant",-17.26,145.47,"Hydro",3115,
"Tinau Khola Powerplant",27.5598,82.857,,0.0,
"Tinau Powerplant",27.6264,83.3789,,4300.0,
"Tinaztepe Powerplant",36.8841,30.7056,,0.0,
"Tinazzo Powerplant",45.8117,10.069,,0.0,
"Tinderhoj Skole Powerplant",0.0,0.0,,538.0,
"Tindouf Powerplant",27.631379420333,-8.116102963686,"Diesel Oil",19603,29.5
"Tine Powerplant",46.2555,6.96066,,21035.0,
"Tinedale Farm Powerplant",44.3542,-88.2601,,1627.0,
"Tinfos Powerplant",59.5667,9.28333,,208417.0,
"Ting Ting Powerplant",0.0,0.0,,0.0,
"Tingambto Powerplant",19,-100.2667,"Hydro",335233,
"Tinghu Powerplant",29.5958,120.817,,9382.0,
"Tinglayan B Powerplant",17.2761,121.162,,0.0,
"Tingling Powerplant",0.0,0.0,,0.0,
"Tingloy Powerplant",13.6569,120.872,,5133.0,
"Tingo De Ponaza Powerplant",-6.93584,-76.2535,,112.0,
"Tingo De Saposoa Powerplant",-7.11667,-76.6333,,153.0,
"Tingo Maria Powerplant",-9.28,-76.01,,75.0,
"Tingo Santander Powerplant",-11.5333,-76.8333,,12142.0,
"Tingret Powerplant",0.0,0.0,,0.0,
"Tingzhen Powerplant",0.0,0.0,,0.0,
"Tinian Dynasty Powerplant",15.0043,145.636,,4525.0,
"Tinian Powerplant",15.0,145.633,,53.0,
"Tinian Telesource Powerplant",15.0043,145.636,,4321.0,
"Tinker (nb) Powerplant",46.8606,-68.0125,,86857.0,
"Tinkisso Powerplant",10.75,-11.11,,45415.0,
"Tinley Park Powerplant",41.5674,-87.7927,,15.0,
"Tinoc-i Powerplant",0.0,0.0,,0.0,
"Tinoc-ii Powerplant",0.0,0.0,,0.0,
"Tinoc-iii Powerplant",0.0,0.0,,0.0,
"Tintane Powerplant",16.3946,-10.1737,,181.43,
"Tintaya Powerplant",-12.8575,-72.6933,,46041.0,
"Tintibi Powerplant",27.1439,90.6904,,846.0,
"Tintoria Serio Powerplant",45.7,9.67,,1680.0,
"Tintrofa Plant Powerplant",41.3507,-8.53779,,19050.0,
"Tinzen Powerplant",46.5833,9.61667,,153650.0,
"Tioxide Calais Powerplant",50.967903716173,1.8803672343711,"Natural Gas",122760,50
"Tipaimukh Powerplant",24.2354998,93.0253906,"Hydro",0,
"Tipan Powerplant",-15.7222,-72.5031,,693.0,
"Tipella Creek Powerplant",49.766393285,-122.169312972,"Hydro",0,16.7
"Tipitapa Powerplant",12.1973,-86.0971,,159885.0,
"Tipling Powerplant",27.2296,86.2325,,223.88,
"Tipsa Petro Powerplant",-38.9493,-68.0658,,56537.0,
"Tipsa Pottery Powerplant",-38.9493,-68.0658,,13867.0,
"Tipsport Arena Powerplant",50.7671,15.0562,,4651.5,
"Tipton (ia) Powerplant",41.7717,-91.1321,"Oil",510,8.9
"Tipton Plant Powerplant",36.0594,-119.312,,0.0,
"Tipton Powerplant",41.7717,-91.1321,,12.0,
"Tiputini Powerplant",-0.799127,-75.5103,,434.0,
"Tiquimani Powerplant",-16.1167,-68.0333,,49177.0,
"Tir John Landfill Powerplant",51.620787668324,-3.9432334899902,"Landfill Gas",3506,
"Tir Mostyn Powerplant",53.312985,-3.267343,"Wind",38981,
"Tirane Powerplant",41.33,19.82,,5316.0,
"Tirano Powerplant",46.2167,10.1667,,9636.0,
"Tiree Powerplant",56.499167,-6.869167,"Diesel Oil",7252,3
"Tirio Powerplant",19.7,-101.19,"Hydro",2732,1
"Tiripono Powerplant",41.9842,44.1158,,6980.0,
"Tirlung-2 Powerplant",0,0,"Hydro",7211,
"Tirlung-3 Powerplant",0,0,"Hydro",4507,
"Tirmadrid Powerplant",40.3451,-3.57786,,152634.0,
"Tiroda Powerplant",15.766472572375,73.703573942184,"Coal",0,3300
"Tirohia Landfill Powerplant",-37.3667,175.667,,11934.0,
"Tirotex-energo Powerplant",46.8403,29.6433,,0.0,
"Tirso-1 Powerplant",40.032651,8.896729,"Hydro",33802,20
"Tirso-2 Powerplant",40.032651,8.896729,"Hydro",6760,4
"Tirthan Powerplant",31.9667,77.1,,0.0,
"Tiruchirapalli Works Powerplant",10.8167,78.6833,,55392.0,
"Tirumala Hills Powerplant",13.2,79.1167,,0.0,
"Tirumala Powerplant",13.6833,79.35,,598.0,
"Tirumalai Powerplant",10.7667,79.8333,,0.0,
"Tirunelveli Biomass Powerplant",8.73333,77.7,,0.0,
"Tirunelveli Cape Powerplant",8.73333,77.7,,0.0,
"Tirunelveli Gil Powerplant",8.73333,77.7,,0.0,
"Tirunelveli Ir Powerplant",8.73333,77.7,,0.0,
"Tirunelvelli Mcl Powerplant",8.73333,77.7,,19408.0,
"Tiruvottiyur Factory Powerplant",13.15,80.3,,2809.0,
"Tis Abay Powerplant",11.4833,37.5833,"Hydro",353667,85
"Tisa River Powerplant",47.261044,21.0799426,"Hydro",0,
"Tisca Powerplant",44.2289,18.8886,,6017.0,
"Tishinskaya Powerplant",50.355,83.5133,,21766.0,
"Tishren Manbij Powerplant",36.5267,37.9564,,1.36861e+06,
"Tishren Powerplant",33.5,36.3,,2.77254e+06,
"Tismana Aval Powerplant",45.05,22.97,"Hydro",9013,
"Tismana Powerplant",45.05,22.97,"Hydro",318472,
"Tisova Powerplant",50.149904137291,12.610359192768,"Brown Coal",1633800,296
"Tissue Powerplant",0.0,0.0,,1818.5,
"Tistedalsfoss-2 Powerplant",59.1248,11.3875,,62789.0,
"Tistrup Powerplant",55.7167,8.61667,,3838.0,
"Tisza Ii Powerplant",47.9168,21.0759,,2.9583e+06,900.0
"Tiszalok Powerplant",48.01,21.38,"Hydro",58824,
"Tiszapalkonya Powerplant",47.9048,21.0553,,465758.0,
"Tiszavasvari Works Powerplant",47.96,21.35,,11772.0,
"Tit Mellil Powerplant",33.56,-7.49,,87684.0,
"Titaaviri Powerplant",-17.744927686555,-149.35936403344,"Hydro",3196,
"Titagarh Powerplant",22.732141389227,88.371445834637,"Coal",1676000,240
"Titang Powerplant",31.651,78.4752,,2428.0,
"Titanic Quarter Powerplant",54.5833,-5.93333,,0.0,
"Titas Powerplant",51.1657,10.4515,,472.0,
"Tithagur Mill Powerplant",22.7364,88.3736,,84124.0,
"Titlagarh Powerplant",20.3,83.15,,0.0,
"Titurga Chp Powerplant",56.946,24.1059,,705.0,
"Titus Powerplant",40.3061,-75.9081,"Coal",1480982,261
"Titusville Plant Powerplant",40.3134,-74.8615,,491.0,
"Tiverton (ns) Powerplant",44.3834,-66.2156,,1255.1,
"Tiverton Powerplant",41.6417,-71.17,"Natural Gas",1770931,272.5
"Tiverton Wind Powerplant",44.266788342,-81.541463944,"Wind",787.92,
"Tiwi Powerplant",13.459,123.683,,2.31599e+06,
"Tizayuca Powerplant",19.83,-98.98,,42663.0,
"Tizu-zungki Powerplant",26.1584,94.5624,,0.0,
"Tj Cogen Powerplant",0.0,0.0,,0.0,
"Tj Elder Ms Powerplant",32.9815,-82.8101,,0.0,
"Tj Labbe Powerplant",30.2554,-92.0433,,54804.0,
"Tjaerborg Powerplant",55.462,8.58386,"Wind",138746,17
"Tjarby Henriksfalt Powerplant",56.55,13.0333,,5203.0,
"Tjekkiet Powerplant",0.0,0.0,,0.0,
"Tjeldbergodden Cc Powerplant",63.4094,8.66006,,0.0,
"Tjeldbergodden Powerplant",63.4097,8.6578,"Natural Gas",0,150
"Tjele/vammen Powerplant",56.530166,9.5742999,"Wind",2040,
"Tjele Bio-energy Powerplant",56.5118,9.61371,,365.0,
"Tjele Kvorning Powerplant",56.5118,9.61371,,1224.0,
"Tjerkwerd Beabuorren Powerplant",53.041677482157,5.5014038085938,"Wind",771,
"Tjerkwerd Dijkstra Powerplant",53.0417,5.5014,,771.0,
"Tjerkwerd Heeres Powerplant",53.0417,5.5014,,247.0,
"Tjerkwerd Huitema Powerplant",53.0417,5.5014,,247.0,
"Tjerkwerd Hylkema Powerplant",53.0417,5.5014,,725.0,
"Tjerkwerd Repower Powerplant",53.0417,5.5014,,24061.0,
"Tjerkwerd Speerstra Powerplant",53.0417,5.5014,,247.0,
"Tjiwi Kimia Mill Powerplant",-7.46,112.43,,575878.0,
"Tjodan Powerplant",60.0612877,6.545162,"Hydro",559722,
"Tjonerschans Hospital Powerplant",52.95,5.93333,,2539.0,
"Tjonnesfoss Powerplant",58.960165,8.519576,"Hydro",28704,
"Tjorhom Powerplant",58.8885747,6.8519783,"Hydro",574074,
"Tjotaelva Powerplant",61.8167,6.15,,0.0,
"Tk Plant Powerplant",36.2048,138.253,,27759.0,
"Tkdc Plant Powerplant",16.6614,96.2575,,39231.0,
"Tkvarcheli Powerplant",42.9738,41.4422,,49773.0,
"Tlapizahuac Plant Powerplant",19.31,-98.88,,61429.0,
"Tlaxiaco Powerplant",17.05,-96.7167,,17.0,
"Tlilan Powerplant",19.5325,-99.1972,,1689.0,
"Tlokoeng Powerplant",-29.2333,28.9667,,3120.0,
"Tmf Biogas Powerplant",45.839855,-119.7005834,"Biogas",0,
"Tnb Darul Ehsan Powerplant",0.0,0.0,,0.0,
"Tnt Plant Powerplant",-5.86471,144.22,,523.0,
"Tnuva Tel-yosef Dairy Powerplant",0.0,0.0,,0.0,
"Toa Corp R&d Chem Lab Powerplant",35.8617,139.645,,2668.0,
"Toabre Powerplant",8.66667,-80.3167,,0.0,
"Toachi Eesd Powerplant",0.0,0.0,,234.0,
"Toachi Powerplant",-0.3166667,-78.95,"Hydro",0,
"Toadtown Powerplant",39.8153,-121.5827,"Hydro",5222,1.8
"Toamasina-3 Powerplant",-18.1095,49.3925,,18247.0,
"Toamasina-4 Powerplant",-18.1095,49.3925,,0.0,
"Toate Powerplant",46.1613,9.60064,,296.0,
"Toba Aquarium Powerplant",34.7303,136.509,,3179.0,
"Tobaccoville Powerplant",36.2326,-80.3988,,41514.0,
"Tobago New Powerplant",0.0,0.0,,0.0,
"Tobakla Village Powerplant",0.0,0.0,,15.674,
"Tobata (nsc) Powerplant",33.8833,130.833,,537562.0,
"Tobata Plant Powerplant",33.8833,130.833,,4766.0,
"Tobata Powerplant",33.8833333,130.8333333,"Coal",1673477,156
"Tobbe Pool Powerplant",52.1326,5.29127,,1419.0,
"Tobel Rebuild Powerplant",47.0456,9.42318,,457.0,
"Tobelackerli Tws Powerplant",47.1674,9.47794,,3792.6,
"Tobeli Rebuild Powerplant",47.13,9.31,,1258.0,
"Tobera Powerplant",42.7615,-3.29435,,328.0,
"Tobique Powerplant",46.795076,-67.684682,"Hydro",102237,20
"Tobishima Powerplant",39.1955,139.549,,292.0,
"Toblach Powerplant",46.7425,12.2314,,0.0,
"Tobolsk Powerplant",58.244806673614,68.443279266357,"Natural Gas",1647677,665
"Tobolsk Works Powerplant",0.0,0.0,,526098.0,
"Tobruk Powerplant",32.0836,23.9764,,293947.0,
"Tobu Steel Plant Powerplant",-6.2349,106.99,,3378.0,
"Tobu Toyoda Svc Station Powerplant",35.1802,136.907,,137.0,
"Toc Refinery Powerplant",12.7254,101.172,,454758.0,
"Toca Gas Plant Powerplant",29.8669,-89.8586,,2502.0,
"Toca Powerplant",-24.63333,-48.83333,"Hydro",4807,1.1
"Tocache Powerplant",-8.18,-76.51,,2892.0,
"Tocak-i Powerplant",0.0,0.0,,0.0,
"Tocco Da Casauria-2 Powerplant",42.2137,13.9135,,2241.0,
"Tocco Da Casauria Powerplant",42.213736,13.913504,"Wind",560,3.2
"Tochigi (k Co) Powerplant",36.5657,139.884,,1045.0,
"Tochigi (kao) Powerplant",36.532,140.142,,2861.0,
"Tochigi (senjyu) Powerplant",36.5657,139.884,,1038.0,
"Tochigi Bridgestone Powerplant",36.5657,139.884,,4771.0,
"Tochigi Jps Powerplant",36.3717,139.731,,1815.0,
"Tochigi Kokusai Powerplant",36.5657,139.884,,25268.0,
"Tochigi Plant Powerplant",36.5657,139.884,,4214.0,
"Tochigi Sumitomo Bakelite Powerplant",36.5657,139.884,,948.0,
"Tochigi Sumitomo Powerplant",36.5657,139.884,,19301.0,
"Tochio Powerplant",37.4667,139.0,,36672.0,
"Tocoma Powerplant",8.31628,-62.7127,,0.0,
"Tocopilla Powerplant",-22.096060473005,-70.214384794235,"Coal",4375926,990
"Toda Denki Tekko Powerplant",36.696,137.214,,109.0,
"Todd Hill Powerplant",55.1677,-1.6912,,0.0,
"Toddleburn Powerplant",55.772222222222,-2.8066666666667,"Wind",0,28
"Todhill Power Powerplant",54.9333,-2.98333,,1986.0,
"Tods Corner Powerplant",-41.9836597,146.7922296,"Hydro",3115,
"Toelangan Powerplant",-7.47583,112.648,,468.0,
"Toeuk Chas Powerplant",11.9914,105.465,,123.0,
"Tofol Powerplant",5.3279,163.008,,2819.0,
"Toftehojskolen-olstykke Powerplant",55.7936,12.1476,,937.0,
"Tofteland Windfarm Llc Powerplant",43.9836,-96.2172,,2625.0,
"Toftestallen Powerplant",60.4751,4.94629,,1770.0,
"Toftlund 1 Powerplant",55.1886,9.06925,,2040.0,
"Toftlund 2 Powerplant",55.1886,9.06925,,6529.0,
"Toftlund Gelsaen Powerplant",55.1886,9.06925,,9631.0,
"Toftlund Powerplant",55.1886,9.06925,,9521.0,
"Togagawa Powerplant",34.6913,135.183,,82092.0,
"Togetsukyo Bridge Powerplant",35.0211,135.754,,7.0,
"Togiak Powerplant",59.2281,-160.385,"Oil",1687,1.3
"Toging Powerplant",48.25,12.5833333,"Hydro",87010,
"Togliatti Powerplant",53.547151536993,49.453711509705,"Natural Gas",3066125,710
"Togliatti Vaz Powerplant",53.575073277536,49.245271682739,"Natural Gas",1641546,1172
"Toguztorouz Powerplant",41.2044,74.7661,,0.0,
"Tohana Plant Powerplant",29.1667,75.7167,,7008.0,
"Tohani-zarnesti Powerplant",45.5666667,25.3333333,"Hydro",451,
"Toherroe Powerplant",53.2842,-8.81917,,0.0,
"Tohma-medik Powerplant",38.3552,38.3095,,37218.0,
"Toho Gas Research Inst Powerplant",35.1802,136.907,,919.0,
"Tohoku D1 Powerplant",36.2048,138.253,,0.0,
"Tohoku Farm Powerplant",40.8221,140.747,,316.0,
"Tohoku Health Stadium Powerplant",38.2688,140.872,,3212.0,
"Tohoku Rika Powerplant",37.7607,140.473,,4098.0,
"Tohoku St Service Powerplant",43.0646,141.347,,204.0,
"Tohoku Study Center Powerplant",37.7607,140.473,,344.0,
"Toiture Powerplant",-21.3393,55.4781,,0.0,
"Tok Powerplant",63.3367,-142.9856,"Oil",13442,7.1
"Tokaanu Powerplant",-38.058219485,175.310201306,"Hydro",1005093,240
"Tokachi Makubetsu Hotel Powerplant",43.0646,141.347,,2533.0,
"Tokachi Powerplant",43.0646,141.347,,68971.0,
"Tokai Ajinomoto Powerplant",35.0228,136.903,,31488.0,
"Tokai Powerplant",36.4664341,140.6066624,"Nuclear",6314521,1100
"Tokai Textrint Plant Powerplant",-6.26111,107.153,,1674.0,
"Tokai Toray Powerplant",35.03,136.89,,234186.0,
"Tokar Powerplant",18.426,37.7275,,249.0,
"Tokashiki Research Powerplant",0.0,0.0,,636.02,
"Tokatta Powerplant",38.1211,140.573,,10598.0,
"Tokch'okdo Powerplant",37.6839,126.444,,1268.0,
"Toketee Falls Powerplant",43.3058,-122.5021,"Hydro",212147,42.6
"Tokiko Powerplant",35.4475,139.642,,240.0,
"Tokiwakan Powerplant",35.8167,137.65,,101.0,
"Tokke Powerplant",59.0643338,9.097896,"Hydro",2057097,
"Toklev Powerplant",62.58333,7.766667,"Hydro",9353,
"Toklev Two Powerplant",60.472,8.46895,,9353.0,
"Tokoen Powerplant",35.5011,134.235,,739.0,
"Tokorono Daisan Powerplant",36.2048,138.253,,9757.0,
"Tokrogang Powerplant",41.1547,126.289,,0.0,
"Toksook Bay Powerplant",60.6031,-164.76,,911.0,
"Toksun Datang Powerplant",42.8095,88.6509,,0.0,
"Toksun Huaneng Powerplant",42.8047,88.6362,,0.0,
"Toksun Mahatma Powerplant",42.734869252263,88.616183996201,"Coal",0,
"Toktogul Powerplant",41.655,72.635,"Hydro",5726917,1200
"Tokushima Factory Powerplant",34.0667,134.567,,38225.0,
"Tokushima Koyo Powerplant",34.0703,134.555,,2671.0,
"Tokushima Mill Powerplant",34.0703,134.555,,27490.0,
"Tokushima Plant Powerplant",34.0703,134.555,,3098.0,
"Tokushima Tsci Powerplant",34.0658,134.559,,89151.0,
"Tokuyama City Powerplant",34.05,131.817,,11439.0,
"Tokuyama Dam Powerplant",35.665278,136.502222,"Hydro",0,153
"Tokuyama Idemitsu Powerplant",34.05,131.817,,172229.0,
"Tokuyama Plant (ns) Powerplant",34.05,131.817,,11681.0,
"Tokuyama Refinery Powerplant",34.05,131.817,,5886.0,
"Tokuyama Teijin Powerplant",34.05,131.817,,22674.0,
"Tokwe-murkosi Powerplant",0.0,0.0,,0.0,
"Tokyo (daiichi) Powerplant",35.6895,139.692,,3902.0,
"Tokyo Bay Hilton Hotel Powerplant",35.654,139.902,,4280.0,
"Tokyo Bay Hotel Tokyu Powerplant",35.6047,140.123,,1811.0,
"Tokyo Bay Powerplant",0.0,0.0,,0.0,
"Tokyo Brewery Powerplant",35.6895,139.692,,0.0,
"Tokyo Bridgestone Powerplant",35.6895,139.692,,21811.0,
"Tokyo Central Powerplant",35.6149,139.581,,56035.0,
"Tokyo Coastal Powerplant",0.0,0.0,,0.0,
"Tokyo Dai-ichi Life Powerplant",36.2048,138.253,,24706.0,
"Tokyo Daiichi Hotel Powerplant",33.8392,132.766,,450.0,
"Tokyo East 21 Powerplant",35.6895,139.692,,523.0,
"Tokyo Engineering Univ Powerplant",35.6895,139.692,,2302.0,
"Tokyo Fertilizer Assn Powerplant",35.6895,139.692,,257.0,
"Tokyo Fuji Powerplant",36.2048,138.253,,799.0,
"Tokyo Gas Appliances Powerplant",35.6895,139.692,,767.0,
"Tokyo Gas Bldg Powerplant",35.6149,139.581,,7759.0,
"Tokyo Gas R&d Inst Powerplant",35.6895,139.692,,920.0,
"Tokyo Gas Sci Cent Powerplant",35.6895,139.692,,202.0,
"Tokyo Harbor Landfill Powerplant",35.6894875,139.6917064,"Landfill Gas",4078,
"Tokyo Industrial Academy Powerplant",35.6895,139.692,,150.0,
"Tokyo Industrial Univ Powerplant",35.6895,139.692,,45.0,
"Tokyo Jil Powerplant",36.2048,138.253,,8590.0,
"Tokyo Kaneka Powerplant",35.6895,139.692,,41373.0,
"Tokyo Lab Global Env Powerplant",35.4475,139.642,,194.0,
"Tokyo Med & Dental Univ Powerplant",35.6895,139.692,,1059.0,
"Tokyo Nakamuraya Powerplant",35.6895,139.692,,242.0,
"Tokyo Nippon Kinzoku Powerplant",35.6895,139.692,,241.0,
"Tokyo North Powerplant",35.6149,139.581,,48374.0,
"Tokyo Ntt Data Powerplant",35.6895,139.692,,4161.0,
"Tokyo Ntt Powerplant",35.6895,139.692,,16363.0,
"Tokyo Plant (kao) Powerplant",35.6149,139.581,,3923.0,
"Tokyo Rinkai Powerplant",35.6895,139.692,,12181.0,
"Tokyo Sanwa Powerplant",35.6895,139.692,,62120.0,
"Tokyo Seiko Epson Plant Powerplant",35.6895,139.692,,83325.0,
"Tokyo Sewage Powerplant",35.6894875,139.6917064,"Biogas",6894,
"Tokyo Taiyo Powerplant",35.6895,139.692,,19062.0,
"Tokyo Tanabe Resort Powerplant",34.2261,135.167,,1046.0,
"Tokyo Waterfront Powerplant",0.0,0.0,,0.0,
"Tokyo Wtc Building Powerplant",35.68,139.75,,416.0,
"Tokyu Comm Engnr Center Powerplant",35.6895,139.692,,45.0,
"Tokyu Harvest Amagikogen Powerplant",34.9756,138.383,,950.0,
"Tokyu Harvest Hamanako Powerplant",34.9756,138.383,,636.0,
"Tokyu Kitami Bldg Powerplant",43.0646,141.347,,2659.0,
"Toland Road Landfill Powerplant",34.2783352,-119.2931676,"Landfill Gas",137,
"Tolar Grande Powerplant",-24.6,-67.45,,127.0,
"Toldeo Cebu Powerplant",10.3792,123.642,,0.0,
"Tolebi Powerplant",43.2448,76.8524,,0.0,
"Toledo (sangi) Powerplant",10.37917,123.6419,"Coal",504315,
"Toledo Bend Powerplant",31.1739,-93.5648,"Hydro",270149,81
"Toledo Dana Powerplant",41.6466,-83.5453,,1631.0,
"Toledo Gea Powerplant",41.6639,-83.5552,,36799.0,
"Toledo Solar Powerplant",39.86666,-4.35,"Solar Radiation",1498,
"Toledo Tsk Powerplant",39.7599,-3.16452,,0.0,
"Tolentino Mill Powerplant",43.2,13.2833,,20918.0,
"Tolentino Mini Powerplant",43.2126,13.2901,,0.0,
"Tolentino Powerplant",43.2126,13.2901,,66678.0,
"Tolhuin Powerplant",-54.53,-67.2,,3283.0,
"Toli Powerplant",29.85,79.7667,,537.04,
"Toliary (tulear) Powerplant",-23.35,43.6667,,59277.0,
"Tolimarjon Powerplant",37.2242,67.2783,,1.16453e+06,
"Tolk Powerplant",34.1847,-102.5686,"Coal",7537506,1136
"Tolkkinen Powerplant",60.3923,25.6651,,34695.0,
"Tolko Manitoba Powerplant",53.8251,-101.254,,1.3655e+06,
"Tolla Powerplant",41.963831661857,8.9594292645052,"Hydro",18810,16
"Tollered Powerplant",57.95,12.1,,13537.0,
"Tolmachev-1 Powerplant",56.277209080887,160.17723083496,"Hydro",0,2.2
"Tolmachev-2 Powerplant",55.1027,159.011,,0.0,
