"plant_name","latitude","longitude","fuel_used","OutputMWh","elec_capacity_MW"
"El Puente Soboce Powerplant",-21.2833,-65.2833,,0.0,
"El Puerto Y Trinidad Powerplant",40.7134,-0.829576,,51273.0,
"El Pueyo Powerplant",42.7191,-0.300893,,15635.0,
"El Pulpal Powerplant",41.779,-1.98391,,35265.0,
"El Puntal Powerplant",37.0176,-2.07857,,0.0,
"El Puyo Powerplant",-1.46667,-77.9833,,0.0,
"El Qara Fiield Powerplant",26.0667,32.0833,,25160.0,
"El Quebracho Powerplant",-24.85,-60.613,,45.0,
"El Quemado Powerplant",-24.2398,-60.8183,,3.0,
"El Quimbo Powerplant",2.38677,-75.5453,,0.0,
"El Quimil Powerplant",-26.1852,-58.1754,,2.0,
"El Rancho Hs Powerplant",33.9694,-118.099,,245.0,
"El Raso Powerplant",40.1706,-5.33926,,0.0,
"El Reboso Powerplant",37.2679,-6.06264,,0.0,
"El Recreo Powerplant",14.65,-91.5833,,0.0,
"El Redondal Powerplant",42.58333,-6.466667,"Wind",62558,
"El Redondo Powerplant",0.0,0.0,,0.0,
"El Relumbar Powerplant",38.9667,-1.21667,,0.0,
"El Rincon Powerplant",-34.7167,-71.0667,,2205.5,
"El Rio Powerplant",6.5,-72.6167,,35727.0,
"El Robledo Powerplant",39.219,-4.28099,,3320.7,
"El Rocio Powerplant",37.2647,-6.51667,,0.0,
"El Romeral Powerplant",37.48,-5.63,,7855.0,
"El Ronco Powerplant",13.6458,-89.2633,,271305.0,
"El Rudeo Powerplant",37.3562,-4.98896,,32710.0,
"El Rumor Powerplant",4.08466,-76.1954,,4326.0,
"El Sadat Paper Powerplant",29.1761,30.8004,,0.0,
"El Salero Powerplant",37.811,-2.54116,,77.0,
"El Salobral-i Powerplant",37.6798,-4.55355,,0.0,
"El Salto (inde) Powerplant",14.305,-90.785,,25971.0,
"El Salto Constanza Powerplant",18.91,-70.75,"Hydro",2577,
"El Salto Enersur Powerplant",-53.2667,-69.4833,,0.0,
"El Salto Hidroaysen Powerplant",0.0,0.0,,0.0,
"El Salto Melo Powerplant",0.0,0.0,,0.0,
"El Salto Siuna Powerplant",0.0,0.0,,0.0,
"El Salto Yarumal Powerplant",6.96,-75.4,,4758.0,
"El Salvador Steam Powerplant",0,0,"Hydro",0,
"El Sardon Powerplant",36.76667,-2.966667,"Wind",52131,
"El Sarton Powerplant",37.5167,-7.41667,,52131.0,
"El Sauce Powerplant",-6.48333,-76.3667,,0.0,
"El Saucito Powerplant",37.5486,-7.1147,,69640.0,
"El Sauco Powerplant",37.5,-2.46667,,0.0,
"El Sauz Powerplant",20.5,-100.13,"Natural Gas",2122470,
"El Sauzalito Powerplant",-26.5858,-60.954,,1068.0,
"El Segundo Basin Prs Powerplant",33.9182,-118.404,,2595.0,
"El Segundo City Prs Powerplant",33.9182,-118.404,,1451.0,
"El Segundo Decogen Powerplant",33.9182,-118.404,,1886.0,
"El Segundo Powerplant",33.9106,-118.425,"Natural Gas",568544,684
"El Segundo Refinery Powerplant",33.9058,-118.4031,"Natural Gas",1001338,136.9
"El Sepaucal Powerplant",-43.6846,-69.2746,,14.0,
"El Shabab Powerplant",30.46624,31.92684,"Natural Gas",317561,100
"El Sifon Powerplant",40.533222,-5.405515,"Hydro",1684,
"El Sindigo Powerplant",8.78333,-82.4333,,0.0,
"El Sobrante Frisbie Powerplant",37.9772,-122.294,,132.0,
"El Sobrante Landfill Powerplant",33.7818,-117.4723,"Landfill Gas",7648,
"El Soldado Powerplant",38.3833,-5.0,,1952.9,
"El Solitario Powerplant",-26.1852,-58.1754,,3.0,
"El Solvente Powerplant",38.146997,-1.34261,"Hydro",3225,2.94
"El Sombrio Powerplant",42.3409,-3.69976,,0.0,
"El Tablado Powerplant",41.7167,-1.81667,,40478.0,
"El Tablon Powerplant",14.0833,-88.3167,,0.0,
"El Tebbin Powerplant",29.77523,31.29821,"Natural Gas",0,700
"El Teniente Powerplant",-34.16,-70.75,,73913.0,
"El Teribe Powerplant",9.35638,-82.6667,,7.0,
"El Teruelo Powerplant",42.1933,-4.29394,,0.0,
"El Tesoro Powerplant",37.615058,-5.666942,"Solar Radiation",0,
"El Tigre Powerplant",-34.5833,-68.55,,40072.0,
"El Tor Powerplant",28.2364,33.6254,,0.0,
"El Torcido Powerplant",39.18333,-1.783333,"Hydro",787,0.72
"El Tordillo Powerplant",-45.8833,-68.0833,,25623.0,
"El Toro Aliso Powerplant",33.5955,-117.708,,5388.0,
"El Toro Ejsedsa Powerplant",-22.6633,-66.2367,,57.0,
"El Toro Powerplant",-37.4667,-72.35,,2.1274e+06,
"El Toro Prs Powerplant",-20.2208,-70.1431,,0.0,
"El Trapial Field Powerplant",-38.9493,-68.0658,,26775.0,
"El Trapiche Powerplant",21.4333,-104.2,,432.0,
"El Trebal Wwtp Powerplant",-33.4569,-70.6483,,0.0,
"El Trujillo Powerplant",37.610321,-5.824717,"Solar Radiation",0,
"El Tunal Powerplant",-24.78,-65.41,,30611.0,
"El Turbio Powerplant",-43.6846,-69.2746,,23.0,
"El Vado Dam Powerplant",36.6306,-106.6033,"Hydro",37330,
"El Vado Powerplant",36.5939,-106.728,,23138.0,
"El Valle Powerplant",9.07332,-79.5096,,7.0,
"El Ventoso Powerplant",38.5757,-5.16653,,2259.0,
"El Venzo Powerplant",36.4569,-5.92717,,0.0,
"El Verde Powerplant",20.3333,-104.5,,32857.0,
"El Viejo Powerplant",9.86886,-85.4814,,122309.0,
"El Villar Powerplant",38.5073,-2.44051,,6998.0,
"El Viso Powerplant",39.2667,-1.23333,,4619.1,
"Elacc Powerplant",32.0433,-118.154,,1407.0,
"Elana Powerplant",53.0138,18.5981,,23851.0,
"Elandsrand Mine Powerplant",-26.3609,27.3977,,8404.9,
"Elaneeru Powerplant",13.9833,75.3,,980.19,
"Elango Powerplant",0.0,0.0,,0.0,
"Elassona Powerplant",39.8947,22.1886,,0.0,
"Elazig Seker Fb Powerplant",38.681,39.2264,,4478.0,
"Elbasan-ii Powerplant",41.1125,20.0822,,0.0,
"Elbasan Mini-i Powerplant",41.1125,20.0822,,0.0,
"Elbasan Powerplant",41.11,20.08,,8515.0,
"Elbe Ot Gustedt Powerplant",52.0831,10.2831,,652.0,
"Elbeltoft Powerplant",56.2,10.68333,"Wind",7998,
"Elberfeld Powerplant",51.26,7.18,"Coal",787526,100
"Elbeuf Powerplant",49.2922,1.00691,,2798.0,
"Elbingerode Powerplant",51.768921,10.80635,"Wind",11307,
"Elbistan Seker Fb Powerplant",37.5833,36.9333,,55492.0,
"Elblag Biomass Powerplant",54.1522,19.4088,,0.0,
"Elblag Powerplant",54.18,19.4,,279435.0,
"Elbow Creek Powerplant",32.215851019974,-101.43093109131,"Wind",0,
"Elbow Creek Wind Project Llc Powerplant",32.1408,-101.3986,"Wind",322700,
"Elbridge Powerplant",43.6858,-86.219,,0.0,
"Elc New Guinea Hydro Powerplant",0,0,"Hydro",241,
"Elche Wwtp Powerplant",38.2622,-0.701065,,1385.9,
"Elcho Powerplant",50.307771,18.968576,"Coal",945329,220
"Elclor Plant Powerplant",-23.6639,-46.5383,,86086.0,
"Elcom Mobile Powerplant",-6.31499,143.956,,22221.0,
"Eldaren Powerplant",58.1804,13.9582,,9959.5,
"Eldforsen Powerplant",60.51667,14.21667,"Hydro",0,3.2
"Eldikanskoy Powerplant",58.824,128.677,,3199.0,
"Eldingen Biogas Powerplant",52.6833,10.3333,,0.0,
"Eldorado Natl Spring Wtr Powerplant",39.9778,-105.132,,0.0,
"Eldorado Psp Powerplant",36.2674,-115.1586,"Hydro",0,
"Eldorado Reservoir Powerplant",49.93,-119.43,"Hydro",0,1.1
"Eldoret Powerplant",0.52,35.28,"Oil",0,40
"Eldred L Field Powerplant",42.6435,-71.3101,,48559.0,
"Eldsberga Mit Powerplant",56.6,13.0,,5203.0,
"Eldsberga Stjernarps Powerplant",56.6,13.0,,5203.0,
"Elduayen Powerplant",38.9112,-6.21999,,47316.0,
"Eldvorp Powerplant",65.2667,-21.2333,,0.0,
"Elebras Cidreira-i Powerplant",-30.1811,-50.2056,,0.0,
"Elebras Quinta I Powerplant",-29.5345,-53.3906,,0.0,
"Electra (ca) Powerplant",38.421,-120.549,"Hydro",375536,102.5
"Electrabel Gas Dist Powerplant",50.8504,4.34878,,11789.0,
"Electric Avenue Powerplant",38.4732,-77.9967,,336.0,
"Electric Junction Powerplant",41.7778,-88.2429,,12316.0,
"Electrical Valley Tower Powerplant",38.8511,115.49,,0.0,
"Electrifarm Powerplant",42.4407,-92.4205,"Natural Gas",25154,264.1
"Electriona Powerplant",9.93333,-84.0833,,27794.0,
"Electro Gen Cristal Powerplant",16.9167,-89.9,,0.0,
"Electrogeneracion Powerplant",14.4875,-90.6153,,15117.0,
"Electron Brazil Powerplant",-3.1223322699204,-59.93168592453,"Natural Gas",96217,108
"Electron Powerplant",47.1333,-122.3722,"Hydro",123819,22.8
"Electroquil Powerplant",-2.23333,-80.0667,,422526.0,
"Electroquimica Powerplant",21.9833333,-99.0166667,"Hydro",3476,1
"Electrovapor Powerplant",40.4165,-3.70256,,4097.0,
"Elefsina Works Powerplant",38.0333,23.5333,,601296.0,
"Elegis Powerplant",39.737239,45.308026,"Hydro",16013,
"Elektrostal Powerplant",55.7919,38.4422,,135826.0,
"Eleme Refinery Powerplant",4.77742,7.0134,,163520.0,
"Elena Powerplant",0.0,0.0,,0.0,
"Elenovka Hog Farm Powerplant",48.921,34.9156,,0.0,
"Eleousa Powerplant",40.7331,22.5992,,24244.0,
"Elephant Butte Powerplant",33.1319,-107.2514,"Hydro",27797,27.9
"Eletrosul Hq Powerplant",-27.5967,-48.5492,,0.0,
"Eletskaya Powerplant",52.594567994529,38.51477265358,"Natural Gas",59535,70
"Eleuthera Hb Powerplant",25.1,-76.1333,,6001.0,
"Eleuthera Hi Powerplant",25.1,-76.1333,,3665.0,
"Eleuthera Rock Sound Powerplant",25.1,-76.1333,,17424.0,
"Eleven Star Properties Powerplant",28.6358,77.2244,,886.0,
"Elevska Powerplant",0,0,"Hydro",0,
"Elfiore Mini Powerplant",0.0,0.0,,0.0,
"Elgera Powerplant",-6.11667,-76.95,,35906.0,
"Elgersdorf Powerplant",51.0667,13.3833,,284.0,
"Elgin Commun College Powerplant",42.035,-88.2392,,1547.0,
"Elgin Energy Powerplant",41.9997,-88.2445,,19297.0,
"Elgo-longwood Powerplant",-36.8,145.417,,0.0,
"Elhamrawien Powerplant",26.6964,30.258,,6.0,
"Elho Jeans Plant Powerplant",-34.6084,-58.3732,,1760.0,
"Elhovo Powerplant",42.1667,26.5667,,0.0,
"Eli Lilly And Co Tippecanoe Laboratories Powerplant",40.3158,-86.8742,,3.0,
"Elias Powerplant",39.2669,9.05167,,0.0,
"Eliasbrunn Powerplant",54.0887,12.1405,,1740.0,
"Eliat Dorad Powerplant",29.558,34.9482,,0.0,
"Elim Powerplant",64.7582,-162.082,,339.0,
"Eliock Powerplant",55.3333,-3.88333,,549.0,
"Eliosgen Chivasso Powerplant",45.1894,7.88722,,0.0,
"Eliosgen Presicce Powerplant",39.8991,18.2617,,0.0,
"Elisenhof Powerplant",51.7191,8.75439,,21165.0,
"Elisenhutte Powerplant",51.165691,10.451526,"Hydro",2843,
"Eliseo Caamano Powerplant",22.4175,-83.6981,,17445.0,
"Elista Ges Powerplant",46.3078,44.2558,,0.0,
"Elista Powerplant",46.3078,44.2558,,0.0,
"Elite Kraft Factory Powerplant",0.0,0.0,,0.0,
"Elitheni Powerplant",-31.4667,27.3333,,0.0,
"Elizabeth Ok Towel Powerplant",40.6639,-74.2111,,654.0,
"Elizabeth River Powerplant",36.7522,-76.2168,,39312.0,
"Elizabethtown (nc) Powerplant",34.6888,-78.4826,,19755.0,
"Elizabethtown Home Powerplant",40.1674,-76.6045,,909.0,
"Elk Basin Gasoline Plant Powerplant",44.9806,-108.843,,13032.0,
"Elk City Station Powerplant",41.3842,-96.3875,,47449.0,
"Elk City Wind Powerplant",35.4119944,-99.4042592,"Wind",0,
"Elk Creek Powerplant",45.015,-116.326,,6419.0,
"Elk Falls Powerplant",50.0163,-125.245,,363942.0,
"Elk Grove Solar Powerplant",38.4087993,-121.3716178,"Solar Radiation",0,
"Elk Hills Cogen Powerplant",35.4743,-119.758,,363000.0,
"Elk Hills Power Powerplant",35.2803,-119.311,"Natural Gas",3645142,623
"Elk Hills Reserve Powerplant",35.2274,-119.321,,166559.0,
"Elk Mound Powerplant",44.9019,-91.5678,"Natural Gas",30985,71
"Elk Rapids Dam Powerplant",44.9097,-85.3964,"Hydro",1954,
"Elk Rapids Powerplant",44.7632,-85.6206,,2093.0,
"Elk River (1971) Powerplant",45.3158,-93.5781,,24128.0,
"Elk River (2039) Powerplant",45.2958,-93.5542,,129850.0,
"Elk River (gre) Powerplant",45.2958,-93.5542,"Biomass",194598,248.8
"Elk River (mn) Powerplant",45.3158,-93.5781,,157.0,12.2
"Elk River Landfill Powerplant",45.345,-93.5658,"Landfill Gas",6373,
"Elk River Wind Powerplant",37.6068,-96.6208,"Wind",197258,
"Elk Run Powerplant",42.4155,-92.3629,,0.0,
"Elk Valley Powerplant",50.56,-111.89,,0.0,
"Elk Wind Powerplant",42.6444313,-91.4012515,"Wind",0,
"Elk Wise Powerplant",39.0088,-123.549,,13.0,
"Elkerparken Powerplant",55.652,9.39421,,937.0,
"Elkhart (in) Powerplant",41.6928,-85.965,"Hydro",19682,3.4
"Elkhart Plant Powerplant",41.682,-85.9767,,210.0,
"Elkhorn Ridge Powerplant",42.59889,-97.64528,"Wind",0,
"Elkhorn Ridge Wind Llc Powerplant",42.6978,-97.6189,"Wind",164660,
"Elkhorn Valley Powerplant",45.053,-117.9113,"Wind",132360,
"Elkins Powerplant",36.0014,-94.0081,,0.0,
"Elko (bc) Powerplant",49.3,-115.1167,"Hydro",49074,12
"Elkton Powerplant",38.3836,-78.6528,,15147.0,
"Ellahi-2 Powerplant",31.1156,74.4467,,0.0,
"Ellahi-3 Powerplant",31.7131,73.9783,,0.0,
"Ellapita Ella Powerplant",6.9314,80.3352,,1459.0,
"Ellberg Powerplant",0.0,0.0,,53.401,
"Ellcot Mill Powerplant",25.366,68.3122,,4681.0,
"Ellenberg Powerplant",49.65,7.15,,2899.0,
"Elleno Powerplant",58.56,12.0,,1045.0,
"Ellenstedt Powerplant",52.8131,8.40918,,0.0,
"Ellesmere Refinery Powerplant",52.9167,-2.88333,,92611.0,
"Ellewewa Powerplant",8.3939,80.6453,,0.0,
"Ellgau Powerplant",48.6,10.86667,"Hydro",18957,
"Ellhoft Powerplant",54.88334,8.95,"Wind",22614,
"Ellicottville Fitzpatrick Powerplant",42.2751,-78.6728,,0.0,
"Ellidaar Powerplant",64.1109799,-21.8169808,"Hydro",6276,
"Ellidshoj-ferslev Powerplant",56.2639,9.50178,,3785.0,
"Ellinwood Powerplant",38.3541,-98.5647,"Oil",61,8.5
"Elliot Creek Powerplant",49.6164,-120.769,,0.0,
"Elliot House Powerplant",54.9733,-1.61396,,0.0,
"Elliot Neighbour Powerplant",49.1064,-122.825,,0.0,
"Elliots Hill Powerplant",54.76667,-6.016667,"Wind",9172,5
"Elliott Chute Powerplant",46.316802101,-79.466327813,"Hydro",9201,2
"Elliott Falls Powerplant",44.7274,-78.8117,,3578.0,
"Elliott Powerplant",-17.55,133.533,,746.0,
"Ellis (1275) Powerplant",0.0,0.0,,0.0,
"Ellis (ks) Powerplant",38.9101,-99.3115,,6458.0,
"Ellis County Powerplant",39.0119,-98.4842,,0.0,
"Ellis Hospital Powerplant",42.8821,-73.9859,,1739.0,
"Ellis Station Powerplant",-46.0167,169.517,,28478.0,
"Ellkor Solar Powerplant",37.979453933076,23.716220855713,"Solar Radiation",0,
"Ellsworth Powerplant",44.5442,-68.4306,"Hydro",22376,8.9
"Ellwood Powerplant",34.4303,-119.912,,64009.0,58.0
"Ellzee Powerplant",48.3333,10.3167,,1365.0,
"Elm Court Powerplant",40.3679,-74.6543,,49.0,
"Elm Creek Wind Llc Powerplant",43.8047,-94.8278,"Wind",290530,
"Elm Creek Wind Powerplant",43.76222,-94.70695,"Wind",0,
"Elm Road Powerplant",42.8802,-87.9005,,0.0,
"Elmali Powerplant",40.143,27.2546,,0.0,
"Elmendorf Afb Powerplant",61.2646,-149.805,,1402.0,
"Elmendorf Flight Powerplant",61.2646,-149.805,,3173.0,
"Elmendorf Hospital Powerplant",61.2646,-149.805,,1450.0,
"Elmenhorst Powerplant",54.15,12.0,,0.0,
"Elmer B Harris Powerplant",32.3814,-86.5736,,3.48381e+06,
"Elmer Powerplant",43.9275,-74.2886,"Hydro",10797,2
"Elmer Smith Powerplant",37.7958,-87.0597,"Coal",2446308,445.3
"Elmira Hs Powerplant",44.0657,-123.355,,0.0,
"Elmore Powerplant",33.1777,-115.6033,"Geothermal",308961,35.8
"Elmschenhagen Powerplant",54.3213,10.1349,,211.72,
"Elmsford Cola Powerplant",41.0597,-73.817,,1810.0,
"Elmwood Avenue Powerplant",43.2655,-77.6772,,83212.0,
"Elogio Powerplant",0.0,0.0,,0.0,
"Elordi Powerplant",40.463667,-3.74922,"Hydro",510,
"Eloy Chaves Powerplant",-22.1158,-46.6828,,88839.0,
"Eloyes Powerplant",48.1,6.61667,,0.0,
"Eloyes Rebuild Powerplant",0.0,0.0,,0.0,
"Elpersbuttel Denker Powerplant",54.2194,9.69612,,1740.0,
"Elpersbuttel Drathen Powerplant",54.2194,9.69612,,1450.0,
"Elpershofen Powerplant",49.2242,9.90083,,190.0,
"Elpo Yoroko Powerplant",35.0116,135.768,,51.0,
"Elrama Powerplant",40.2524,-79.9186,"Coal",2231618,510
"Elroy Powerplant",43.7486,-90.2764,"Oil",61,6.6
"Els Escambrons Powerplant",41.3053,0.424416,,0.0,
"Els Pessells Powerplant",41.1187,1.24533,,0.0,
"Els Salts Powerplant",41.75,1.0,,879.43,
"Elsdorf-1 Powerplant",50.9374,6.56828,,8156.8,
"Elsdorf-ii Powerplant",53.3,9.28333,,0.0,
"Elsdorf Efi Powerplant",0.0,0.0,,3956.1,
"Elsdorf Ostwind Powerplant",51.1045407,13.2017384,"Wind",10437,
"Elsfleth Wehrder Powerplant",53.237482315279,8.4566402435303,"Wind",107,
"Elsfleth Westkamper Powerplant",53.2375,8.45664,,435.0,
"Elsfleth Wind Park Powerplant",53.237482315279,8.4566402435303,"Wind",56536,
"Elsie Hotel Powerplant",35.6149,139.581,,296.0,
"Elsinore Alberhill Powerplant",33.9533,-117.396,,1809.0,
"Elsmore Powerplant",37.8126,-95.1576,,328.0,
"Elspe-lennest Powerplant",0.0,0.0,,3215.1,
"Elsta/thonberg Powerplant",51.132649,14.456844,"Wind",34791,
"Elsta Powerplant",51.333158954494,3.778395652771,"Natural Gas",1841896,480
"Elster Powerplant",51.8333,12.8333,,86978.0,
"Elsterheide Powerplant",51.0509,13.7383,,63784.0,
"Elsterwerda Powerplant",51.45,13.5333,,70552.0,
"Elsterwerda Seeba Powerplant",51.45,13.5333,,19486.0,
"Elstow Landfill Powerplant",52.1,-0.4666667,"Landfill Gas",3700,
"Elstree Moat House Powerplant",51.5085,-0.125742,,334.0,
"Elswick Powerplant",54.6833,-1.28333,,839.0,
"Eltingo Powerplant",-7.785,-77.5942,,11028.0,
"Eltingo San Nicolas Powerplant",-6.76667,-78.6167,,256.0,
"Eltmann Mill Powerplant",49.9666667,10.6666667,"Natural Gas",435518,
"Eltopia Branch Canal 4.6 Powerplant",46.5014,-118.098,,8052.0,
"Elvershausen Powerplant",51.7,10.1,,493.0,
"Elverta Substation Powerplant",38.5794,-121.529,,39.0,
"Elwha Hydroelectric Project Powerplant",48.085,-123.551,,45840.0,
"Elwood Energy Powerplant",41.4388,-88.1236,"Natural Gas",2628607,1728
"Elwood Indeck Powerplant",41.4224,-88.081,,0.0,
"Elws Krasnodar Powerplant",45.0421,38.9806,,2634.0,
"Ely (nv) Powerplant",39.2512,-114.88,,0.0,
"Ely Powerplant",51.96667,1.15,"Biomass",112843,
"Elz Powerplant",47.66667,9.816667,"Hydro",603,
"Elze Powerplant",52.581565589931,9.7349166870117,"Wind",0,3.2
"Em Powerplant",57.0413,16.4446,,0.0,
"Ema-power Powerplant",46.98,18.93,,301300.0,
"Emabella Ac Powerplant",-30.0002,136.209,,449.0,
"Emabella Powerplant",-30.0002,136.209,,265.0,
"Emalahleni Powerplant",-33.3666667,27.05,"Wind",0,
"Emas Powerplant",-21.9333,-47.3667,,14163.0,
"Emasesa Landfill Powerplant",40.463667,-3.74922,"Landfill Gas",792,
"Embaiuba Powerplant",-15.9653,-54.9683,,0.0,
"Embakasi Substation Powerplant",-1.2833333,36.8166667,"Diesel Oil",17857,100
"Embalajes Y Cajas Plant Powerplant",41.3333,2.1,,11968.0,
"Embalse Powerplant",-32.18333,-64.48333,"Nuclear",4054774,
"Embalut Pln Powerplant",2.28333,118.083,,0.0,
"Embassy Suites Brea Powerplant",33.9296,-117.871,,718.0,
"Embassy Suites Santa Ana Powerplant",33.716,-117.903,,767.0,
"Embid De La Ribera Powerplant",41.4229,-1.59615,,3936.0,
"Embilipitiya Mill Powerplant",7.1,81.4,,0.0,
"Embilipitiya Powerplant",7.109,81.4091,,24840.0,
"Embly Egg Ranch Powerplant",32.8383,-116.868,,198.0,
"Emborcacao Powerplant",-18.63,-48.18,"Hydro",5114386,1192
"Embretsfos Powerplant",59.9333333,10,"Hydro",99984,
"Embretsfoss-ii Powerplant",59.9333,10.0,,66707.0,
"Embretsfoss-iv Powerplant",59.9333,10.0,,0.0,
"Emden/wybelsum Powerplant",53.3666667,7.2166667,"Wind",63784,
"Emden Ostrriesland Powerplant",53.3667,7.21667,,232.0,
"Emden Powerplant",53.354436363636,7.2510181818183,"Natural Gas",607502,430
"Emden Wds Powerplant",53.3667,7.21667,,87.0,
"Eme Dolar-1 Powerplant",37.1764874,-3.5979291,"Wind",0,
"Eme Ferriera-2 Powerplant",37.1764874,-3.5979291,"Wind",0,
"Emec Atlantis Powerplant",0.0,0.0,,0.0,
"Emec Openhydro Powerplant",0.0,0.0,,566.62,
"Emeishan Powerplant",29.5135,103.312,,0.0,
"Emek Hefer Wwtp Powerplant",32.83036,34.974339,"Biogas",7672,
"Emelinsa Powerplant",0.367159,-78.3842,,0.0,
"Emerald Park Powerplant",42.8864,-88.1268,,0.0,
"Emergency Commun Center Powerplant",41.8804,-87.6877,,2419.0,
"Emerling Farms Powerplant",42.7304,-78.0113,,335.0,
"Emerson Falls Powerplant",44.41917,-72.01556,"Hydro",893,
"Emerson Powerplant",42.2764,-96.7289,"Natural Gas",2,1.6
"Emery Powerplant",43.094,-93.2922,"Natural Gas",496227,586.6
"Emerystation Powerplant",37.8314,-122.284,,370.0,
"Emeryville Powerplant",44.2786,-75.3867,,8930.0,
"Emigsville Powerplant",40.0184,-76.7293,,618.0,
"Emile-Huchet CCGT Powerplant",49.148113112587,6.6946098807966,"Natural Gas",0,830
"Emile-huchet Powerplant",49.153421555954,6.7024183282047,"Coal",4592489,1045
"Emile Martin Powerplant",-17.633429687304,-149.59833794841,"Diesel Oil",208343,122
"Emilio Frey Powerplant",-40.7344,-66.6176,,4452.0,
"Emini Powerplant",0.0,0.0,,0.0,
"Emlichheim Bvt Powerplant",52.4333333,7.0833333,"Biomass",91327,20
"Emlichheim Field Powerplant",52.4333,7.08333,,0.0,
"Emlichheim Powerplant",52.6167,6.85,,135365.0,
"Emlichheim Works Powerplant",52.6167,6.85,,14659.0,
"Emmapolder Powerplant",53.4586,6.74719,,176390.0,
"Emmc Chp Powerplant",44.8521,-68.8311,,14298.0,
"Emmekanal Powerplant",47.2143,7.58463,,1966.0,
"Emmelsbull Broll Powerplant",54.8333,8.65,,16317.0,
"Emmelsbutl Schulze Powerplant",53.4095,10.2608,,725.0,
"Emmen Nam Powerplant",52.7792,6.90694,,54487.0,
"Emmendorf Powerplant",53.0167,10.5667,,46388.0,
"Emmenhof Rebuild Powerplant",0.0,0.0,,755.0,
"Emmenweid Rebuild Powerplant",0.0,0.0,,4418.7,
"Emmerich Plant Powerplant",51.85,6.24,,13007.0,
"Emmerich Powerplant",51.85,6.24,,435.0,
"Emmerlev Powerplant",55.0443,9.41741,,19588.0,
"Emmhof Recreation Center Powerplant",52.1326,5.29127,,2172.0,
"Emmingen Heiss Powerplant",53.0,10.0,,9467.1,
"Emmonak Powerplant",62.8719,-164.4864,"Oil",3181,2.2
"Emmons County Wind Powerplant",46.133601,-100.1615042,"Wind",0,
"Emmtec Powerplant",52.463,6.54219,"Natural Gas",124798,67
"Emo Powerplant",46.2167,8.31667,,127.0,
"Emp Elgin Factory Powerplant",42.035,-88.2392,,690.0,
"Empachli Powerplant",0.0,0.0,,1528.1,
"Empee Wind Powerplant",11,76.9666667,"Wind",2392,
"Empire (nv) Powerplant",40.2226,-119.731,,12752.0,
"Empire Energy Center Powerplant",37.1385,-94.1041,"Natural Gas",75888,379
"Empire State Newsprint Powerplant",42.6273,-73.7089,,0.0,
"Empire Tower Powerplant",-6.21462,106.845,,2214.0,
"Emporia (ks) Powerplant",38.5525,-96.1732,,0.0,
"Emporia (va) Powerplant",36.6967,-77.5583,"Hydro",9713,2.4
"Emra-i Powerplant",0.0,0.0,,0.0,
"Emra-ii Powerplant",0.0,0.0,,0.0,
"Ems-chemie Chp Powerplant",46.83333,9.45,"Biomass",0,
"Ems (lingen) Powerplant",52.4742305556,7.3178583333,"Nuclear",10100000,
"Emscherbruch Landfill Powerplant",51.5166667,7.05,"Landfill Gas",7949,
"Emscherbruch Wwtp Powerplant",51.4667,6.85,,23474.0,
"Emsdetten-saerbeck Powerplant",52.9166667,9.2333333,"Wind",40590,
"Emsdetten-veltrup Powerplant",52.9166667,9.2333333,"Wind",52187,
"Emsdetten Powerplant",52.9166667,9.2333333,"Wind",8698,
"Emsdetten Schwarte Powerplant",52.18,7.53,,319.0,
"Emsfors Powerplant",0.0,0.0,,9785.7,
"Emskirchen Powerplant",49.55,10.7167,,16148.0,
"Emsland Lingen Powerplant",52.48068017,7.306057264,"Natural Gas",1258862,
"Emsland Refinery Powerplant",52.5167,7.31667,,216225.0,
"Emsland Wpd Powerplant",52.7253,7.46315,,13047.0,
"Emsthofen Powerplant",0.0,0.0,,42685.0,
"Emts Powerplant",0.0,0.0,,0.0,
"Emu Downs Powerplant",-30.5006,115.064,,127587.0,
"Ena Factory Powerplant",35.4233,136.761,,5462.0,
"Ena Mill Powerplant",35.45,137.42,,29068.0,
"Enacel Powerplant",-4.56167,-37.7697,,66523.0,
"Enaex Plant Powerplant",-38.9489,-72.3311,,1849.0,
"Enamora Powerplant",39.6843,-3.7734,,1385.0,
"Enate Mill Powerplant",0.0,0.0,,8626.7,
"Enbetsu Powerplant",44.7072,141.789,,20672.0,
"Encanto Powerplant",19.96,-97.21,"Hydro",24832,10
