Plant Code,Country,Plant Name,Owner,Latitude,Longitude,Primary Fuel,Total Capacity (MW),Net Generation (MWh),Operating Year,,,Total cap. (MW),Total gen. (MWh),
56797,USA,Pioneer Prairie Wind Farm,"Pioneer Prairie Wind Farm I, LLC",43.4839,-92.6131,Wind,600,1002697,2008,,,,,
56798,USA,Kleen Energy Systems Project,"Kleen Energy Systems, LLC",41.553227,-72.596867,Gas,693,3323204,2011,,,,,
56799,USA,Greenland Energy Center,JEA,30.159131,-81.518415,Gas,380.8,33041,2011,,,,,
56800,USA,Hull Wind II,Hull Municipal Light Plant,42.261111,-70.856389,Wind,3.6,4417,2006,,,,,
56803,USA,Panoche Energy Center,"Panoche Energy Center, LLC",36.6514,-120.5833,Gas,432,723554,2009,,,,,
56804,USA,Red Hills Wind Project LLC,Acciona Wind Energy USA LLC,35.535,-99.3828,Wind,246,413455,2008,,,,,
56805,USA,EcoGrove Wind LLC,Acciona Wind Energy USA LLC,42.451481,-89.878428,Wind,201,273215,2009,,,,,
56806,USA,Cedar Bayou 4,NRG Cedar Bayou Development Company LLC,29.751645,-94.92312,Gas,535.5,1048105,2009,,,,,
56807,USA,Bear Garden,Virginia Electric & Power Co,37.695556,-78.285278,Gas,559,3172360,2011,,,,,
56808,USA,Virginia City Hybrid Energy Center,Virginia Electric & Power Co,36.916389,-82.338055,Coal,668,3535119,2012,,,,,
56809,USA,Carroll Wind Farm,MidAmerican Energy Co,42.1622,-94.93,Wind,300,517495,2008,,,,,
56810,USA,Adair Wind Farm,MidAmerican Energy Co,41.4236,-94.665,Wind,349.6,490310,2008,,,,,
56811,USA,Walnut Wind Farm,MidAmerican Energy Co,41.4517,-95.2383,Wind,306,474368,2008,,,,,
56812,USA,Solana Generating Station,Arizona Solar One LLC,32.922294,-112.95594,Solar,560,603567,2013,,,,,
56813,USA,CSU Fresno Solar Project,MMA Fresno Power LP,36.809841,-119.741665,Solar,2,1453,2007,,,,,
56814,USA,ELACC Photovoltaic Power Facility,MMA LA Power LP,34.040278,-118.148056,Solar,2,1432,2008,,,,,
56815,USA,Denver Int Airport,MMA DAS Power,39.836789,-104.697149,Solar,3.8,2687,2008,,,,,
56818,USA,Central Plains Wind Farm,Westar Energy Inc,38.503167,-101.161472,Wind,198,293767,2009,,,,,
56819,USA,Flat Ridge Wind Farm,Westar Energy Inc,37.369167,-98.460278,Wind,100,131894,2009,,,,,
56823,USA,Hackberry Wind Farm,Hackberry Wind LLC,32.7683,-99.4228,Wind,331.2,514455,2008,,,,,
56824,USA,Marshall Wind 2 LLC,Marshall Wind,44.3236,-95.8222,Wind,8.4,15617,2007,,,,,
56825,USA,Marshall Wind 3 LLC,Marshall Wind,44.3211,-95.7942,Wind,8.4,15506,2007,,,,,
56826,USA,Marshall Wind 4 LLC,Marshall Wind,44.3361,-95.8242,Wind,8.4,16097,2007,,,,,
56827,USA,Marshall Wind 5 LLC,Marshall Wind,44.3303,-95.8344,Wind,4.2,8580,2007,,,,,
56828,USA,Marshall Wind 6 LLC,Marshall Wind,44.3308,-95.8297,Wind,4.2,8329,2007,,,,,
56829,USA,Kibby Wind Power Project,TransCanada Maine Wind Development Inc,45.3853,-70.5258,Wind,264,307567,2009,,,,,
56831,USA,Crane Creek Wind Energy Center,Wisconsin Public Service Corp,43.397778,-92.473611,Wind,198,312441,2009,,,,,
56832,USA,North Brawley Geothermal Plant,Ormat Nevada Inc,33.0139,-115.5439,Geothermal,64,138508,2009,,,,,
56833,USA,OREG 1 Inc,Ormat Nevada Inc,48.2139,-104.3975,Waste,30,131573,2006,,,,,
56834,USA,High Plains Wind Power LLC,High Plains,35.3503,-101.54,Wind,20,28987,2008,,,,,
56835,USA,EXC Wind 11 LLC,EXC Wind 11,35.8119,-101.9789,Wind,20,28971,2008,,,,,
56836,USA,EXC Wind 10 LLC,EXC Wind 10,35.8081,-101.9986,Wind,20,28661,2008,,,,,
56837,USA,EXC Wind 9 LLC,EXC Wind 9,35.9614,-101.8033,Wind,20,28996,2008,,,,,
56838,USA,EXC Wind 8 LLC,EXC Wind 8,36.0075,-101.8614,Wind,20,30508,2008,,,,,
56839,USA,EXC Wind 7 LLC,EXC Wind 7,36.0264,-101.9,Wind,20,30731,2008,,,,,
56840,USA,Marshall Wind 1 LLC,Marshall Wind,44.3253,-95.8142,Wind,4.2,8050,2007,,,,,
56841,USA,Glenrock,PacifiCorp,43.0181,-105.835278,Wind,288,411827,2008,,,,,
56842,USA,Rolling Hills,PacifiCorp,43.0572,-105.8543,Wind,206.6,271147,2009,,,,,
56843,USA,Seven Mile Hill,PacifiCorp,41.9203,-106.3758,Wind,247.2,408639,2008,,,,,
56847,USA,Plainfield Renewable Energy LLC,"Plainfield Renewable Energy, LLC",41.664376,-71.92418,Waste,43,94420,2013,,,,,
56848,USA,Haverhill North Cogeneration Facility,"SunCoke Energy, Inc.",38.596657,-82.828642,Gas,67,358641,2008,,,,,
56850,USA,Lanchester Generating Station,Granger Electric Co,40.1108,-75.9547,Waste,3.2,11907,2006,,,,,
56851,USA,South Kent Generating Station,Granger Electric Co,42.7814,-85.6728,Waste,3.2,19175,2009,,,,,
56852,USA,White Feather Generating Station,Granger Electric Co,43.8983,-83.9494,Waste,3.2,17616,2009,,,,,
56853,USA,Trans-Jordan Generating Station,Granger Electric Co,40.55,-112.0631,Waste,4.8,34414,2009,,,,,
56854,USA,Wheat Field Wind Power Project,Wheat Field Wind Power Project LLC,45.675804,-120.31832,Wind,194,222066,2009,,,,,
56855,USA,Arlington Wind Power Project,Arlington Wind Power Project LLC,45.7167,-120.2008,Wind,206,224945,2008,,,,,
56856,USA,Rail Splitter Wind Farm,Rail Splitter Wind Farm LLC,40.3692,-89.4022,Wind,201,295965,2009,,,,,
56857,USA,Marble River Wind Farm,"Marble River, LLC",44.975833,-73.929722,Wind,430,526727,2012,,,,,
56858,USA,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",47.1356,-120.6872,Wind,201.4,263519,2010,,,,,
56859,USA,Crosswind Energy Project,Edison Mission Energy,43.0475,-94.9228,Wind,42,75755,2007,,,,,
56860,USA,Hardin Hilltop Wind LLC,Edison Mission Energy,42.0822,-94.365,Wind,29.4,46999,2007,,,,,
56862,USA,Bolthouse S&P and Rowen Farms Solar,MMA WBF Power LP,34.5644,-117.6933,Solar,2.4,4089,2008,,,,,
56863,USA,Model Gas Power Station,Energy Developments Inc,39.8908,-83.0272,Waste,2.8,0,2001,,,,,
56864,USA,Covel Gardens Gas Recovery,Energy Developments Inc,29.3467,-98.6536,Waste,9.6,63422,2005,,,,,
56865,USA,Ottawa County Project,Energy Developments Inc,41.5283,-83.0353,Waste,4.2,9880,2001,,,,,
56868,USA,Carbon Limestone,Energy Developments Inc,40.9975,-80.5208,Waste,25.6,146526,2001,,,,,
56869,USA,Loraine County Project,Energy Developments Inc,41.3006,-82.1803,Waste,27.2,152869,2001,,,,,
56870,USA,Taylor,Energy Developments Inc,32.4522,-84.3872,Waste,8,41533,2003,,,,,
56871,USA,Zion Landfill Gas to Energy Facility,Energy Developments Inc,42.4803,-87.8861,Waste,7,49134,2002,,,,,
56873,USA,SECCRA Community Landfill,Southeastern Chester County Refuse Auth,39.8639,-75.8428,Waste,2.5,9958,2007,,,,,
56874,USA,Shiloh Wind Project 2 LLC,"EDF Renewable Asset Holdings, Inc.",38.1711,-121.8461,Wind,300,401781,2009,,,,,
56875,USA,Sacramento Soleil LLC,"EDF Renewable Asset Holdings, Inc.",38.44979,-121.16469,Solar,2,1692,2008,,,,,
56876,USA,Wapsipinicon Wind Project,"EDF Renewable Asset Holdings, Inc.",43.8006,-92.6822,Wind,201,340884,2009,,,,,
56877,USA,Hall's Warehouse Solar Project,"Sunlight General Solar Fund II, LLC",40.573708,-74.394414,Solar,3.4,1280,2009,,,,,
56878,USA,Hoosier Wind Project LLC,"EDF Renewable Asset Holdings, Inc.",40.7178,-87.2631,Wind,212,115290,2009,,,,,
56879,USA,Flat Ridge Wind Energy LLC,AE Power Services LLC,37.3764,-98.4583,Wind,100,133776,2009,,,,,
56880,USA,OREG 2 Inc,Ormat Nevada Inc,48.2142,-104.3975,Waste,30,133241,2009,,,,,
56883,USA,Pennsauken Solar,Talen Renewable Energy,39.9894,-75.04,Solar,3,2402,2006,,,,,
56884,USA,Cumberland County Solid Waste Complex,Talen Renewable Energy,39.4494,-75.0928,Waste,4.8,30185,2008,,,,,
56887,USA,Cumberland County PA LFG Recovery,Talen Renewable Energy,40.1356,-77.5072,Waste,6.4,40037,2009,,,,,
56888,USA,Warren County Solar,Talen Renewable Energy,40.788957,-75.10697,Solar,4,3680,2012,,,,,
56889,USA,PPL Renewable Energy Merck Solar,Talen Renewable Energy,40.727386,-74.3783,Solar,3.4,671,2009,,,,,
56890,USA,Norther Tier Landfill,Talen Renewable Energy,41.7792,-76.6258,Waste,1.6,10466,2009,,,,,
56891,USA,Moretown,Talen Renewable Energy,44.312222,-72.711389,Waste,3.2,23489,2008,,,,,
56892,USA,Silver Creek Lift Station,City of Morganton - (NC),35.7386,-81.7114,Oil,0.2,1,2008,,,,,
56893,USA,Chester Diversion Hydroelectric Project,Fall River Rural Elec Coop Inc,44.018333,-111.583611,Hydro,3.6,4121,2014,,,,,
56894,USA,Ameresco Stafford,AMERESCO Stafford LLC,38.384167,-77.413056,Waste,2.2,8628,2009,,,,,
56895,USA,Ameresco Ox Mountain,AMERESCO Ox Mountain Energy LLC,37.5,-122.4,Waste,11.4,89078,2008,,,,,
56896,USA,Ameresco Jefferson City,AMERESCO Jefferson City LLC,38.33,-92.16,Waste,3,22043,2009,,,,,
56897,USA,Ameresco Keller Canyon,AMERESCO Keller Canyon LLC,37.97,-121.86,Waste,3.8,29172,2009,,,,,
56898,USA,Ameresco Chiquita Canyon,AMERESCO Chiquita Canyon LLC,34.431664,-118.642855,Waste,9.2,43807,2010,,,,,
56899,USA,IRC Generator Facility,"Garkane Energy Coop, Inc",36.9708,-112.5264,Oil,3,0,1986,,,,,
56900,USA,Atlantic City Convention Center,Power Choice/Pepco Energy Serv,39.3639,-74.4408,Solar,4,2979,2008,,,,,
56901,USA,Noble Altona Windpark LLC,Noble Wind Operations LLC,44.8216,-73.6509,Wind,195,186420,2009,,,,,
56902,USA,Noble Wethersfield Windpark LLC,Noble Wind Operations LLC,42.6697,-78.2278,Wind,252,267810,2009,,,,,
56904,USA,Noble Chateaugay Windpark LLC,Noble Wind Operations LLC,44.8917,-74.0299,Wind,213,200475,2009,,,,,
56905,USA,Noble Great Plains Windpark LLC,Noble Wind Operations LLC,36.4964,-101.3917,Wind,228,351602,2009,,,,,
56908,USA,Dave Gates Generating Station,NorthWestern Energy DGGS,46.104713,-112.876605,Gas,203.1,412387,2011,,,,,
56909,USA,Gap Pacific Distribution Center,MMA GDC Power LP,36.7839,-119.7094,Solar,2.4,1925,2008,,,,,
56911,USA,Broad Mountain,UGI Development Co,40.669608,-76.380716,Waste,11,44570,2009,,,,,
56912,USA,Langdon Wind II LLC,FPL Energy Langdon Wind LLC,48.6292,-98.3164,Wind,81,143101,2008,,,,,
56913,USA,Osceola Windpower II,Osceola Windpower II,43.4303,-95.4167,Wind,100,157842,2008,,,,,
56914,USA,Orange Grove Peaking Facility,Orange Grove Energy LP,33.3594,-117.1114,Gas,118,41550,2010,,,,,
56915,USA,SAS Solar Farm,SAS Institute Inc,35.8136,-78.7503,Solar,4,3375,2008,,,,,
56917,USA,"Imperial Valley Solar, LLC","Imperial Valley Solar, LLC",32.671099,-115.587265,Solar,399.8,500555,2013,,,,,
56919,USA,FPL Energy Ashtabula Wind LLC,FPL Energy Ashtabula Wind LLC,47.1294,-97.8853,Wind,297,532197,2008,,,,,
56920,USA,EC&R Panther Creek Wind Farm I,E ON Climate Renewables N America LLC,32.100823,-101.451385,Wind,285,525144,2008,,,,,
56921,USA,EC&R Panther Creek Wind Farm II,E ON Climate Renewables N America LLC,31.9361,-101.2983,Wind,231,413257,2008,,,,,
56922,USA,WWRF Solar Plant,SunE U6 Holdings LLC,39.522904,-107.81341,Solar,3.4,2973,2009,,,,,
56923,USA,FPL Energy Crystal Lake Wind LLC,FPL Energy Crystal Lake Wind LLC,43.2125,-93.8311,Wind,300,551368,2008,,,,,
56924,USA,FPL Energy Story Wind LLC,FPL Energy Story Wind LLC,42.1044,-93.2722,Wind,300,504873,2008,,,,,
56925,USA,FPL Energy Crystal Lake Wind II LLC,FPL Energy Crystal Lake Wind II LLC,43.273731,-93.800002,Wind,400,569925,2009,,,,,
56928,USA,Fairfield University CHP Plant,Fairfield University,41.1589,-73.2572,Gas,4.5,23950,2007,,,,,
56929,USA,DeSoto Next Generation Solar Energy,Florida Power & Light Co,27.3232,-81.8019,Solar,50,47421,2009,,,,,
56930,USA,Space Coast Next Gen Solar Energy,Florida Power & Light Co,28.4586,-80.6811,Solar,20,17551,2010,,,,,
56931,USA,Aspen Biomass Power Plant,Aspen Power LLC,31.365833,-94.743611,Waste,44,38478,2011,,,,,
56932,USA,Biotech LS 0836,Washington State University,46.7331,-117.1583,Oil,1,0,2009,,,,,
56933,USA,Threemile Canyon Wind I LLC,Threemile Canyon Wind I,45.6758,-119.9375,Wind,19.8,23075,2009,,,,,
56934,USA,Cassia Wind Farm LLC,Cassia Wind,42.8444,-115.0369,Wind,21,26647,2009,,,,,
56935,USA,Cassia Gulch Wind Park LLC,Cassia Gulch,42.8744,-115.0172,Wind,37.8,45077,2009,,,,,
56936,USA,Brookfield Power Glen Falls Hydro,Erie Boulevard Hydropower LP,43.308505,-73.636584,Hydro,11.8,58916,1944,,,,,
56937,USA,Fairbanks Morse Engine,Fairbanks Morse Engine,42.5189,-89.0267,Oil,1.5,12,1989,,,,,
56938,USA,SunEdison LV Sutton Plant Site,SunE NC Progress 1 LLC,34.2867,-77.9814,Solar,2.4,1920,2008,,,,,
56939,USA,NRG Solar Blythe LLC,NRG Solar Blythe,33.5917,-114.7444,Solar,42,46740,2009,,,,,
56941,USA,Grand Ridge Wind Energy Center,Invenergy Services LLC,41.2269,-88.6836,Wind,420,570554,2008,,,,,
56942,USA,Forward Wind Energy Center,Invenergy Services LLC,43.6161,-88.4969,Wind,258,351039,2008,,,,,
56944,USA,CM10,Copper Mountain 1 LLC,35.7881,-114.9933,Solar,20,19869,2008,,,,,
56945,USA,High Lonesome Mesa  LLC,Edison Mission Energy,34.466667,-105.9625,Wind,200,276224,2009,,,,,
56946,USA,Buffalo Bear LLC,Edison Mission Energy,36.7767,-99.6353,Wind,37.8,63311,2008,,,,,
56947,USA,Elkhorn Ridge Wind LLC,Edison Mission Energy,42.6978,-97.6189,Wind,162,271773,2009,,,,,
56948,USA,Coolidge Generation Station,Coolidge Power LLC,32.917399,-111.503327,Gas,726,211114,2011,,,,,
56951,USA,Enoree Phase II Landfill Gas Recovery,Enerdyne Power Systems Inc,34.8008,-82.1847,Waste,3.2,15359,2008,,,,,
56952,USA,Willow Creek Energy Center,Invenergy Services LLC,45.6533,-119.9914,Wind,144,172653,2009,,,,,
56953,USA,High Sheldon Wind Farm,Invenergy Services LLC,42.7794,-78.4269,Wind,224,270677,2009,,,,,
56954,USA,Gastonia Prime Power Park,North Carolina Mun Power Agny #1,35.3017,-81.2092,Oil,11.8,9,2008,,,,,
56956,USA,Bull Creek Wind,Bull Creek Wind LLC,32.929014,-101.578617,Wind,360,441710,2008,,,,,
56957,USA,"Green Gas - Pioneer Crossing Energy, LLC","Green Gas Americas, Inc.",40.275,-75.8167,Waste,8,53888,2008,,,,,
56958,USA,DANC LFGTE Facility,Innovative Energy Systems Inc,43.82,-75.9175,Waste,6.4,39374,2008,,,,,
56959,USA,Ocotillo Windpower,Duke Energy DEGS Ocotillo,32.1217,-101.3853,Wind,117.6,159880,2008,,,,,
56960,USA,Happy Jack Windpower Project,Duke Energy DEGS Happy Jack,41.139722,-104.997778,Wind,58.8,89580,2008,,,,,
56961,USA,Notrees Windpower,Duke Energy DEGS Notrees,31.995,-102.828333,Wind,341,467685,2012,,,,,
56962,USA,Iredell County LFG Facility,Iredell Transmission LLC,35.769281,-80.826001,Waste,3.2,25002,2008,,,,,
56963,USA,West Deptford Energy Station,West Deptford Energy LLC,39.8414,-75.2214,Gas,754,357976,2014,,,,,
56964,USA,Bayonne Energy Center,Bayonne Energy Center LLC,40.652834,-74.09155,Gas,512,1301635,2012,,,,,
56966,USA,QVC Inc,QVC Inc,35.9222,-77.6731,Solar,2,1511,2008,,,,,
56967,USA,Butter Creek Power LLC,Echo 3,45.7017,-119.4222,Wind,10,13209,2009,,,,,
56968,USA,Big Top LLC,Echo 3,45.655,-119.4647,Wind,3.4,3881,2009,,,,,
56969,USA,Four Corners Windfarm LLC,Echo 2,45.7286,-119.4181,Wind,20,29113,2009,,,,,
56970,USA,Four Mile Canyon Windfarm LLC,Echo 2,45.6447,-119.4533,Wind,20,26215,2009,,,,,
56971,USA,Oregon Trail Windfarm LLC,Echo 1,45.7122,-119.4044,Wind,19.8,25945,2009,,,,,
56972,USA,Pacific Canyon Windfarm LLC,Echo 1,45.6542,-119.4869,Wind,16.6,19926,2009,,,,,
56973,USA,Sand Ranch Windfarm LLC,Echo 1,45.6447,-119.4767,Wind,19.8,24934,2009,,,,,
56974,USA,Wagon Trail LLC,Echo 3,45.6531,-119.4625,Wind,6.6,7499,2009,,,,,
56975,USA,Ward Butte Windfarm LLC,Echo 1,45.6967,-119.4097,Wind,13.2,17718,2009,,,,,
56977,USA,Mason County LFGTE,"East Kentucky Power Coop, Inc",38.5858,-83.7242,Waste,2,0,2009,,,,,
56978,USA,Sears Hydroelectric Plant,City of Rock Island,41.4614,-90.5803,Hydro,1.4,1644,1985,,,,,
56979,USA,EC&R Panther Creek Wind Farm III,E ON Climate Renewables N America LLC,31.9925,-101.1167,Wind,399,690086,2009,,,,,
56980,USA,Stony Creek Wind Farm LLC,E ON Climate Renewables N America LLC,40.0311,-78.8153,Wind,105,158962,2009,,,,,
56981,USA,Pyron Wind Farm LLC,E ON Climate Renewables N America LLC,32.5886,-100.6728,Wind,498,811344,2009,,,,,
56982,USA,NGP Blue Mountain I LLC,NGP Blue Mountain I LLC,40.9961,-118.1414,Geothermal,63.9,239601,2009,,,,,
56983,USA,EC&R Papalote Creek I LLC,E ON Climate Renewables N America LLC,27.9386,-97.4586,Wind,360,571767,2009,,,,,
56984,USA,Inadale Wind Farm LLC,E ON Climate Renewables N America LLC,32.4969,-100.5797,Wind,394,592687,2009,,,,,
56985,USA,Smoky Hills Wind Project Phase II,Smoky Hills Wind Project II LLC,38.892653,-98.168876,Wind,297,540292,2008,,,,,
56986,USA,Clinton LFGTE Facility,Innovative Energy Systems Inc,44.6917,-73.5944,Waste,6.4,39570,2008,,,,,
56987,USA,Hyland LFGTE Facility,Innovative Energy Systems Inc,42.2853,-78.0061,Waste,4.8,31579,2008,,,,,
56989,USA,Stetson Wind I,"First Wind O&M, LLC",45.4822,-67.9944,Wind,114,136411,2009,,,,,
56990,USA,Rollins Wind Project,"First Wind O&M, LLC",45.34598,-68.3802,Wind,120,137138,2011,,,,,
56991,USA,Stetson Wind II,"First Wind O&M, LLC",45.61498,-67.971,Wind,51,55704,2010,,,,,
56993,USA,MF Mesa Lane LLC,MF Mesa Lane LLC,40.1483,-74.7772,Solar,6,3699,2008,,,,,
56994,USA,Grand Meadow,Northern States Power Co - Minnesota,43.7189,-92.705,Wind,201,344791,2008,,,,,
56995,USA,Georgetown LFGTE,South Carolina Public Service Authority,33.453611,-79.316111,Waste,1.1,4136,2010,,,,,
56996,USA,Solar Photovoltaic Project #02,Southern California Edison Co,33.985244,-117.700826,Solar,2,791,2009,,,,,
56997,USA,Arrowrock Hydroelectric Project,Boise-Kuna Irrigation District,43.595,-115.9233,Hydro,15,72661,2010,,,,,
56998,USA,Pueblo Airport Generating Station,Black Hills Service Company LLC,38.320833,-104.52639,Gas,400,1322412,2012,,,,,
57001,USA,El Cajon Energy Center,El Cajon Energy LLC,32.796106,-116.972073,Gas,49.9,27154,2010,,,,,
57003,USA,Fulton LFGTE Facility,Innovative Energy Systems Inc,43.0142,-74.4739,Waste,3.2,12395,2010,,,,,
57004,USA,SunEdison Walgreens Moreno Valley,SunE WG113 Moreno Valley LLC,33.8672,-117.23,Solar,2,1839,2007,,,,,
57005,USA,Mariani Packing Vacaville Solar,SunE U6 Holdings LLC,38.40008,-121.96366,Solar,2,1991,2008,,,,,
57006,USA,Walgreens Woodland Distribution Center,SunE WG45 Woodland LLC,38.674894,-121.713362,Solar,2,1586,2007,,,,,
57007,USA,SunEdison Ironwood State Prison,SunE CPA CDC2 LLC,33.567268,-114.917979,Solar,2,2292,2008,,,,,
57008,USA,SunEdison Procter & Gamble Oxnard,SunE U6 Holdings LLC,34.2089,-119.13,Solar,2,1956,2009,,,,,
57009,USA,Kohls San Bernardino Solar Facility,SunE KHL55 San Bernardino LLC,34.094695,-117.266831,Solar,2,1610,2007,,,,,
57010,USA,SunEdison Anheuser Busch Fairfield,SunE M5 Holdings LLC,38.232108,-122.092706,Solar,2,2091,2008,,,,,
57011,USA,Chuckawalla Valley State Prison,SunE CPA CDC1 LLC,33.565329,-114.903629,Solar,2,2005,2006,,,,,
57012,USA,SunEdison Walmart Apple Valley DC,SunE M5 Holdings LLC,34.5975,-117.2,Solar,2,2588,2009,,,,,
57013,USA,DeKalb County Green Energy Facility,DeKalb County GA,33.6553,-84.2594,Waste,3.2,22918,2006,,,,,
57014,USA,Waste Management Arden LFGTE,WM Renewable Energy LLC,40.2058,-80.2611,Waste,4.8,32204,2009,,,,,
57015,USA,Waste Management Columbia Ridge LFGTE,WM Renewable Energy LLC,45.5739,-120.2969,Waste,12.8,69803,2009,,,,,
57016,USA,Waste Management Crossroads LFGTE,WM Renewable Energy LLC,44.7014,-69.8319,Waste,3.2,25178,2009,,,,,
57017,USA,Spruce Ridge Gas Recovery,WM Renewable Energy LLC,44.8158,-94.2489,Waste,3.2,25370,2008,,,,,
57018,USA,Waste Management Middle Peninsula LFGTE,WM Renewable Energy LLC,37.5681,-76.6233,Waste,6.4,48022,2009,,,,,
57019,USA,Riverbend Landfill,WM Renewable Energy LLC,45.1672,-123.2511,Waste,4.8,36642,2010,,,,,
57020,USA,Westside Landfill Gas Recovery,WM Renewable Energy LLC,32.7206,-97.5142,Waste,4.8,27372,2010,,,,,
57021,USA,Waste Management Madison County LFGTE,WM Renewable Energy LLC,43.0336,-75.7028,Waste,1.6,6201,2009,,,,,
57022,USA,Waste Management King George LFGTE,WM Renewable Energy LLC,38.2747,-77.3081,Waste,13.2,90413,2010,,,,,
57023,USA,Waste Management Rolling Meadows LFGTE,WM Renewable Energy LLC,39.1067,-95.7211,Waste,5.6,46591,2010,,,,,
57024,USA,Waste Management Northern Oaks LFGTE,WM Renewable Energy LLC,43.9906,-84.8003,Waste,1.6,12498,2010,,,,,
57025,USA,Waste Management Eco Vista LFGTE,WM Renewable Energy LLC,36.1758,-94.2056,Waste,4,32141,2010,,,,,
57026,USA,Superior Landfill Gas Recovery,WM Renewable Energy LLC,32.0303,-81.2722,Waste,6.4,42521,2009,,,,,
57027,USA,Canyon Power Plant,City of Anaheim - (CA),33.858056,-117.861667,Gas,200,96553,2011,,,,,
57028,USA,Langley Gulch Power Plant,Idaho Power Co,43.904444,-116.819722,Gas,318.5,1049876,2012,,,,,
57029,USA,Cleveland Cnty Generating Facility,Southern Power Co,35.170547,-81.416648,Gas,736,736583,2012,,,,,
57030,USA,Pacolet Diesel Generation Facility,Lockhart Power Co,34.8986,-81.7397,Oil,5.4,225,2006,,,,,
57031,USA,Luverne Wind Farm,Otter Tail Power Co,47.3272,-97.8975,Wind,99,180892,2009,,,,,
57032,USA,Ashtabula Wind Energy Center,Otter Tail Power Co,47.1244,-97.8961,Wind,96,169562,2008,,,,,
57033,USA,Langdon Wind Energy Center,Otter Tail Power Co,48.6303,-98.3169,Wind,81,152876,2007,,,,,
57034,USA,Willmar Municipal East Substation,Willmar Municipal Utilities,45.1272,-95.025,Oil,6,59,2000,,,,,
57035,USA,Willmar Municipal SW Substation,Willmar Municipal Utilities,45.105,-95.0844,Oil,6,57,2000,,,,,
57036,USA,Southcentral Power Project,Chugach Electric Assn Inc,61.167417,-149.905304,Gas,203.9,909356,2013,,,,,
57037,USA,Kemper County IGCC Project,Mississippi Power Co,32.654722,-88.762222,Gas,840,1137607,2014,,,,,
57038,USA,Bison I Wind Energy Center,"ALLETE, Inc.",46.98,-101.554722,Wind,159,269839,2010,,,,,
57039,USA,McFadden Ridge,PacifiCorp,41.7244,-105.9906,Wind,59.4,98411,2009,,,,,
57040,USA,High Plains,PacifiCorp,41.675052,-106.011124,Wind,206.6,324218,2009,,,,,
57041,USA,Vaca Dixon Solar Station,Pacific Gas & Electric Co,38.4106,-121.9264,Solar,4,4056,2009,,,,,
57042,USA,CSU East Bay,Pacific Gas & Electric Co,37.658889,-122.059444,Gas,1.4,9993,2011,,,,,
57043,USA,SF State University,Pacific Gas & Electric Co,37.723889,-122.4775,Gas,1.6,9365,2011,,,,,
57044,USA,Armenia Mountain Wind Farm,Allete Clean Energy,41.7619,-76.8553,Wind,201,269565,2009,,,,,
57045,USA,Rolling Thunder Wind Farm,AE Power Services LLC,44.477778,-99.133889,Wind,50,93096,2009,,,,,
57046,USA,Archer Daniels Midland Columbus,Archer Daniels Midland Co,41.416442,-97.286328,Coal,71.4,300397,2010,,,,,
57047,USA,Nobles Wind Project,Northern States Power Co - Minnesota,43.7036,-95.7131,Wind,402,761943,2010,,,,,
57049,USA,NaturEner Glacier Wind Energy 1,NaturEner Glacier Wind Energy 1 LLC,48.51,-112.1097,Wind,213,272897,2008,,,,,
57050,USA,NaturEner Glacier Wind Energy 2,NaturEner Glacier Wind Energy 2 LLC,48.5333,-112.1847,Wind,207,259192,2009,,,,,
57051,USA,Noatak,"Alaska Village Elec Coop, Inc",67.57,-162.98,Oil,1.2,1776,2008,,,,,
57052,USA,Savoonga,"Alaska Village Elec Coop, Inc",63.25,-169.5889,Oil,1.7,1901,2008,,,,,
57053,USA,Alakanuk,"Alaska Village Elec Coop, Inc",62.6833,-164.6544,Oil,2.1,2244,2008,,,,,
57054,USA,Upper Kalskag,"Alaska Village Elec Coop, Inc",61.5378,-160.3072,Oil,1.1,1285,2004,,,,,
57055,USA,Stebbins,"Alaska Village Elec Coop, Inc",63.47,-162.2489,Oil,2,1496,2014,,,,,
57056,USA,Scammon Bay,"Alaska Village Elec Coop, Inc",61.79,-165.0689,Oil,1.3,1680,2004,,,,,
57057,USA,Quinhagak,"Alaska Village Elec Coop, Inc",59.7539,-161.9008,Oil,1.1,1690,1996,,,,,
57058,USA,Pilot Station,"Alaska Village Elec Coop, Inc",61.9381,-162.875,Oil,1.2,1698,1998,,,,,
57059,USA,Koyuk,"Alaska Village Elec Coop, Inc",64.93,-161.16,Oil,1.1,1245,2005,,,,,
57060,USA,Elim,"Alaska Village Elec Coop, Inc",64.6206,-162.2772,Oil,1.6,1198,2003,,,,,
57061,USA,St. Michael,"Alaska Village Elec Coop, Inc",63.4775,-162.0383,Oil,1,1704,2005,,,,,
57062,USA,Gambell,"Alaska Village Elec Coop, Inc",63.7667,-171.7375,Oil,1.6,1513,1985,,,,,
57063,USA,Shungnak,"Alaska Village Elec Coop, Inc",66.71,-156.9889,Oil,1.2,1583,1991,,,,,
57064,USA,Kotlik,"Alaska Village Elec Coop, Inc",62.9456,-163.7614,Oil,1.4,1920,2007,,,,,
57065,USA,Kivalina,"Alaska Village Elec Coop, Inc",67.63,-163.7189,Oil,1.1,1193,1996,,,,,
57066,USA,Kasigluk,"Alaska Village Elec Coop, Inc",60.8731,-162.5197,Oil,1.6,2626,2004,,,,,
