country,id,name,lat,lon,loc_type,capacity,capacity_type,area,structure
CHN,70232,Kalpin A,40.597,79.651,exact,20.0,DC,78.5,Fixed tilt (N-S)
CHN,70233,Kalpin B,40.6,79.663,exact,60.0,DC,174.3,Fixed tilt (N-S)
CHN,70234,Kalpin C,40.593,79.642,exact,60.0,DC,160.6,Fixed tilt (N-S)
CHN,70235,Kalpin D,40.59,79.625,exact,20.0,DC,49.3,Fixed tilt (N-S)
CHN,70236,Kalpin E,40.587,79.613,exact,20.0,DC,49.9,Fixed tilt (N-S)
CHN,70237,Kalpin F,40.579,79.607,exact,60.0,DC,160.2,Fixed tilt (N-S)
CHN,70229,Karakax A,37.117,79.58,exact,20.0,DC,45.9,Fixed tilt (N-S)
CHN,70230,Karakax B,37.161,79.464,exact,50.0,DC,104.8,Fixed tilt (N-S)
CHN,70231,Karakax C,37.165,79.471,exact,130.0,DC,267.4,Fixed tilt (N-S)
CHN,70081,Kargilik A,37.753,77.412,exact,16.0,DC,48.5,Fixed tilt (N-S)
CHN,70082,Kargilik B,37.743,77.408,exact,25.0,DC,86.8,Fixed tilt (N-S)
CHN,70083,Kargilik C,37.752,77.398,exact,35.0,DC,,Fixed tilt (N-S)
CHN,69982,Kenli A,37.551,118.827,exact,100.0,DC,203.5,Fixed tilt (N-S)
CHN,70224,Kenli B,37.496,118.388,exact,35.0,DC,74.3,Fixed tilt (N-S)
CHN,70226,Keriya A,36.76,81.852,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70244,Korla A,41.923,85.572,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70245,Korla B,41.93,85.552,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70246,Korla C,41.933,85.545,exact,35.0,DC,,Fixed tilt (N-S)
CHN,62230,Kumul,43.007,93.63,exact,29.8,DC,59.1,Fixed tilt (N-S) & 1-axis tilted
CHN,66778,Langancun A,38.27,76.913,exact,30.0,DC,61.6,Fixed tilt (N-S)
CHN,70208,Langxi A,31.13,119.047,exact,20.0,DC,39.2,Fixed tilt (N-S)
CHN,70209,Langxi B,31.117,119.036,exact,30.0,DC,68.7,Fixed tilt (N-S)
CHN,73756,Lankou A,34.96,114.849,exact,175.0,DC,400.7,Fixed tilt (N-S)
CHN,72543,Lanshan Reservoir,30.027,121.626,exact,150.0,DC,211.2,Fixed tilt floating
CHN,73338,Lanzoma,32.855,102.0,inexact,30.0,AC,,
CHN,71132,Laoliang A,41.297,114.242,exact,40.0,DC,84.3,Fixed tilt (N-S)
CHN,71133,Laoliang B,41.311,114.249,exact,40.0,DC,85.1,Fixed tilt (N-S)
CHN,70006,Laoshan,37.1086,122.4093,exact,11.3,DC,13.5,Rooftop
CHN,64385,Ledong,18.5627,109.0054,exact,20.0,DC,27.3,Fixed tilt hillside
CHN,73333,Leizhou A,20.802,110.28,exact,35.0,DC,129.5,Fixed tilt floating
CHN,68095,Leping A,28.884,117.3,exact,20.0,DC,52.4,Fixed tilt (N-S)
CHN,68039,Leping II,28.81, 117.29,inexact,70.0,DC,,
CHN,60131,Lhasa,30.094,90.524,exact,10.0,DC,20.7,Fixed tilt (N-S) & 1-axis horizontal
CHN,67938,Liang Jia Cun I,41.509,113.938,exact,50.0,DC,118.5,Fixed tilt (N-S)
CHN,67939,Liang Jia Cun II,41.509,113.958,exact,50.0,DC,116.1,Fixed tilt (N-S)
CHN,65303,Liangcheng,40.497,112.498,exact,20.0,DC,46.9,Fixed tilt (N-S)
CHN,70172,Liangcheng A,40.5,112.527,exact,50.0,DC,146.1,Fixed tilt (N-S)
CHN,71137,Liangjiacun A,41.433,114.526,exact,30.0,DC,66.8,Fixed tilt (N-S)
CHN,73993,Lianshan A,40.911,120.885,exact,6.0,DC,13.6,Fixed tilt (N-S)
CHN,70039,Lianshui A,33.9232,119.2854,exact,5.0,DC,9.1,Fixed tilt (N-S)
CHN,70159,Lianyun A,34.693,119.26,exact,20.0,DC,43.1,Fixed tilt (N-S)
CHN,64114,Lianyungang,34.441,118.716,exact,15.0,DC,37.3,Fixed tilt floating
CHN,66027,Licheng,36.44, 113.35,inexact,30.0,DC,,
CHN,70205,Lieshan A,33.822,116.952,exact,35.0,DC,108.1,Fixed tilt (N-S)
CHN,62588,Lincheng,37.448,114.332,exact,100.0,DC,380.2,Fixed tilt (N-S)
CHN,70031,Lincheng A,37.501,114.337,exact,40.0,DC,172.1,
CHN,68794,Lingang,30.92, 121.205,inexact,100.0,AC,,
CHN,70202,Lingbi A,33.948,117.65,exact,30.0,DC,81.8,Fixed tilt (N-S)
CHN,70203,Lingbi B,33.826,117.529,exact,30.0,DC,89.9,Fixed tilt (N-S)
CHN,73780,Lingbi C,33.685,117.481,exact,10.0,DC,23.7,Fixed tilt (N-S)
CHN,70368,Lingwu A,37.675,106.542,exact,10.0,DC,,Fixed tilt (N-S)
CHN,70369,Lingwu B,37.673,106.547,exact,10.0,DC,,Fixed tilt (N-S)
CHN,73736,Linxi A,36.8592,115.6434,exact,25.0,DC,49.9,Fixed tilt (N-S)
CHN,68083,Linze,39.069,100.069,exact,9.0,DC,28.1,Fixed tilt (N-S)
CHN,68096,Linze A,39.045,100.076,exact,50.0,DC,136.2,Fixed tilt (N-S)
CHN,68097,Linze B,39.046,100.061,exact,35.0,DC,83.5,Fixed tilt (N-S)
CHN,72824,Linze C,39.116,100.084,exact,10.0,DC,30.3,Fixed tilt (N-S)
CHN,72539,Linzhou A,36.093,114.002,exact,60.0,AC,277.1,Fixed tilt (N-S)
CHN,72540,Linzhou B,36.115,113.944,exact,15.0,AC,48.8,Fixed tilt (N-S)
CHN,72825,Linzhou C,36.239,113.973,exact,4.5,DC,14.4,Fixed tilt (N-S)
CHN,72829,Linzhou D,36.229,113.874,exact,25.0,DC,94.5,Fixed tilt hillside
CHN,72828,Linzhou E,36.312,113.995,exact,6.0,DC,28.5,Fixed tilt (N-S)
CHN,73751,Linzhou F,35.954,113.844,exact,15.0,DC,53.7,Fixed tilt (N-S)
CHN,73787,Liqian A,37.567,107.811,exact,50.0,DC,110.3,Fixed tilt (N-S)
CHN,73788,Liqian B,37.577,107.769,exact,15.0,DC,43.1,Fixed tilt (N-S)
CHN,66574,Lishui,28.579,119.386,exact,40.0,DC,73.0,Fixed tilt (N-S)
CHN,66575,Lishui II,28.579,119.386,exact,40.0,DC,,
CHN,70365,Litong A,37.515,106.458,exact,40.0,DC,,Fixed tilt (N-S)
CHN,70366,Litong B,37.564,106.435,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70367,Litong C,37.569,106.432,exact,20.0,DC,,Fixed tilt (N-S)
CHN,73234,Liubanling A,28.882,118.782,exact,20.0,DC,62.8,Fixed tilt (N-S)
CHN,72821,Liushuquan A,43.148,92.906,exact,20.0,DC,59.5,Fixed tilt (N-S)
CHN,72822,Liushuquan B,43.147,92.916,exact,20.0,DC,50.4,Fixed tilt (N-S)
CHN,72823,Liushuquan C,43.149,92.925,exact,20.0,DC,47.8,Fixed tilt (N-S)
CHN,68087,Liushuquan CPI I,43.133,92.895,exact,20.0,DC,60.9,Fixed tilt (N-S)
CHN,71490,Liushuquan SSE,43.133,92.914,exact,60.0,DC,174.0,Multiple types
CHN,65601,Liushuquan ST,43.138,92.947,exact,200.0,DC,345.8,Fixed tilt (N-S) & 1-axis horizontal
CHN,63349,Liushuquan TBEA,43.142,92.898,exact,20.2,DC,56.1,Fixed tilt (N-S)
CHN,70212,Liyang A,31.501,119.561,exact,15.0,DC,30.9,Fixed tilt (N-S)
CHN,71141,Liyuancun A,41.176,114.832,exact,50.0,DC,,1-axis horizontal
CHN,63024,Longyangxia Solar-Hydro I,36.184,100.618,exact,320.0,DC,,Fixed tilt (N-S)
CHN,68064,Longyangxia Solar-Hydro II,36.099,100.547,exact,530.0,DC,,Fixed tilt (N-S)
CHN,73237,Longyou A,28.999,119.253,exact,15.0,DC,45.0,Fixed tilt (N-S)
CHN,73239,Longyou B,29.068,119.108,exact,20.0,DC,51.7,Fixed tilt (N-S)
CHN,70228,Lop A,37.012,80.27,exact,60.0,DC,145.6,Fixed tilt (N-S)
CHN,62480,Luanjingtan II,37.923,105.368,exact,20.0,DC,107.0,Fixed tilt (N-S)
CHN,68040,Luci Gaojia Agriculture-Solar,29.015, 117.355,inexact,71.5,DC,167.0,2-axis tracker
CHN,70117,Luhe A,32.47,118.923,exact,10.0,DC,23.5,Fixed tilt (N-S)
CHN,70207,Lujiang A,31.214,117.44,exact,15.0,DC,31.2,Fixed tilt (N-S)
CHN,73766,Lujiang B,31.204,117.473,exact,15.0,DC,28.7,Fixed tilt (N-S)
CHN,70242,Luntai A,41.88,83.993,exact,20.0,DC,58.6,Fixed tilt (N-S)
CHN,70243,Luntai B,41.88,83.984,exact,25.0,DC,,Fixed tilt (N-S)
CHN,73747,Luoning A,34.374,111.495,exact,15.0,DC,27.5,Fixed tilt (N-S)
CHN,73748,Luoning B,34.478,111.659,exact,35.0,DC,64.5,Fixed tilt (N-S)
CHN,73745,Lushan A,33.664,112.913,exact,15.0,DC,71.0,Fixed tilt (N-S)
CHN,65833,Machanghu,37.527,105.075,exact,10.0,DC,27.4,Fixed tilt (N-S)
CHN,73750,Macun A,35.324,113.382,exact,40.0,DC,86.9,Fixed tilt (N-S)
CHN,69543,Majiatanzhen A,37.771,106.732,exact,60.0,DC,128.9,Fixed tilt (N-S)
CHN,65730,Makit,38.99,77.518,exact,20.0,DC,49.1,Fixed tilt (N-S)
CHN,70068,Makit A,38.996,77.527,exact,20.0,DC,45.3,Fixed tilt (N-S)
CHN,70069,Makit B,38.997,77.519,exact,20.0,DC,,Fixed tilt (N-S)
CHN,64816,Mashang,36.013,114.891,exact,80.0,DC,172.2,Greenhouse roof & Fixed tilt (N-S)
CHN,69747,Mashang A,36.021,114.902,exact,10.0,DC,27.6,Fixed tilt (N-S)
CHN,73332,Mazhang A,21.095,110.272,exact,10.0,DC,27.8,Fixed tilt (N-S)
CHN,66026,Menghai,21.808,100.365,exact,50.0,DC,,Fixed tilt (N-S)
CHN,67931,Mingfeng Angli,36.964,82.681,exact,20.0,DC,58.1,Fixed tilt (offset)
CHN,70346,Minle A,38.76,100.719,exact,30.0,DC,77.9,Fixed tilt (N-S)
CHN,70347,Minle B,38.751,100.796,exact,9.0,DC,35.6,Fixed tilt (N-S)
CHN,70348,Minle C,38.755,100.835,exact,55.0,DC,184.0,Fixed tilt (N-S)
CHN,70376,Minle D,38.735,100.799,exact,12.0,DC,33.2,Fixed tilt (N-S)
CHN,66519,Minningzhen,38.287,105.947,exact,30.0,DC,74.9,Fixed tilt (N-S)
CHN,70275,Mori A,44.011,90.319,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70276,Mori B,44.011,90.33,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70277,Mori C,44.047,90.292,exact,25.0,DC,,Fixed tilt (N-S)
CHN,70278,Mori D,44.021,90.317,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70280,Nancun A,39.594,106.662,exact,7.0,DC,22.7,Fixed tilt (N-S)
CHN,64698,Nangang CT,31.8628,117.0923,exact,6.1,DC,7.9,Rooftop
CHN,69488,Nangou A,37.553,108.733,exact,40.0,DC,113.7,Fixed tilt (N-S)
CHN,73793,Nangou B,37.554,108.684,exact,45.0,DC,114.7,Fixed tilt (N-S)
CHN,61772,Nankou,40.2537,116.116,inexact,12.8,DC,,
CHN,68057,Nankou RTMC,40.2376,116.1137,exact,3.7,DC,4.0,Rooftop
CHN,73406,Nanle A,36.1,115.111,exact,20.0,DC,37.3,Fixed tilt (N-S)
CHN,73407,Nanle B,36.15,115.165,exact,50.0,DC,119.4,Fixed tilt (N-S)
CHN,72537,Nanpingcun A,36.054,114.08,exact,20.0,AC,66.0,Fixed tilt (N-S)
CHN,72538,Nanpingcun B,36.061,114.054,exact,25.0,AC,82.8,Fixed tilt (N-S)
CHN,70019,Nanzhou A,33.487,112.644,exact,25.0,DC,85.0,Fixed tilt (N-S)
CHN,62589,Neiqiu,37.374,114.346,exact,100.0,DC,81.1,Fixed tilt (N-S)
CHN,61597,Ningdong I,37.848,106.64,exact,10.0,DC,25.8,Fixed tilt (N-S)
CHN,70370,Ningdong II,37.844,106.639,exact,20.0,DC,45.9,Fixed tilt (N-S)
CHN,71717,Ningdong NGEI,38.315,106.805,inexact,300.0,AC,,
CHN,62437,Ningdong SA1,38.162,106.762,exact,100.0,DC,259.4,Fixed tilt (N-S)
CHN,66512,Ningdong SA2,38.157,106.781,exact,100.0,DC,115.8,Fixed tilt (N-S)
CHN,66513,Ningdong SA3,38.15, 106.795,inexact,100.0,DC,,
CHN,66514,Ningdong SA4,38.145, 106.805,inexact,100.0,DC,,
CHN,66515,Ningdong SA5,38.14, 106.815,inexact,100.0,DC,,
CHN,69187,Nissan Dongfeng,23.376,113.173,exact,29.6,DC,13.9,Carport-roof
CHN,66765,Ordos,39.42, 109.27,inexact,10.0,DC,,
CHN,69979,Pandazhuangcun A,33.178,118.059,exact,10.0,DC,18.5,Fixed tilt (N-S)
CHN,69986,Peixian A,34.811,116.827,exact,50.0,DC,103.2,Fixed tilt (N-S)
CHN,70120,Peixian B,34.8967,116.8394,exact,10.0,DC,11.2,Fixed tilt floating
CHN,70121,Peixian C,34.891,116.839,exact,6.0,DC,17.8,Fixed tilt (N-S)
CHN,70122,Peixian D,34.866,116.866,exact,20.0,DC,38.3,Fixed tilt (N-S)
CHN,70123,Peixian E,34.853,116.872,exact,25.0,DC,55.6,Fixed tilt (N-S) & 1-axis horizontal
CHN,72544,Pinghu A,30.638,121.155,exact,10.0,AC,26.1,Fixed tilt (N-S)
CHN,61695,Pinglu,39.805,112.113,exact,5.0,DC,17.7,Fixed tilt (N-S) & 2-axis tracker
CHN,68063,Pingqing,27.0, 106.675,inexact,32.0,DC,,
CHN,68900,Pingquan A,40.916,118.714,exact,15.0,DC,55.7,Fixed tilt (N-S)
CHN,73295,Pipozhai A,23.721,103.037,exact,35.0,DC,107.4,Fixed tilt (N-S)
CHN,65034,Pishan II,37.539,78.247,exact,20.0,DC,,Fixed tilt (N-S)
CHN,66658,Pizhou II,34.497,117.654,exact,25.0,DC,52.3,Fixed tilt (N-S)
CHN,74002,Qian Gorlos A,44.476,124.279,exact,30.0,DC,64.8,Fixed tilt (N-S)
CHN,74003,Qian Gorlos B,44.452,123.956,exact,35.0,DC,110.2,Fixed tilt (N-S)
CHN,73779,Qiaocheng A,33.731,115.899,exact,20.0,DC,35.5,Fixed tilt (N-S)
CHN,73725,Qicun A,37.025,114.312,exact,8.0,DC,19.7,Fixed tilt (N-S)
CHN,69978,Qigan Zhuang A,33.186,118.058,exact,10.0,DC,22.1,Fixed tilt (N-S)
CHN,61741,Qili} A,40.065,94.495,exact,30.0,DC,82.4,Fixed tilt (N-S) & 1-axis tilted
CHN,61746,Qili} C,40.085,94.475,exact,20.0,DC,56.0,
CHN,61747,Qili} D,40.095,94.473,exact,50.0,DC,130.0,Fixed tilt (N-S)
CHN,60145,Qili} Dunhuang I,40.085,94.496,exact,9.0,DC,36.4,Fixed tilt (N-S)
CHN,71068,Qili} Dunhuang SunCan I,40.084,94.434,exact,10.0,AC,119.9,
CHN,61748,Qili} E,40.105,94.4725,exact,25.0,DC,115.5,Fixed tilt (N-S)
CHN,65015,Qili} F,40.086,94.479,exact,20.0,DC,,Fixed tilt (N-S)
CHN,65016,Qili} G,40.102,94.485,exact,48.0,DC,,Fixed tilt (N-S)
CHN,61686,Qili} Gansu Dunhuang,40.0692,94.5263,exact,10.0,DC,34.7,Fixed tilt (N-S)
CHN,65017,Qili} H,40.131,94.492,exact,100.0,DC,255.3,Fixed tilt (N-S)
CHN,61721,Qili} I+II,40.084,94.491,exact,18.0,DC,47.0,Fixed tilt (N-S)
CHN,65018,Qili} J,40.113,94.49,exact,40.0,DC,,
CHN,65815,Qili} K,40.086,94.468,inexact,30.0,DC,,Fixed tilt (N-S)
CHN,65816,Qili} L,40.112,94.474,inexact,25.0,DC,,Fixed tilt (N-S)
CHN,65817,Qili} M,40.13,94.473,exact,75.0,DC,147.6,Fixed tilt (N-S)
CHN,65818,Qili} N,40.12,94.473,exact,40.0,DC,95.1,Fixed tilt (N-S)
CHN,65819,Qili} P,40.136,94.472,exact,20.0,DC,52.6,Fixed tilt (N-S)
CHN,66009,Qili} Q,40.075,94.485,exact,20.0,DC,50.2,Fixed tilt (N-S)
CHN,61720,Qili} Qilizhen II,40.0662,94.5023,exact,9.0,DC,46.5,Fixed tilt (N-S)
CHN,66012,Qili} S,40.082,94.422,exact,20.0,DC,,
CHN,66569,Qili} T,40.12,94.483,exact,6.0,DC,,Fixed tilt (N-S)
CHN,66616,Qili} U,40.139,94.492,exact,30.0,DC,83.5,Fixed tilt (N-S)
CHN,66617,Qili} V,40.143,94.49,exact,30.0,DC,68.9,Fixed tilt (N-S)
CHN,71890,Qili} W,40.143,94.472,exact,20.0,DC,52.0,Fixed tilt (N-S)
CHN,71889,Qili} X,40.097,94.494,exact,25.0,DC,80.7,Fixed tilt (N-S)
CHN,71891,Qili} Y,40.139,94.472,exact,20.0,DC,50.5,Fixed tilt (N-S)
CHN,63784,Qilin,25.16,104.0,inexact,50.0,DC,,
CHN,69945,Qinghai SPIC,36.346,95.14,exact,100.0,DC,,Fixed tilt (N-S)
CHN,68058,Qinghe,46.173,90.101,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70073,Qinghe II,46.209,90.087,exact,30.0,DC,,Fixed tilt (N-S)
CHN,73337,Qingkenbu,46.45,125.406,exact,60.0,DC,223.9,Fixed tilt (N-S)
CHN,60148,Qingtongxia CGN I,37.653,106.083,exact,10.0,DC,37.3,Fixed tilt (N-S)
CHN,66516,Qingtongxia CGN II,37.659,106.08,exact,10.0,DC,46.8,Fixed tilt (N-S)
CHN,65401,Qiongxi,32.794,102.565,exact,20.0,DC,49.0,1-axis horizontal
CHN,70227,Qira A,36.975,80.846,exact,40.0,DC,86.2,Fixed tilt (N-S)
CHN,70274,Qitai A,45.11,90.591,exact,20.0,DC,,Fixed tilt (N-S)
CHN,73735,Qiuxian A,36.825,115.238,exact,15.0,DC,38.8,Fixed tilt (N-S)
CHN,62326,Quanzhou,24.712,118.54,inexact,10.9,DC,,Rooftop
CHN,73238,Qujiang A,29.032,119,exact,20.0,DC,69.2,Fixed tilt (N-S)
CHN,70033,Rudong A,32.513,121.137,exact,10.0,DC,28.9,Fixed tilt (N-S)
CHN,70034,Rudong B,32.5267,121.0834,exact,25.0,DC,53.4,Fixed tilt (offset)
CHN,65400,Ruoergai,33.752,102.998,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70253,Ruoqiang A,38.946,88.199,exact,20.0,DC,67.7,Fixed tilt (N-S)
CHN,70254,Ruoqiang B,38.931,88.199,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70255,Ruoqiang C,38.946,88.21,exact,40.0,DC,,Fixed tilt (N-S)
CHN,70018,Ruyang A,34.194,112.404,exact,20.0,DC,72.3,Fixed tilt (N-S)
CHN,70015,Ruzhou A,34.273,112.832,exact,35.0,DC,63.7,Fixed tilt (N-S)
CHN,70016,Ruzhou B,34.2627,112.8388,exact,4.0,DC,7.8,Fixed tilt (N-S)
CHN,62391,Sangri,29.282,91.886,exact,10.0,DC,22.0,Fixed tilt (N-S)
CHN,68104,Sangri A,29.28,91.909,exact,10.0,DC,22.8,Fixed tilt (N-S)
CHN,68105,Sangri B,29.286,91.908,exact,15.0,DC,,Fixed tilt (N-S)
CHN,68106,Sangri C,29.271,91.959,exact,7.8,DC,19.4,Fixed tilt (N-S)
CHN,68278,Sangri D,29.292,91.854,exact,20.0,DC,38.9,Fixed tilt (N-S)
CHN,68061,Sangri II,29.286,91.911,exact,10.9,DC,16.4,Fixed tilt (N-S)
CHN,70093,Sha'erquixiang A,40.539,111.747,exact,30.0,DC,77.8,Fixed tilt (N-S)
CHN,69492,Shagoumen A,37.437,105.972,exact,10.0,DC,21.5,Fixed tilt (N-S)
CHN,72305,Shagoumen B,37.433,105.958,exact,100.0,DC,242.8,Fixed tilt (N-S)
CHN,66760,Shajiabang A,31.546,120.807,exact,6.0,DC,15.9,Fixed tilt (N-S)
CHN,70349,Shandan A,38.829,100.949,exact,50.0,DC,143.3,Fixed tilt (N-S)
CHN,70350,Shandan B,38.848,100.945,exact,50.0,DC,116.3,Fixed tilt (N-S)
CHN,70351,Shandan C,38.869,100.821,exact,50.0,DC,136.0,Fixed tilt (N-S)
CHN,70281,Shangdu A,41.492,113.916,exact,20.0,DC,,Fixed tilt (N-S)
CHN,73230,Shangtongcun A,29.062,118.881,exact,15.0,DC,40.4,Fixed tilt (N-S)
CHN,63783,Shangyi,41.509,114.044,exact,50.0,DC,128.8,Fixed tilt (N-S)
CHN,67941,Shangyi A,41.496,114.008,exact,30.0,DC,,Fixed tilt (N-S)
CHN,69405,Shangyi B,41.5167,114.0402,exact,50.0,DC,,Fixed tilt (N-S)
CHN,69407,Shangyi C,41.52,114.026,exact,20.0,DC,,Fixed tilt (N-S)
CHN,62568,Shanshan 2,42.969,90.076,exact,20.0,DC,,Fixed tilt (N-S)
CHN,62569,Shanshan 3,42.964,90.058,exact,50.0,DC,130.5,Fixed tilt (N-S)
CHN,66609,Shanshan A,42.964,90.072,exact,20.0,DC,50.7,Fixed tilt (N-S)
CHN,66610,Shanshan B,42.977,90.076,exact,20.0,DC,56.1,Fixed tilt (N-S)
CHN,66611,Shanshan C,42.981,90.04,exact,20.0,DC,61.4,Fixed tilt (N-S)
CHN,63029,Shanshan CPI,42.96,90.072,exact,30.0,DC,88.8,Fixed tilt (N-S) & 1-axis tilted
CHN,66612,Shanshan D,42.981,90.018,exact,20.0,DC,60.5,Fixed tilt (N-S)
CHN,66613,Shanshan E,42.982,90.005,exact,20.0,DC,55.7,Fixed tilt (N-S)
CHN,66614,Shanshan F,42.974,90.015,exact,20.0,DC,57.8,Fixed tilt (N-S)
CHN,69496,Shanshan Floating,31.1405,118.3414,exact,10.0,DC,10.0,Fixed tilt floating
CHN,66615,Shanshan G,42.965,89.998,exact,50.0,DC,131.7,Fixed tilt (N-S)
CHN,70258,Shanshan H,42.972,90.028,exact,20.0,DC,,Fixed tilt (N-S)
CHN,70259,Shanshan J,42.961,90.029,exact,50.0,DC,,Fixed tilt (N-S)
CHN,70223,Shanting A,34.975,117.652,exact,15.0,DC,32.7,Fixed tilt (N-S)
CHN,73754,Shanxian A,34.562,116.159,exact,12.0,DC,32.5,Fixed tilt (N-S)
CHN,72531,Shanyin A,39.329,112.961,exact,30.0,AC,103.9,Fixed tilt (N-S)
CHN,72533,Shanyin B,39.58,112.917,exact,50.0,AC,123.2,Fixed tilt (N-S)
CHN,72534,Shanyin C,39.566,112.922,exact,30.0,AC,83.5,Fixed tilt (N-S)
CHN,72535,Shanyin D,39.558,112.895,exact,20.0,AC,43.3,Fixed tilt (N-S)
CHN,72536,Shanyingzhen A,36.05,114.094,exact,30.0,AC,107.8,Fixed tilt (N-S)
CHN,73749,Shanzhou A,34.754,111.559,exact,20.0,DC,44.3,Fixed tilt (offset)
CHN,74024,Shanzhuang A,33.589,118.185,exact,50.0,DC,78.8,
CHN,70358,Shapotou A,37.343,105.485,exact,30.0,DC,82.9,Fixed tilt (N-S)
CHN,70362,Shapotou B,37.566,105.45,exact,50.0,DC,104.6,Fixed tilt (N-S)
CHN,70363,Shapotou C,37.541,105.43,exact,30.0,DC,69.2,Fixed tilt (N-S)
CHN,63090,Shaya,41.147,82.602,exact,20.0,DC,53.1,Fixed tilt (N-S)
CHN,63653,Shaya Jinko,41.144,82.603,exact,20.0,DC,62.7,Fixed tilt (N-S)
CHN,68036,Shentou I,39.326,112.567,exact,50.0,DC,,Fixed tilt (N-S)
CHN,68037,Shentou II,39.325, 112.545,inexact,60.0,DC,,
CHN,73408,Shenxian A,35.929,115.391,exact,20.0,DC,36.0,Fixed tilt (N-S)
CHN,61905,Shenzhou,40.762,111.455,exact,5.0,DC,15.8,Fixed tilt (N-S) & 1-axis horizontal
CHN,73727,Shexian A,36.624,113.683,exact,10.0,DC,31.3,Fixed tilt (N-S)
CHN,73728,Shexian B,36.66,113.647,exact,5.0,DC,20.0,Fixed tilt (N-S)
CHN,73729,Shexian C,36.68,113.735,exact,25.0,DC,73.2,Fixed tilt (N-S)
CHN,73730,Shexian D,36.702,113.837,exact,15.0,DC,49.6,Fixed tilt (N-S)
CHN,66368,Sheyang 2,33.827,120.454,exact,55.0,DC,107.5,Fixed tilt (N-S)
CHN,69746,Shibeitoucun A,35.993,114.135,exact,10.0,DC,44.3,Fixed tilt hillside
CHN,64611,Shicheng,26.31, 116.31,inexact,200.0,DC,,
CHN,61572,Shigatse,29.301,88.852,exact,30.0,DC,47.4,Fixed tilt (offset)
CHN,66603,Shigatse II,29.294,88.849,exact,25.0,DC,66.8,Fixed tilt (N-S)
CHN,73308,Shijiashan A,32.345,112.836,exact,100.0,DC,257.2,Fixed tilt (N-S)
CHN,60142,Shilin,24.785,103.436,exact,10.0,DC,22.8,Multiple types
CHN,73310,Shitikou A,34.347,113.407,exact,8.0,DC,24.3,Fixed tilt (N-S)
CHN,71140,Shizhuliancun A,41.369,114.681,exact,60.0,DC,166.4,Fixed tilt (N-S)
CHN,68025,Shouguang,37.01, 118.83,inexact,4.0,DC,,Greenhouse roof
CHN,69983,Shouguang A,37.247,118.932,exact,50.0,DC,107.1,Fixed tilt (N-S)
CHN,69984,Shouguang B,37.247,118.946,exact,30.0,DC,77.0,Fixed tilt (N-S)
CHN,69985,Shouguang C,37.181,118.75,exact,100.0,DC,200.3,Fixed tilt (N-S)
CHN,70377,Shouxian A,32.133,116.779,exact,120.0,DC,256.7,Fixed tilt (N-S)
CHN,73772,Shouxian B,32.137,116.889,exact,20.0,DC,37.3,Fixed tilt (N-S)
CHN,70070,Shufu A,39.369,75.688,exact,20.0,DC,44.3,
CHN,70071,Shufu B,39.354,75.669,exact,40.0,DC,,Fixed tilt (N-S)
CHN,73329,Shulan,44.6, 127.2,inexact,100.0,DC,,
CHN,65023,Shule,39.064,76.144,exact,20.0,DC,40.9,Fixed tilt (N-S)
CHN,70072,Shule A,39.064,76.136,exact,20.0,DC,40.8,Fixed tilt (N-S)
CHN,65728,Shuozhou,39.70, 112.84,inexact,50.0,DC,,
CHN,61722,Shuyang,34.1267,118.8422,exact,8.9,DC,6.8,Rooftop
CHN,63739,Sihong CSIQ,33.335,118.09,exact,10.0,DC,27.2,Fixed tilt floating
CHN,74022,Sihong Fishery,33.335,118.46,inexact,100.0,DC,,
CHN,64401,Sihong Tianganghu,33.21,118.03,exact,82.0,DC,217.2,Fixed tilt (N-S)
CHN,70206,Sixian A,33.602,117.995,exact,5.0,DC,25.3,Fixed tilt (N-S)
CHN,70168,Siyang A,33.667,118.623,exact,8.0,DC,19.4,Fixed tilt (N-S)
CHN,70182,Siziwang A,42.574,111.095,exact,25.0,DC,,Fixed tilt (N-S)
CHN,65078,SPIP} A,43.012,93.635,exact,10.0,DC,35.9,Fixed tilt (N-S)
CHN,65080,SPIP} B,43.018,93.585,exact,20.0,DC,54.3,Fixed tilt (N-S)
CHN,65081,SPIP} C,43.017,93.619,exact,20.0,DC,51.9,Fixed tilt (N-S)
CHN,65082,SPIP} D,43.018,93.611,exact,20.0,DC,52.4,Fixed tilt (N-S)
CHN,65083,SPIP} E,43.01,93.588,exact,50.0,DC,132.4,Fixed tilt (N-S)
CHN,70041,SPIP} F,43.043,93.654,exact,50.0,DC,133.2,Fixed tilt (N-S)
CHN,70042,SPIP} G,43.026,93.629,exact,20.0,DC,55.3,Fixed tilt (N-S)
CHN,70043,SPIP} H,43.044,93.628,exact,20.0,DC,58.2,Fixed tilt (N-S)
